5	header
postResults v2.0.1	Myself_tensionX.spectralOut --cr f,p --co edge_density --co dipole_density --co twin_fraction
addStrainTensors v2.0.1	Myself_tensionX.txt --left --logarithmic
addCauchy v2.0.1	Myself_tensionX.txt
addMises v2.0.1	-e ln(V) -s Cauchy Myself_tensionX.txt
inc	elem	node	ip	grain	1_pos	2_pos	3_pos	1_f	2_f	3_f	4_f	5_f	6_f	7_f	8_f	9_f	1_p	2_p	3_p	4_p	5_p	6_p	7_p	8_p	9_p	1_edge_density	2_edge_density	3_edge_density	4_edge_density	5_edge_density	6_edge_density	7_edge_density	8_edge_density	9_edge_density	10_edge_density	11_edge_density	12_edge_density	1_dipole_density	2_dipole_density	3_dipole_density	4_dipole_density	5_dipole_density	6_dipole_density	7_dipole_density	8_dipole_density	9_dipole_density	10_dipole_density	11_dipole_density	12_dipole_density	1_twin_fraction	2_twin_fraction	3_twin_fraction	4_twin_fraction	5_twin_fraction	6_twin_fraction	7_twin_fraction	8_twin_fraction	9_twin_fraction	10_twin_fraction	11_twin_fraction	12_twin_fraction	1_ln(V)	2_ln(V)	3_ln(V)	4_ln(V)	5_ln(V)	6_ln(V)	7_ln(V)	8_ln(V)	9_ln(V)	1_Cauchy	2_Cauchy	3_Cauchy	4_Cauchy	5_Cauchy	6_Cauchy	7_Cauchy	8_Cauchy	9_Cauchy	Mises(ln(V))	Mises(Cauchy)
244	n/a	n/a	1	1	8.0	8.0	0.5	0.9956	-4.10810979418e-20	0.0	-2.54109884176e-20	1.00206095321	0.0	-1.01643953671e-20	-2.89685267961e-19	1.00174939967	-242926909.092	-3715239.69792	-6137214.35789	-3739354.96246	4161.67987452	-1629461.74076	-6175117.97532	-1628954.70931	-4173.73278563	3.23743963776e+11	7.05218660928e+11	5.29221055206e+11	3.66712461899e+11	9.14206915299e+11	7.13357273415e+11	2.71109838524e+11	3.37400698813e+11	7.79220177656e+11	5.29872257013e+11	4.46478947606e+11	3.60455625616e+11	3.65988652081e+11	9.28105668894e+11	9.18730932657e+11	4.46127309438e+11	1.218330738e+12	9.61604446147e+11	2.34134278311e+11	3.72412580402e+11	1.34360986971e+12	7.45007435168e+11	5.08738403454e+11	4.47827163068e+11	0.000330904023173	9.00685527804e-05	0.000145865295194	0.00147086085002	1.74339950317e-05	0.000345313609856	0.000247031720075	0.000404634228779	2.95008043504e-05	7.81914558334e-05	0.000301312670516	0.000428267657327	-0.004409708488700073	0.0	0.0	0.0	0.0020588323594154983	0.0	0.0	0.0	0.0017478712526795015	-242003916.2443778	-3725142.2349125813	-6151659.160943034	-3725147.405553391	4172.772345601149	-1633296.909707207	-6151655.816493103	-1633296.4976143218	-4183.5562567634315	0.00421253435951	242340782.115
248	n/a	n/a	1	1	8.0	8.0	0.5	0.9952	-8.13151629364e-20	0.0	4.57397791517e-20	1.00227314122	0.0	3.38813178902e-21	-3.89635155737e-19	1.00193723933	-244071317.681	-3867869.55833	-6063966.69489	-3895361.94669	3305.12516272	-1712138.22537	-6105016.44436	-1711569.52283	-1013.06128974	3.2877579531e+11	7.19436607319e+11	5.36283911469e+11	3.72385982264e+11	9.27410548294e+11	7.23114560985e+11	2.75947011704e+11	3.43212770746e+11	7.90074508884e+11	5.38394978979e+11	4.53906261546e+11	3.66180554862e+11	3.78134544136e+11	9.5698002364e+11	9.44214152429e+11	4.60051300879e+11	1.25250736387e+12	9.88538737113e+11	2.42248779441e+11	3.83827350586e+11	1.3762808983e+12	7.67332030255e+11	5.24363461592e+11	4.62099491128e+11	0.000334514733631	9.34235936597e-05	0.00014822232176	0.00150001609574	1.75654493898e-05	0.000347484631032	0.000257041149178	0.000414525273358	2.99493670978e-05	7.85671868464e-05	0.000308993159229	0.000435115083599	-0.004811556997222082	0.0	0.0	0.0	0.0022705615430707454	0.0	0.0	0.0	0.001935365301792603	-243046927.3394292	-3879010.3064161027	-6079394.799766854	-3879012.74518191	3314.6450201701055	-1716494.29284757	-6079393.11450644	-1716499.4111310763	-1015.6387471389592	0.00461374083094	243386984.12
252	n/a	n/a	1	1	8.0	8.0	0.5	0.9948	4.95514274144e-20	0.0	8.80914265144e-20	1.00248504793	0.0	-3.72694496792e-20	-1.0503208546e-19	1.00212560792	-245209022.951	-4010532.47549	-5996066.1455	-4041520.46618	196.313402172	-1789808.52994	-6040207.89205	-1789164.96887	-1025.31924406	3.3380387121e+11	7.33674204069e+11	5.43335194406e+11	3.78079170804e+11	9.40633697525e+11	7.32921424424e+11	2.80855180953e+11	3.48991473091e+11	8.00956190952e+11	5.47018784153e+11	4.61303751335e+11	3.71906646759e+11	3.90411709561e+11	9.86055923763e+11	9.69844044041e+11	4.74144370203e+11	1.2869253949e+12	1.0155944408e+12	2.50461005132e+11	3.95351972443e+11	1.4091130558e+12	7.89896750799e+11	5.40160241771e+11	4.76504718422e+11	0.000338133496685	9.67926808996e-05	0.000150547564898	0.00152884751194	1.77080156803e-05	0.000349632952616	0.000266943659221	0.000424305706272	3.03912089531e-05	7.89395156411e-05	0.000316713401981	0.000441861236187	-0.005213567052887434	0.0	0.0	0.0	0.0024819653043183618	0.0	0.0	0.0	0.002123352011704009	-244082353.91705254	-4022945.052156721	-6012467.400918207	-4022950.7744757114	196.9209911068996	-1794704.2575949165	-6012454.773063275	-1794702.4249263299	-1028.123836671049	0.00501509284538	244423110.38
256	n/a	n/a	1	1	8.0	8.0	0.5	0.9944	-5.63276909924e-20	0.0	3.38813178902e-21	1.00269696386	0.0	-1.69406589451e-20	4.48927462045e-19	1.00231424381	-246336963.339	-4142508.82603	-5923753.26013	-4177071.48998	325.87736026	-1864671.00438	-5970878.45764	-1863958.62572	-1121.4671938	3.38857487e+11	7.47899073176e+11	5.50380227784e+11	3.83742460381e+11	9.53847962094e+11	7.42763165225e+11	2.85869503089e+11	3.54772744593e+11	8.11822887522e+11	5.55706212954e+11	4.68690267225e+11	3.77636761255e+11	4.02818116139e+11	1.01534330043e+12	9.95611745572e+11	4.88391973567e+11	1.32160725664e+12	1.0427912109e+12	2.58776660471e+11	4.06976714698e+11	1.44212023063e+12	8.12696010417e+11	5.56147466287e+11	4.91020985387e+11	0.000341750592636	0.000100167098396	0.000152836428211	0.00155733243014	1.78626837084e-05	0.000351773293841	0.000276723705368	0.000433994206009	3.08218939153e-05	7.93098311196e-05	0.000324485880915	0.000448529151125	-0.005615738785635745	0.0	0.0	0.0	0.002693333578662521	0.0	0.0	0.0	0.0023115700721201603	-245107150.68591708	-4156219.0119987517	-5941090.187927498	-4156217.8783190497	326.95589488715547	-1870128.298961563	-5941069.444093297	-1870127.6456231321	-1124.749368953553	0.00541661338756	245449635.676
260	n/a	n/a	1	1	8.0	8.0	0.5	0.994	-4.82808779935e-20	0.0	2.20228566286e-20	1.00290868006	0.0	-1.69406589451e-20	5.21772295509e-19	1.00250336443	-247449702.848	-4266833.95711	-5826162.98608	-4305075.86638	547.515488775	-1936797.55997	-5875990.55754	-1936010.3357	-568.262372129	3.44039188234e+11	7.62104400001e+11	5.57417531143e+11	3.89381992636e+11	9.67069355711e+11	7.52626093359e+11	2.91010151549e+11	3.60651564502e+11	8.22637205689e+11	5.64481031986e+11	4.76112399588e+11	3.83412687329e+11	4.15341806362e+11	1.04481799955e+12	1.02149647372e+12	5.02778693701e+11	1.35658989245e+12	1.07002923911e+12	2.67176428859e+11	4.18697512808e+11	1.47516557267e+12	8.35735262306e+11	5.72416871575e+11	5.0562611618e+11	0.000345360560777	0.000103562164055	0.000155073173118	0.00158548878122	1.80419268801e-05	0.000353910261623	0.000286511214379	0.000443584134551	3.12331481995e-05	7.9685417603e-05	0.000332365769592	0.000455147876177	-0.006018072325563021	0.0	0.0	0.0	0.0029044580351860515	0.0	0.0	0.0	0.0025002362328560577	-246115920.44716415	-4281870.411991199	-5844331.6808872465	-4281871.011580204	549.4449502976363	-1942837.3985146114	-5844318.291609099	-1942832.8960233934	-570.034479369104	0.00581829535938	246458590.255
264	n/a	n/a	1	1	8.0	8.0	0.5	0.9936	1.08420217249e-19	0.0	6.77626357803e-21	1.00312027827	0.0	1.21972744405e-19	1.0503208546e-19	1.00269289798	-248546668.958	-4396362.91285	-5719718.5932	-4438485.77389	4541.27882954	-2018244.41602	-5772047.38806	-2017379.63952	248.74437583	3.4933571578e+11	7.76272308797e+11	5.64450611344e+11	3.94995098601e+11	9.80286030279e+11	7.62497557237e+11	2.96242660755e+11	3.66599527627e+11	8.33441007406e+11	5.73258200849e+11	4.83534225547e+11	3.89237902435e+11	4.27983892886e+11	1.07454762943e+12	1.04754031331e+12	5.17248037599e+11	1.39186118806e+12	1.09736933485e+12	2.75664851004e+11	4.30538570393e+11	1.50822366372e+12	8.58986388834e+11	5.88958210609e+11	5.20365748846e+11	0.000348969553439	0.000106987200939	0.000157277290355	0.00161335150653	1.82950913934e-05	0.000356138855208	0.000296496561406	0.000453090015654	3.1641878213e-05	8.00629283896e-05	0.000340331165641	0.000461725083452	-0.006420567802922695	0.0	0.0	0.0	0.0031154203046049947	0.0	0.0	0.0	0.002689278626478742	-247108109.61560985	-4412797.656525287	-5738654.38234959	-4412796.3321329905	4558.255306459899	-2024926.0473085612	-5738639.446084259	-2024921.1273199143	249.5678728213481	0.00622014590547	247453271.131
268	n/a	n/a	1	1	8.0	8.0	0.5	0.9932	2.12605269761e-19	0.0	-5.59041745188e-20	1.00333154943	0.0	-5.42101086243e-20	-3.55753837847e-20	1.00288300121	-249635399.728	-4528375.37689	-5617792.38407	-4574575.47964	413.686479052	-2099070.0904	-5672545.99658	-2098132.88427	-685.079180345	3.5470633917e+11	7.90385924364e+11	5.71506116041e+11	4.00641802554e+11	9.93535138717e+11	7.72394970727e+11	3.0160231864e+11	3.72598036705e+11	8.44264697067e+11	5.82030139722e+11	4.90935128893e+11	3.95097140749e+11	4.40737190809e+11	1.10449865316e+12	1.07376452531e+12	5.31775015441e+11	1.42745792903e+12	1.12481833862e+12	2.84229475305e+11	4.42524483674e+11	1.54121857645e+12	8.82451295379e+11	6.05760973307e+11	5.35189746128e+11	0.000352570107958	0.000110417768387	0.000159443561495	0.00164095993453	1.87212471439e-05	0.000358573006349	0.000306728032336	0.000462502020577	3.20535780446e-05	8.04386272293e-05	0.000348385831551	0.000468269542113	-0.006823225348125537	0.0	0.0	0.0	0.0033260121143495734	0.0	0.0	0.0	0.00287885333232349	-248091241.2639278	-4546272.246756597	-5637473.396229214	-4546278.733849458	415.32143474029147	-2106423.8374144593	-5637457.5839470085	-2106425.043834386	-687.4792426393321	0.00662213968052	248434813.298
272	n/a	n/a	1	1	8.0	8.0	0.5	0.9928	8.47032947254e-22	0.0	-3.89635155737e-20	1.00354263395	0.0	8.13151629364e-20	2.89685267961e-19	1.00307357136	-250715290.784	-4655937.90997	-5527725.6224	-4706326.05187	760.61152227	-2178062.9865	-5584911.51363	-2177051.41667	-872.638054285	3.60047930991e+11	8.04400658992e+11	5.78597471834e+11	4.06331052766e+11	1.00681582515e+12	7.82316851389e+11	3.07117474549e+11	3.78593337512e+11	8.55105027388e+11	5.90800112146e+11	4.98277376249e+11	4.00927410206e+11	4.53589366388e+11	1.13465895755e+12	1.10013113857e+12	5.46400794675e+11	1.463332492e+12	1.1524846772e+12	2.92891830652e+11	4.5465868327e+11	1.57429469708e+12	9.06127030706e+11	6.22710589224e+11	5.50069683347e+11	0.000356163142646	0.000113830124603	0.000161581058957	0.0016683944506	1.92668097103e-05	0.000361256118788	0.00031701848587	0.000471842896507	3.24735045529e-05	8.08089460568e-05	0.000356452715311	0.000474746746615	-0.0072260450917395825	0.0	0.0	0.0	0.003536373603402577	0.0	0.0	0.0	0.0030688575958050315	-249064715.53983042	-4675333.805083846	-5548158.786675273	-4675342.120862379	763.780108620076	-2186114.1673735045	-5548143.446327646	-2186120.665820587	-875.8637492514454	0.00702429512055	249410232.827
276	n/a	n/a	1	1	8.0	8.0	0.5	0.9924	-5.16690097825e-20	0.0	6.26804380968e-20	1.00375346463	0.0	-2.37169225231e-20	-3.59141969636e-19	1.00326465874	-251788013.74	-4774739.87371	-5447428.48232	-4829369.66302	630.398874481	-2252385.12759	-5507053.11931	-2251299.75739	-698.092360117	3.653689182e+11	8.18317546802e+11	5.85725795704e+11	4.12057364757e+11	1.02013499703e+12	7.92252562545e+11	3.12810810893e+11	3.84598172506e+11	8.65958721174e+11	5.99600009632e+11	5.05553872663e+11	4.06716544253e+11	4.66540829156e+11	1.16499164909e+12	1.12662143708e+12	5.61165462715e+11	1.49946135183e+12	1.18036097661e+12	3.01658611223e+11	4.66955143163e+11	1.60750923634e+12	9.30024458444e+11	6.39767111491e+11	5.64987222538e+11	0.000359717684002	0.000117234781916	0.000163693603409	0.00169569877813	1.98854264096e-05	0.000364129230856	0.000327376938883	0.000481118179246	3.29049422839e-05	8.11756467676e-05	0.000364506793921	0.000481154223683	-0.007629027164491163	0.0	0.0	0.0	0.003746437959053863	0.0	0.0	0.0	0.0032593413115719104	-250030207.0850223	-4795649.638267528	-5468619.721159829	-4795654.403874383	633.1595467671082	-2261147.212554117	-5468606.751356857	-2261158.754763792	-700.8080344913415	0.00742660439818	250377990.262
280	n/a	n/a	1	1	8.0	8.0	0.5	0.992	-3.55753837847e-20	0.0	-3.72694496792e-20	1.00396410718	0.0	0.0	1.66018457662e-19	1.00345618971	-252856737.224	-4880765.47055	-5377422.907	-4939631.62863	32.5406050538	-2317596.18977	-5439509.99746	-2316435.0337	-338.281588823	3.7066413539e+11	8.32150016985e+11	5.92881662853e+11	4.1782892483e+11	1.03348750237e+12	8.02182142754e+11	3.18683216606e+11	3.90612187025e+11	8.76819594516e+11	6.08439304807e+11	5.12768054864e+11	4.1246639328e+11	4.79584517952e+11	1.19547219004e+12	1.15323940747e+12	5.76104820714e+11	1.53584861432e+12	1.20843188583e+12	3.10527130003e+11	4.79414921616e+11	1.64090130227e+12	9.54140320552e+11	6.56923603895e+11	5.79953420703e+11	0.000363232029087	0.000120641615467	0.000165789410216	0.00172284245454	2.05814699153e-05	0.000367107956761	0.000337766063961	0.000490341873247	3.33494745241e-05	8.1542089884e-05	0.00037251532554	0.000487499122316	-0.008032171697264267	0.0	0.0	0.0	0.003956270809780315	0.0	0.0	0.0	0.0034502308124506977	-250990871.6871481	-4903180.161588515	-5399385.478025101	-4903181.389962088	32.69004628651016	-2327061.7593942652	-5399371.085785952	-2327073.1550980615	-339.6632048032756	0.00782906830868	251340744.318
284	n/a	n/a	1	1	8.0	8.0	0.5	0.9916	7.19978005166e-20	0.0	-1.69406589451e-20	1.00417467022	0.0	7.11507675694e-20	1.35525271561e-19	1.00364807807	-253916950.353	-4967096.68489	-5325991.86531	-5030082.96629	887.66705987	-2370328.73018	-5390695.01599	-2369086.64621	2638.78230576	3.75927740693e+11	8.45928841469e+11	6.00067370121e+11	4.23703747199e+11	1.04685596768e+12	8.12068967463e+11	3.24750280536e+11	3.96638374145e+11	8.87690194037e+11	6.17318628222e+11	5.19930319708e+11	4.18207842028e+11	4.92706789351e+11	1.22604721354e+12	1.18001057677e+12	5.91285358266e+11	1.57249032652e+12	1.23664598628e+12	3.19473061367e+11	4.9204350983e+11	1.67448888351e+12	9.7844213509e+11	6.74179527843e+11	5.94975459518e+11	0.000366719274383	0.000124069622936	0.000167890565341	0.00174974813154	2.14380981715e-05	0.00037013344992	0.000348169070907	0.000499516922814	3.3810885457e-05	8.19153619613e-05	0.000380457882636	0.000493799083323	-0.008435478821101575	0.0	0.0	0.0	0.004165980460468981	0.0	0.0	0.0	0.003641439972497688	-251942232.72279155	-4990966.309600316	-5348779.79073679	-4990963.901961545	891.932787100811	-2380470.4794928627	-5348771.46392956	-2380471.4073166796	2650.0726674281896	0.00823169870812	252296132.236
288	n/a	n/a	1	1	8.0	8.0	0.5	0.9912	2.37169225231e-20	0.0	-1.3891340335e-19	1.00438517134	0.0	-4.06575814682e-20	-4.33680868994e-19	1.00384025252	-254978572.076	-5043167.16001	-5289471.22356	-5110251.48734	-209.175549196	-2413873.20082	-5356914.06087	-2412559.49452	-204.581309166	3.81155248406e+11	8.59682888115e+11	6.07257886785e+11	4.29666378672e+11	1.060231316e+12	8.21885846782e+11	3.30913090733e+11	4.02668228536e+11	8.98573623725e+11	6.26219687399e+11	5.27048472674e+11	4.23966768824e+11	5.05908991275e+11	1.25676716232e+12	1.20692230583e+12	6.06709147842e+11	1.60938960274e+12	1.26497804599e+12	3.28494654222e+11	5.04829625323e+11	1.70831520536e+12	1.00290370652e+12	6.91547785109e+11	6.10098192028e+11	0.000370193921018	0.000127557766739	0.000170000128422	0.0017764596628	2.24317916413e-05	0.000373125713276	0.000358543273758	0.000508637658926	3.42859089571e-05	8.23085345007e-05	0.000388340465473	0.000500064853576	-0.008838948667204392	0.0	0.0	0.0	0.004375584492587008	0.0	0.0	0.0	0.003832897574177238	-252894151.70717794	-5068476.81032889	-5313132.825814374	-5068475.771822855	-210.22531808872856	-2424671.2759311553	-5313121.907311392	-2424667.17115305	-205.49647088284559	0.00863447975513	253248376.539
292	n/a	n/a	1	1	8.0	8.0	0.5	0.9908	-8.13151629364e-20	0.0	1.11808349038e-19	1.00459572731	0.0	-3.38813178902e-20	4.06575814682e-19	1.00403265031	-256031227.018	-5121006.55515	-5260406.56031	-5192307.91643	-306.267412341	-2455406.41984	-5330647.22693	-2454022.8105	-272.984881664	3.86347297545e+11	8.73424360413e+11	6.14434387443e+11	4.35646150137e+11	1.07358424989e+12	8.31647177218e+11	3.37063846156e+11	4.08691907078e+11	9.09482059611e+11	6.35096862955e+11	5.34129010066e+11	4.29744541306e+11	5.19197947628e+11	1.28774209638e+12	1.2339597314e+12	6.22303537312e+11	1.64652641271e+12	1.29345770505e+12	3.37591628132e+11	5.1775314043e+11	1.74243546622e+12	1.02752149976e+12	7.09045375956e+11	6.25357583315e+11	0.000373661197234	0.000131119888783	0.000172113897943	0.00180305507737	2.34848831844e-05	0.000376055144724	0.000368841766109	0.000517707523872	3.47675045127e-05	8.27447825895e-05	0.000396180674351	0.000506291379064	-0.009242581366932545	0.0	0.0	0.0	0.004585199199140051	0.0	0.0	0.0	0.00402454096985004	-253836326.9962133	-5147798.012893229	-5284963.424982144	-5147795.390002533	-307.86970484882994	-2466868.85767172	-5284948.747682766	-2466861.467846047	-274.2592418716592	0.00903743311803	254193393.155
296	n/a	n/a	1	1	8.0	8.0	0.5	0.9904	6.77626357803e-20	0.0	-6.77626357803e-21	1.00480637337	0.0	-5.42101086243e-20	1.21972744405e-19	1.00422521927	-257078085.901	-5197196.09567	-5235280.65809	-5272791.2218	-427.868345877	-2495809.81731	-5308351.9141	-2494364.67875	-299.01483747	3.91509394705e+11	8.87137232592e+11	6.21594273144e+11	4.4163225242e+11	1.08690905457e+12	8.41354411946e+11	3.43188253556e+11	4.14712261712e+11	9.20427920313e+11	6.43940923349e+11	5.41170161833e+11	4.35543099913e+11	5.32551068279e+11	1.31896888132e+12	1.26110805589e+12	6.38065494898e+11	1.68388741616e+12	1.32208570568e+12	3.46761805603e+11	5.30811080816e+11	1.77688080038e+12	1.05229156768e+12	7.26667679043e+11	6.40741922041e+11	0.000377117536726	0.000134846083755	0.000174230147699	0.00182954189675	2.4581592865e-05	0.000378925824541	0.000379088634786	0.000526726778283	3.52539252947e-05	8.32492876725e-05	0.000403987167262	0.000512483455538	-0.00964637705180545	0.0	0.0	0.0	0.004794859635645784	0.0	0.0	0.0	0.004216318095195446	-254771915.83771795	-5225493.936820052	-5260741.425118919	-5225490.600189124	-430.1980156185074	-2507947.7018776257	-5260732.288231236	-2507946.066511831	-300.4690378485889	0.00944055488148	255132035.825
300	n/a	n/a	1	1	8.0	8.0	0.5	0.99	-9.6561755987e-20	0.0	-2.71050543121e-20	1.00501708045	0.0	-3.38813178902e-20	-7.62329652529e-19	1.0044179869	-258119872.421	-5264575.27896	-5211526.64982	-5344428.26808	-683.396273485	-2533135.80719	-5287428.30656	-2531632.32076	-236.362843266	3.96672403222e+11	9.00809971891e+11	6.28726227386e+11	4.47616128602e+11	1.10020304687e+12	8.51021054651e+11	3.49276720089e+11	4.20733064017e+11	9.31416178841e+11	6.52742299055e+11	5.48167830768e+11	4.41361142841e+11	5.45941633107e+11	1.35045557031e+12	1.28832002045e+12	6.5399185607e+11	1.72144260651e+12	1.35087410418e+12	3.56010471166e+11	5.44003302318e+11	1.81165409498e+12	1.07720843655e+12	7.44402108896e+11	6.56247750474e+11	0.000380562339321	0.000139038268075	0.000176341917531	0.00185593098616	2.57065297734e-05	0.000381747124848	0.00038929871958	0.000535708699625	3.57427056351e-05	8.38355198345e-05	0.000411766931528	0.000518648235031	-0.01005033585350145	0.0	0.0	0.0	0.005004536839254746	0.0	0.0	0.0	0.004408256245285667	-255701642.47465825	-5294362.3833766915	-5237889.420540459	-5294358.2894970765	-687.2629474477848	-2545949.802584429	-5237892.339607391	-2545956.362546339	-237.55849664408677	0.00984384328537	256064320.776
304	n/a	n/a	1	1	8.0	8.0	0.5	0.9904	7.79270311474e-20	0.0	-1.08420217249e-19	1.00489686846	0.0	-4.74338450462e-20	9.45288769136e-19	1.0043036744	-189280435.552	-4712845.36975	-5735356.81106	-4781813.22847	-2302.02225726	-3885977.86216	-5815878.15385	-3883695.95442	5933.19645957	3.96676275918e+11	9.01135284731e+11	6.2872786299e+11	4.4762083881e+11	1.10020565072e+12	8.51022761666e+11	3.49283440686e+11	4.20733992699e+11	9.31446393667e+11	6.52745720898e+11	5.48171899329e+11	4.41364946344e+11	5.45943428653e+11	1.35049786571e+12	1.28832175704e+12	6.53996124289e+11	1.72144548642e+12	1.35087573367e+12	3.56016899398e+11	5.44004089716e+11	1.81166099365e+12	1.07721141373e+12	7.44405762648e+11	6.56250531104e+11	0.000380563307659	0.000139044782657	0.000176349117531	0.00185593691549	2.5707542883e-05	0.00038174929732	0.000389300151161	0.000535709313995	3.57434347049e-05	8.38410756026e-05	0.000411769502854	0.000518649509362	-0.00964637705180545	0.0	0.0	0.0	0.004884917797644658	0.0	0.0	0.0	0.004294440078192146	-187550912.7935543	-4738135.837262674	-5762730.5966893565	-4738120.09779246	-2314.3755628626777	-3904524.907873714	-5762736.403631092	-3904536.9705489837	5961.514496848502	0.00949682492194	188118956.823
308	n/a	n/a	1	1	8.0	8.0	0.5	0.9908	-3.38813178902e-21	0.0	3.38813178902e-21	1.00477691024	0.0	4.06575814682e-20	8.57197342621e-19	1.00418885025	-120374083.321	-4145238.74672	-6245712.08108	-4203725.94966	-11703.4108602	-5234439.73491	-6330114.27096	-5231399.07203	10542.9350467	3.96676275936e+11	9.01267696098e+11	6.28727863045e+11	4.47620838903e+11	1.10020565089e+12	8.51022761666e+11	3.49283440709e+11	4.20733992699e+11	9.31912871645e+11	6.52745720903e+11	5.48171899338e+11	4.41364946509e+11	5.45943428655e+11	1.35051303987e+12	1.28832175704e+12	6.53996124416e+11	1.72144548643e+12	1.35087573367e+12	3.56016899407e+11	5.44004089716e+11	1.8116720251e+12	1.07721141373e+12	7.44405762659e+11	6.56250531235e+11	0.000380563307659	0.000139044782677	0.000176349193171	0.00185593691549	2.5707542883e-05	0.000381749297322	0.000389300151161	0.000535709315437	3.57434347065e-05	8.38410758071e-05	0.000411769502863	0.000518649509363	-0.009242581366932545	0.0	0.0	0.0	0.00476553700916658	0.0	0.0	0.0	0.004180101439919293	-119302062.39774548	-4166277.142965078	-6273737.098925908	-4166288.6371643688	-11762.80936777466	-5257927.091528402	-6273739.885728215	-5257950.075076709	10590.242053330525	0.00914984552362	120357523.469
312	n/a	n/a	1	1	8.0	8.0	0.5	0.9912	-7.45388993584e-20	0.0	-3.38813178902e-20	1.00465702255	0.0	-7.45388993584e-20	6.43745039913e-20	1.00407384335	-51354648.9771	-3572661.93156	-6751678.32052	-3621164.757	-15.0095003151	-6589916.61215	-6839368.59985	-6586091.26724	571.85824421	3.96676275936e+11	9.01330215275e+11	6.28727863114e+11	4.47620838903e+11	1.10020565089e+12	8.51022761666e+11	3.49283440709e+11	4.20733992699e+11	9.32406077492e+11	6.52745720903e+11	5.48171899338e+11	4.41364946509e+11	5.45943428655e+11	1.35052071336e+12	1.28832175706e+12	6.53996124416e+11	1.72144548643e+12	1.35087573367e+12	3.56016899407e+11	5.44004089716e+11	1.81169998018e+12	1.07721141373e+12	7.44405762659e+11	6.56250531235e+11	0.000380563307659	0.000139044782677	0.000176349193172	0.00185593691549	2.5707542883e-05	0.000381749297322	0.000389300151161	0.000535709315437	3.57434347065e-05	8.38410758071e-05	0.000411769502863	0.000518649509363	-0.008838948667204392	0.0	0.0	0.0	0.004646212170279296	0.0	0.0	0.0	0.0040655677183175885	-50909201.71547178	-3589756.374647106	-6780045.755664257	-3589754.9828697247	-15.081317647334933	-6617604.39927888	-6780044.311304522	-6617604.341942022	574.2609285329532	0.0088029446328	53849042.8821
316	n/a	n/a	1	1	8.0	8.0	0.5	0.9916	-6.77626357803e-20	0.0	-1.32137139772e-19	1.00453654065	0.0	-1.32137139772e-19	4.40457132572e-20	1.00395900036	17655039.623	-3064618.10762	-7198999.51856	-3104599.49616	325.52438508	-7903100.0821	-7288728.0598	-7898558.14904	222.667102048	3.96676275936e+11	9.01350994244e+11	6.29565591533e+11	4.47620928406e+11	1.10020565089e+12	8.51022761666e+11	3.49283440709e+11	4.20733994346e+11	9.32631384695e+11	6.52745720903e+11	5.48171899338e+11	4.41364946509e+11	5.45943428655e+11	1.35052333791e+12	1.28851228852e+12	6.53996143292e+11	1.72144548643e+12	1.35087573367e+12	3.56016899407e+11	5.44004089807e+11	1.81171832508e+12	1.07721141373e+12	7.44405762659e+11	6.56250531235e+11	0.000380563307659	0.000139044803553	0.000176349193172	0.00185593691549	2.5707542883e-05	0.000381749297395	0.000389300151161	0.000535709315437	3.57434348382e-05	8.38410758071e-05	0.000411769502863	0.000518649509363	-0.008435478821101575	0.0	0.0	0.0	0.0045262815649356695	0.0	0.0	0.0	0.003951184140892845	17506002.25223735	-3078391.617454476	-7227196.906391721	-3078391.605605286	326.98741021455567	-7934055.324910248	-7227199.290143694	-7934057.145823149	223.53925527118474	0.00845599575168	26084955.1323
320	n/a	n/a	1	1	8.0	8.0	0.5	0.992	1.03338019565e-19	0.0	-3.21872519957e-20	1.00441481742	0.0	-1.0503208546e-19	5.59041745188e-19	1.00384363862	86105567.595	-2551663.93465	-7468659.32475	-2583598.36116	1044.27693932	-9018998.21949	-7557829.97906	-9013867.71766	295.954169666	3.96676533789e+11	9.01729155693e+11	6.30990799213e+11	4.48244822009e+11	1.10020565104e+12	8.51128666756e+11	3.49292241411e+11	4.20870173253e+11	9.32819044052e+11	6.52745720903e+11	5.48172172541e+11	4.41364946509e+11	5.45943453718e+11	1.3505566871e+12	1.28896895986e+12	6.54133334678e+11	1.72144548748e+12	1.35088913564e+12	3.56017206718e+11	5.44011712094e+11	1.81246238294e+12	1.07721141373e+12	7.44405778904e+11	6.56250531235e+11	0.000380965231609	0.000139045366134	0.000176381034162	0.00185643166843	2.57459639837e-05	0.000382366321472	0.000389306197491	0.000535715220212	3.57681155085e-05	8.38410758707e-05	0.000411769502863	0.000518649509363	-0.008032171697264267	0.0	0.0	0.0	0.004405100701436328	0.0	0.0	0.0	0.0038362707147549108	85398855.76876613	-2562392.957077416	-7495797.869326393	-2562393.466202937	1048.6678273794557	-9051770.163499137	-7495799.056135374	-9051768.472374318	297.02956554051826	0.00810855840812	87902854.2797
