5	header
postResults v2.0.1	Myself_tensionX.spectralOut --cr f,p --co edge_density --co dipole_density --co twin_fraction
addStrainTensors v2.0.1	Myself_tensionX.txt --left --logarithmic
addCauchy v2.0.1	Myself_tensionX.txt
addMises v2.0.1	-e ln(V) -s Cauchy Myself_tensionX.txt
inc	elem	node	ip	grain	1_pos	2_pos	3_pos	1_f	2_f	3_f	4_f	5_f	6_f	7_f	8_f	9_f	1_p	2_p	3_p	4_p	5_p	6_p	7_p	8_p	9_p	1_edge_density	2_edge_density	3_edge_density	4_edge_density	5_edge_density	6_edge_density	7_edge_density	8_edge_density	9_edge_density	10_edge_density	11_edge_density	12_edge_density	1_dipole_density	2_dipole_density	3_dipole_density	4_dipole_density	5_dipole_density	6_dipole_density	7_dipole_density	8_dipole_density	9_dipole_density	10_dipole_density	11_dipole_density	12_dipole_density	1_twin_fraction	2_twin_fraction	3_twin_fraction	4_twin_fraction	5_twin_fraction	6_twin_fraction	7_twin_fraction	8_twin_fraction	9_twin_fraction	10_twin_fraction	11_twin_fraction	12_twin_fraction	1_ln(V)	2_ln(V)	3_ln(V)	4_ln(V)	5_ln(V)	6_ln(V)	7_ln(V)	8_ln(V)	9_ln(V)	1_Cauchy	2_Cauchy	3_Cauchy	4_Cauchy	5_Cauchy	6_Cauchy	7_Cauchy	8_Cauchy	9_Cauchy	Mises(ln(V))	Mises(Cauchy)
568	n/a	n/a	1	1	8.0	8.0	0.5	1.0032	5.46336250979e-20	0.0	8.47032947254e-21	0.997868068199	0.0	-4.06575814682e-20	1.08843733722e-19	0.998252892978	-275049359.633	1001887.01702	-7620488.14863	996558.380433	-758.064566138	5341439.82878	-7582918.13667	5343509.27213	-3689.10702149	6.18517727432e+11	1.39423467243e+12	9.53093319082e+11	6.87802171488e+11	1.62927536183e+12	1.29481759058e+12	5.74060755804e+11	6.98516313012e+11	1.48323564063e+12	1.01466869663e+12	8.28877787669e+11	7.54841018525e+11	1.28196205503e+12	2.80119758804e+12	2.72171389259e+12	1.50188327431e+12	3.69532815497e+12	2.9303596192e+12	8.29153146504e+11	1.29457614239e+12	4.03398366174e+12	2.39565138357e+12	1.5898879377e+12	1.39136064441e+12	0.0010998063473	0.00018086986103	0.00051635171076	0.00342680794591	0.000156557893401	0.00159576618889	0.000502424041835	0.000729372217382	0.000121209821565	0.000252825769716	0.000554966634491	0.00105647105921	0.0031948908965192886	0.0	0.0	0.0	-0.002134207602747245	0.0	0.0	0.0	-0.0017486349934191135	-276119409.0750279	1000439.0793040121	-7612409.50935662	1000435.3817841515	-756.9690032074312	5335777.256417764	-7612418.650075714	5335786.776000785	-3685.1961217830208	0.00343143654001	276591688.937
572	n/a	n/a	1	1	8.0	8.0	0.5	1.0028	-1.11808349038e-19	0.0	-3.55753837847e-20	0.998075827029	0.0	1.69406589451e-20	9.26442286059e-21	0.998436417472	-277842954.446	921060.635553	-8128865.32207	916718.162532	367.904957607	4620838.71025	-8093495.19005	4622514.66363	3163.75742532	6.22429649552e+11	1.40043919157e+12	9.58127167173e+11	6.91619433202e+11	1.63877633861e+12	1.30281920024e+12	5.75853924224e+11	7.03216074084e+11	1.49310600009e+12	1.02032100974e+12	8.33470499418e+11	7.59998973368e+11	1.29635937569e+12	2.82972856145e+12	2.75083421122e+12	1.52155540074e+12	3.73583174644e+12	2.96341984881e+12	8.35775546433e+11	1.31156872749e+12	4.07955969414e+12	2.42285363203e+12	1.60685651468e+12	1.405943308e+12	0.00110266222834	0.000184684198265	0.00051871127668	0.0034662537776	0.000157232201555	0.0015975502286	0.000510097622784	0.000743428300139	0.000121260439449	0.00025295335906	0.000569097862598	0.00106641654189	0.002796087302001188	0.0	0.0	0.0	-0.001926026569956169	0.0	0.0	0.0	-0.001564806198867795	-278814552.5926404	919927.2488995773	-8121795.791463643	919923.864362675	367.45224195225967	4616820.048432531	-8121797.5990211945	4616826.551226995	3161.005961362458	0.00303484327628	279290016.359
576	n/a	n/a	1	1	8.0	8.0	0.5	1.0024	1.2557263443e-19	0.0	6.77626357803e-21	0.998283409157	0.0	-4.74338450462e-20	-3.25048893509e-19	0.998620774554	-280456503.591	726874.704243	-8505230.14561	723891.438416	379.481115439	3977939.11911	-8473164.77757	3979280.50942	1016.05711387	6.26352371203e+11	1.40714499693e+12	9.63041795274e+11	6.95393059814e+11	1.6487288137e+12	1.31084321639e+12	5.77544947877e+11	7.07721165944e+11	1.50322159809e+12	1.02611258036e+12	8.38167139626e+11	7.65544802559e+11	1.31100983707e+12	2.85905656856e+12	2.77997121919e+12	1.54059492539e+12	3.77711083865e+12	2.99675171535e+12	8.42146243606e+11	1.32826010613e+12	4.12531682169e+12	2.45108049608e+12	1.62407434575e+12	1.42115707612e+12	0.00110603742174	0.000188518669475	0.000521075841766	0.00350507279754	0.0001577168176	0.00159944458818	0.000518341074858	0.000756691802465	0.000121312552264	0.000253089962579	0.000582396272323	0.00107677250075	0.0023971245997214514	0.0	0.0	0.0	-0.0017180658733187617	0.0	0.0	0.0	-0.001380177452870863	-281326773.53941566	726135.8868192104	-8499456.55538483	726137.7081822648	379.0953993610448	3975238.7817856455	-8499457.413253166	3975235.8484112397	1015.367385629796	0.00263805366008	281799321.285
580	n/a	n/a	1	1	8.0	8.0	0.5	1.002	3.89635155737e-20	0.0	3.91752738105e-21	0.998491622197	0.0	2.54109884176e-20	-3.87517573369e-20	0.998805232339	-282875653.616	413140.474604	-8773834.71843	411691.670333	1718.781723	3426750.35033	-8745852.55795	3427841.65886	2513.10184491	6.30175437744e+11	1.4144004275e+12	9.67922918291e+11	6.99277479149e+11	1.65900779785e+12	1.31874432203e+12	5.79409062987e+11	7.12072181534e+11	1.5132006987e+12	1.03211927028e+12	8.42926726385e+11	7.71471753636e+11	1.32561600677e+12	2.88907999719e+12	2.8093686389e+12	1.55965119855e+12	3.81919697769e+12	3.03026760001e+12	8.48641125833e+11	1.34475542986e+12	4.17071321599e+12	2.48018616286e+12	1.64168728472e+12	1.43702137814e+12	0.00110957024081	0.000192388634819	0.000523287106688	0.00354341135824	0.000158086082319	0.00160202328231	0.000526775712385	0.000769862966123	0.000121373956431	0.000253227877531	0.000595033098029	0.00108732309909	0.001998002662673058	0.0	0.0	0.0	-0.001509516550049699	0.0	0.0	0.0	-0.001195481964890268	-283641867.6756906	412809.05382584274	-8769549.868645601	412806.80322632013	1717.402918425926	3425076.8391491985	-8769542.101776836	3425091.8485174812	2511.874529346862	0.0022410142949	284113231.571
584	n/a	n/a	1	1	8.0	8.0	0.5	1.0016	-1.90158896659e-19	0.0	-5.20925262561e-20	0.998700039105	0.0	-1.01643953671e-20	-2.66391861911e-19	0.998990384043	-285040960.379	-76161.317527	-8939339.37361	-75938.5203936	6653.49139264	3001806.26671	-8916041.70024	3002683.43728	7567.38215377	6.33965871111e+11	1.42239046193e+12	9.72866226148e+11	7.03273420903e+11	1.66949133228e+12	1.32685958446e+12	5.81530229469e+11	7.16500978345e+11	1.52297887392e+12	1.03872338996e+12	8.47890412482e+11	7.77698074389e+11	1.34036918336e+12	2.92030596777e+12	2.83874915873e+12	1.57865852042e+12	3.86173432909e+12	3.06378751129e+12	8.5558274318e+11	1.36133102294e+12	4.2161737296e+12	2.5102472528e+12	1.66004877937e+12	1.45422099405e+12	0.00111278456899	0.000196159640916	0.000525352709469	0.00358085002364	0.000158452718606	0.00160496930279	0.000535344889853	0.000782506990235	0.000121535450527	0.000253365600085	0.000607752163424	0.0010981006873	0.0015987213636970735	0.0	0.0	0.0	-0.0013008065771459244	0.0	0.0	0.0	-0.0010101259624923319	-285700432.5137897	-76116.50251600242	-8936676.608886791	-76114.21211906344	6649.5763305111495	3000912.1174335447	-8936669.897135327	3000916.59164716	7565.12805451233	0.00184377884133	286173766.381
588	n/a	n/a	1	1	8.0	8.0	0.5	1.0012	8.47032947254e-20	0.0	5.42101086243e-20	0.998910152287	0.0	-8.47032947254e-22	-6.18334051496e-20	0.999174493571	-287014601.184	-653373.7479	-9065700.7598	-651880.799442	-138.164866817	2633992.36813	-9047362.11463	2634683.8685	-3079.22490572	6.37774730908e+11	1.43056524314e+12	9.77977374206e+11	7.07468861303e+11	1.68000890987e+12	1.33540410725e+12	5.83973688227e+11	7.20910305192e+11	1.53294725026e+12	1.04562061312e+12	8.52868589587e+11	7.83869706341e+11	1.35529368188e+12	2.95226074148e+12	2.86836643971e+12	1.59767514088e+12	3.90486104602e+12	3.09780334122e+12	8.63552486966e+11	1.37784697465e+12	4.26212452745e+12	2.54069351995e+12	1.67866576762e+12	1.4720367916e+12	0.00111570174103	0.000199684838205	0.00052753441406	0.0036175058664	0.000158894695101	0.00160791113485	0.000544136966456	0.000794989113461	0.000121726428062	0.000253500668754	0.000621566756718	0.00110848579494	0.001199280575482187	0.0	0.0	0.0	-0.0010904420288674454	0.0	0.0	0.0	-0.0008258473470649203	-287565131.5342472	-653129.8019835493	-9064714.11579868	-653131.1893641703	-138.11328109724116	2633705.7038292037	-9064716.100849632	2633700.1736807255	-3078.889785593886	0.00144637347668	288030164.874
592	n/a	n/a	1	1	8.0	8.0	0.5	1.0008	-2.85873619698e-21	0.0	-1.27054942088e-21	0.99912213453	0.0	-7.79270311474e-20	1.42725051612e-19	0.999357505605	-288809845.367	-1207805.22274	-9156060.8124	-1205782.53107	4349.47223878	2318869.18669	-9142867.26719	2319414.12106	6968.63359345	6.41599793538e+11	1.43917027661e+12	9.83195039185e+11	7.11843146156e+11	1.69042845608e+12	1.34396707357e+12	5.86831802703e+11	7.25320122412e+11	1.54316501467e+12	1.0524420492e+12	8.57771191635e+11	7.90292461287e+11	1.37047360322e+12	2.98581352929e+12	2.8980948109e+12	1.61708209739e+12	3.94803861421e+12	3.13209708808e+12	8.72663180717e+11	1.39427610823e+12	4.30885483748e+12	2.57091610584e+12	1.69713941642e+12	1.49071097936e+12	0.00111857787438	0.000203066863297	0.000529905065276	0.00365350942185	0.000159305629706	0.00161088371288	0.000552944703999	0.000807710382464	0.000121943577778	0.000253633421055	0.000635440470924	0.00111813287562	0.0007996801705642441	0.0	0.0	0.0	-0.0008782510195488864	0.0	0.0	0.0	-0.0006427008829736435	-289249445.47134185	-1207615.6372174753	-9156780.240134038	-1207617.8636771638	4348.789515314684	2319051.3893684978	-9156783.708991122	2319050.0496602296	6969.18114641827	0.0010489571593	289724980.682
596	n/a	n/a	1	1	8.0	8.0	0.5	1.0004	6.75508775435e-20	0.0	-1.52465930506e-20	0.999336506496	0.0	1.10114283143e-20	-1.13502414932e-19	0.999538577214	-290495547.422	-1707156.85022	-9195172.97451	-1705344.35326	1319.67632139	2039169.81345	-9187260.43608	2039577.05905	-5291.58001621	6.4545298622e+11	1.44818458858e+12	9.8883409358e+11	7.16498809861e+11	1.70073456471e+12	1.35252017436e+12	5.89987435223e+11	7.29754416112e+11	1.55352068216e+12	1.0590606856e+12	8.62957672053e+11	7.9702972701e+11	1.38602613983e+12	3.02048755836e+12	2.92805498833e+12	1.63672279668e+12	3.99101346084e+12	3.16654634355e+12	8.82365739871e+11	1.4106343134e+12	4.35630193966e+12	2.60064493506e+12	1.71618857216e+12	1.51011756281e+12	0.00112158510802	0.000206295768235	0.00053248568121	0.003688179229	0.000159654540109	0.00161398669445	0.000561592853979	0.000820952087625	0.000122178420679	0.000253764112396	0.000648923681693	0.0011270007552	0.0003999200213268913	0.0	0.0	0.0	-0.0006637137132249853	0.0	0.0	0.0	-0.00046152927425241594	-290822609.47726244	-1707262.0301181627	-9197598.923097488	-1707264.3600692512	1319.7576281668635	2039707.8045397056	-9197604.15496699	2039702.7197397829	-5292.976085767527	0.000652225277628	291293061.668
600	n/a	n/a	1	1	8.0	8.0	0.5	1.0	-9.30677450796e-20	0.0	2.37169225231e-20	0.99955321495	0.0	5.42101086243e-20	-4.06575814682e-20	0.999717986926	-292032522.27	-2163107.09516	-9177798.79974	-2162140.02665	1854.04589403	1763521.9539	-9175206.76407	1763803.86345	827.890525849	6.49461887606e+11	1.45749652248e+12	9.9480800722e+11	7.21365944026e+11	1.71103579553e+12	1.36130051092e+12	5.93310560085e+11	7.34462783547e+11	1.56364865464e+12	1.06556911703e+12	8.68542099017e+11	8.0404392826e+11	1.4017299036e+12	3.05564022572e+12	2.95880520369e+12	1.65639266331e+12	4.0338842043e+12	3.20133923048e+12	8.92350576107e+11	1.42730161527e+12	4.40388277873e+12	2.62975735642e+12	1.73604451964e+12	1.53008782838e+12	0.00112477005921	0.00020943189367	0.000535565876286	0.00372219371231	0.00015995368722	0.00161711294099	0.000570253911644	0.000834007041782	0.00012242313547	0.000253892507803	0.00066241900133	0.0011354130356	0.0	0.0	0.0	0.0	-0.0004468848881789834	0.0	0.0	0.0	-0.0002820528471648291	-292245473.40005815	-2163717.291724706	-9181901.135898096	-2163716.6666709133	1854.5689067083256	1764310.2213304527	-9181897.35672639	1764301.4195167806	828.2605802937791	0.000260951044205	292719158.803
604	n/a	n/a	1	1	8.0	8.0	0.5	0.9996	-6.89273060828e-20	0.0	-8.04681299892e-21	0.999770842711	0.0	-3.04931861012e-20	3.38813178902e-21	0.999896983409	-293457341.569	-2520220.83303	-9135312.76953	-2520651.26233	369.812575632	1515718.9605	-9138023.50764	1515901.54466	-849.490408637	6.53808153378e+11	1.46728037608e+12	1.00102233429e+12	7.26168613307e+11	1.72135874406e+12	1.37025563913e+12	5.9684893201e+11	7.39616891495e+11	1.57338627735e+12	1.07177564587e+12	8.74263420393e+11	8.11173915776e+11	1.41764080246e+12	3.09177903675e+12	2.99042657264e+12	1.67583328819e+12	4.07654857253e+12	3.23648430495e+12	9.02848947107e+11	1.44433346806e+12	4.4511568602e+12	2.65823077424e+12	1.75629469734e+12	1.55048588162e+12	0.00112801902613	0.000212601065994	0.000538797704087	0.00375626088361	0.000160211976618	0.00162018420262	0.000579105244474	0.000846566936399	0.000122685021844	0.000254018269814	0.000675695717748	0.00114360924761	-0.00040008002133969133	0.0	0.0	0.0	-0.0002291835495439055	0.0	0.0	0.0	-0.00010302189757366173	-293554845.89120245	-2521489.079969166	-9141063.09811089	-2521488.7755151466	369.99867585820374	1516673.0473801154	-9141059.713119198	1516664.3895142663	-850.0251302277337	0.000172153610602	294025438.041
608	n/a	n/a	1	1	8.0	8.0	0.5	0.9992	9.95263713024e-21	0.0	1.43995601033e-20	0.999989658797	0.0	2.06199583097e-20	6.77626357803e-21	1.00007527812	-294791785.391	-2795508.47101	-9081320.90037	-2797719.47047	371.331236341	1325555.01675	-9089269.19266	1325664.94279	1546.79617975	6.58339428981e+11	1.47716821194e+12	1.00751686539e+12	7.31014016562e+11	1.73182528367e+12	1.37937649335e+12	6.00650184204e+11	7.45143643868e+11	1.58277786407e+12	1.07774996898e+12	8.80169611111e+11	8.18006218743e+11	1.4337611199e+12	3.12862842679e+12	3.02265888615e+12	1.69506235898e+12	4.11914196723e+12	3.27226357489e+12	9.13959578298e+11	1.46156338326e+12	4.49798513668e+12	2.68643815739e+12	1.77688081923e+12	1.57081344875e+12	0.00113128097497	0.000215824485419	0.000542101693305	0.00379015268511	0.000160449371667	0.00162323115074	0.000588056031146	0.000858815183926	0.000122958840221	0.000254142730992	0.000688646343896	0.00115167162665	-0.0008003201707691552	0.0	0.0	0.0	-1.0341256471305015e-05	0.0	0.0	0.0	7.527528674425617e-05	-294772643.99375373	-2797536.0750883115	-9088685.761733498	-2797537.809167271	371.600565780355	1326630.0287482715	-9088679.008940788	1326626.4579033863	1548.0506161416247	0.00055738761353	295242355.394
612	n/a	n/a	1	1	8.0	8.0	0.5	0.9988	7.24213169902e-20	0.0	-4.15046144155e-20	1.00020938073	0.0	-5.29395592034e-21	-6.60685698858e-20	1.00025310387	-296048372.47	-3030088.63341	-9003974.6291	-3034372.60094	784.047592536	1171695.92227	-9017064.71373	1171743.22923	1195.0970812	6.63189916629e+11	1.48742002958e+12	1.01416446626e+12	7.35937488662e+11	1.74253171562e+12	1.38858764975e+12	6.0461595501e+11	7.50815392716e+11	1.59202994848e+12	1.08376325674e+12	8.8636781789e+11	8.24461753584e+11	1.45006037706e+12	3.16621621219e+12	3.05510880604e+12	1.71410099371e+12	4.16200840441e+12	3.30858631371e+12	9.25504697412e+11	1.47902070449e+12	4.54436750114e+12	2.71473618114e+12	1.79761466333e+12	1.59085645962e+12	0.00113464553564	0.000219024348243	0.000545649871846	0.0038239101062	0.000160671937481	0.00162615545744	0.000597238585986	0.00087112342071	0.000123237046453	0.00025426600739	0.000701275690312	0.00115946309572	-0.001200720576518877	0.0	0.0	0.0	0.00020935881291433972	0.0	0.0	0.0	0.00025307184461920666	-295911502.2753831	-3032961.454058425	-9012905.251275014	-3032969.7384112654	784.7909464063622	1172858.0727665126	-9012895.910530899	1172854.156516571	1196.282442213809	0.00095495748799	296377502.433
616	n/a	n/a	1	1	8.0	8.0	0.5	0.9984	4.30928011916e-20	0.0	2.28698895759e-20	1.00042905423	0.0	-1.4823076577e-20	-2.79520872594e-20	1.00043142386	-297226734.862	-3236951.60533	-8885837.93302	-3243528.84472	615.73985155	1045242.02295	-8903904.09308	1045252.24825	1535.65691931	6.68535608212e+11	1.49834671454e+12	1.020830861e+12	7.40865122816e+11	1.75335569441e+12	1.39765737201e+12	6.08714387879e+11	7.5643536509e+11	1.60128625742e+12	1.08991185079e+12	8.92842549484e+11	8.30715510095e+11	1.46667453252e+12	3.20481237228e+12	3.08751872884e+12	1.73304625513e+12	4.20520883764e+12	3.34495710285e+12	9.374047568e+11	1.49663667537e+12	4.59044966939e+12	2.74317758524e+12	1.81844358118e+12	1.61088782245e+12	0.00113810844106	0.000222164314586	0.00054943014609	0.00385778687707	0.000160880804706	0.00162893975477	0.000606467081346	0.000883537969247	0.000123517010293	0.000254388814002	0.000713900290048	0.0011668674666	-0.0016012813669738792	0.0	0.0	0.0	0.00042896221255307206	0.0	0.0	0.0	0.00043133082348461075	-296971142.72970355	-3240740.894828333	-8896261.079465332	-3240739.6593730897	616.4606582958721	1046468.0987301511	-8896247.420358514	1046475.857327405	1537.4582549949866	0.0013542859471	297430196.5
620	n/a	n/a	1	1	8.0	8.0	0.5	0.998	2.50139417236e-21	0.0	6.43745039913e-20	1.00064795196	0.0	-2.45639554704e-20	-5.92923063078e-20	1.00061091553	-298345465.548	-3403222.84174	-8764028.83763	-3412249.50042	2520.3896635	924981.209352	-8786952.17904	924963.316145	-688.690487878	6.74034747935e+11	1.50998135408e+12	1.02754482623e+12	7.45769324097e+11	1.76430756539e+12	1.40652428263e+12	6.12892163078e+11	7.61836310692e+11	1.61055872169e+12	1.09626922097e+12	8.99460152991e+11	8.36932251372e+11	1.48367149959e+12	3.24448025425e+12	3.11997942125e+12	1.75210662406e+12	4.24867703598e+12	3.38119929315e+12	9.49484336123e+11	1.51424698169e+12	4.6361262821e+12	2.77182428988e+12	1.83941921956e+12	1.63119214468e+12	0.00114163911012	0.000225256253524	0.000553241457239	0.0038918910446	0.000161079012037	0.00163162776876	0.000615416575988	0.000895840445703	0.00012379634749	0.000254512373825	0.00072637792518	0.0011739927276	-0.0020020026706730793	0.0	0.0	0.0	0.0006477421297642631	0.0	0.0	0.0	0.0006107289970745655	-297970242.5469628	-3407960.9513243926	-8775905.656402506	-3407957.9838873674	2523.8986557042626	926234.7235057049	-8775901.008677704	926251.0888702199	-689.623786052437	0.00175428898209	298421309.209
624	n/a	n/a	1	1	8.0	8.0	0.5	0.9976	1.70571259753e-19	0.0	6.77626357803e-21	1.00086590228	0.0	2.45639554704e-20	-2.16840434497e-19	1.0007916797	-299431047.121	-3557112.54838	-8669559.3756	-3568760.93874	5956.0076538	807327.308429	-8697295.51223	807275.931426	-6178.09838496	6.79496621914e+11	1.52219756982e+12	1.03441358524e+12	7.50660467176e+11	1.77533073113e+12	1.41524692454e+12	6.17123673128e+11	7.67067574109e+11	1.61984671833e+12	1.10278701805e+12	9.06176710072e+11	8.43185641508e+11	1.50099644973e+12	3.28493864214e+12	3.15260979499e+12	1.77141523706e+12	4.29231204719e+12	3.4173021884e+12	9.61697558682e+11	1.53185774603e+12	4.68148182799e+12	2.80060575641e+12	1.86062196499e+12	1.65185390352e+12	0.00114525425046	0.000228313453706	0.000557030047118	0.00392610445013	0.000161271462847	0.00163430381142	0.000624127455189	0.000907894028083	0.000124073933095	0.000254648453547	0.000738396380624	0.00118093440821	-0.002402884616310315	0.0	0.0	0.0	0.0008655276028940387	0.0	0.0	0.0	0.0007913664869250721	-298935332.37553984	-3562849.521116192	-8682897.833868407	-3562852.775784404	5965.61360611713	808569.4132633855	-8682896.946441682	808577.92003226	-6187.603632449027	0.00215464657665	299380172.879
628	n/a	n/a	1	1	8.0	8.0	0.5	0.9972	7.1044888451e-20	0.0	7.79270311474e-20	1.00108276078	0.0	-1.60936259978e-20	2.15146368603e-19	1.00097387613	-300482261.017	-3732894.05863	-8589098.22525	-3747422.48745	-1574.53890972	683611.543409	-8621600.92416	683538.722647	2663.70516461	6.84844520772e+11	1.53488861838e+12	1.04141834224e+12	7.55592214484e+11	1.78632853176e+12	1.42385010694e+12	6.21360131439e+11	7.72223179311e+11	1.62914740059e+12	1.1094451272e+12	9.12955055501e+11	8.49632123224e+11	1.51858846592e+12	3.32603276834e+12	3.18541132696e+12	1.79106380273e+12	4.33601996804e+12	3.45318464803e+12	9.74010641553e+11	1.54955337276e+12	4.72666203062e+12	2.82957442048e+12	1.88206398082e+12	1.67295243461e+12	0.00114894464803	0.000231342527243	0.000560711058339	0.00396006183317	0.000161459601453	0.00163695722299	0.000632829570059	0.000919657140032	0.000124345251989	0.000254884411702	0.000749896744097	0.00118781643873	-0.0028039273327342593	0.0	0.0	0.0	0.0010821750173358792	0.0	0.0	0.0	0.0009734022203029736	-299865230.9147223	-3739733.4728963473	-8603899.263210813	-3739727.28283831	-1577.423782345078	684789.5670081133	-8603896.759920731	684791.1033515808	2668.2953555967442	0.0025552491311	300308056.146
632	n/a	n/a	1	1	8.0	8.0	0.5	0.9968	1.33407689193e-20	0.0	-2.71050543121e-20	1.00129917191	0.0	5.08219768353e-21	-3.16790322273e-19	1.00115680212	-301516121.346	-3939245.62457	-8508088.43542	-3957014.72127	1256.99903685	558358.10758	-8545271.27717	558276.641623	-1287.58051908	6.90084937244e+11	1.54776322206e+12	1.04848683885e+12	7.60595719253e+11	1.79731759354e+12	1.43238642816e+12	6.25560916216e+11	7.77332348532e+11	1.63846454481e+12	1.1162188812e+12	9.19871395734e+11	8.5620040415e+11	1.53635104782e+12	3.36744316699e+12	3.2183234513e+12	1.81104740089e+12	4.37986394543e+12	3.48885233267e+12	9.86350932499e+11	1.56732065302e+12	4.77192795538e+12	2.85872323401e+12	1.90386014116e+12	1.6943164409e+12	0.00115267438316	0.00023433846857	0.000564253413115	0.00399366604235	0.000161646931149	0.00163956640311	0.000641523451211	0.00093115790387	0.000124609180594	0.000255198122612	0.000761057397702	0.00119470806198	-0.0032051309489483358	0.0	0.0	0.0	0.00129832871639737	0.0	0.0	0.0	0.0011561335399872257	-300776968.8884472	-3947325.4035442565	-8524327.154536143	-3947314.2875328506	1259.577265109049	559423.8017772377	-8524322.950305158	559421.7217476486	-1290.0380227304925	0.00295604827686	301218278.119
636	n/a	n/a	1	1	8.0	8.0	0.5	0.9964	6.75508775435e-20	0.0	4.74338450462e-20	1.00151511336	0.0	-5.08219768353e-21	3.69306365003e-19	1.00134047014	-302539342.102	-4158940.86342	-8430040.28171	-4180290.72867	733.15641252	439957.085448	-8471833.49461	439880.013637	-729.301845196	6.95264376539e+11	1.56066430675e+12	1.05556867138e+12	7.6566179952e+11	1.80834284425e+12	1.44090321981e+12	6.29734825994e+11	7.82422999531e+11	1.64780221662e+12	1.12311149812e+12	9.26821947045e+11	8.62788793622e+11	1.55426240411e+12	3.40904332547e+12	3.25136117981e+12	1.83127553187e+12	4.42390040598e+12	3.52447257532e+12	9.98705904001e+11	1.58518337765e+12	4.81728707664e+12	2.88809154457e+12	1.92588247115e+12	1.71580893639e+12	0.0011564085185	0.000237304690719	0.000567648415866	0.00402688955984	0.000161841294034	0.00164213594665	0.000650212248172	0.000942432705316	0.000124869635158	0.000255533642007	0.000771974354635	0.0012016161561	-0.003606495594111744	0.0	0.0	0.0	0.001513966733785957	0.0	0.0	0.0	0.0013395725119746571	-301677264.7866201	-4168379.556814417	-8447698.853385186	-4168379.1082379557	734.8203069621622	440878.67223380035	-8447693.244206082	440878.3189063943	-730.8295281578688	0.00335702042181	302119137.561
640	n/a	n/a	1	1	8.0	8.0	0.5	0.996	1.20702194984e-20	0.0	-7.79270311474e-20	1.00173104424	0.0	5.59041745188e-20	4.20128341838e-19	1.00152443701	-303547537.334	-4373511.87831	-8342245.77977	-4398668.91893	2356.55841253	334208.54087	-8388502.9198	334145.934529	1035.87872618	7.0039696914e+11	1.57353692049e+12	1.06263804656e+12	7.70762104149e+11	1.81949631756e+12	1.44940557647e+12	6.34073440001e+11	7.87534481028e+11	1.65725444137e+12	1.13012803966e+12	9.33712977682e+11	8.69326593536e+11	1.57230249344e+12	3.45075782758e+12	3.28451705658e+12	1.85164043718e+12	4.46819857294e+12	3.56015672152e+12	1.01116672446e+12	1.60315600798e+12	4.86275924748e+12	2.91777619327e+12	1.94794785126e+12	1.73731016666e+12	0.00116010270613	0.000240238278349	0.000570945436379	0.00405975668197	0.000162047580389	0.0016446699817	0.000659110726708	0.000953593482439	0.000125127129375	0.000255869806215	0.000782507658412	0.00120852169227	-0.004008021397538822	0.0	0.0	0.0	0.0017295477097105838	0.0	0.0	0.0	0.001523276235436712	-302561754.79379755	-4384392.452920571	-8361275.037876107	-4384384.068990199	2362.42114032065	334970.8944080488	-8361260.927361507	334977.23437969736	1038.2416394970476	0.00375817629195	303005580.789
644	n/a	n/a	1	1	8.0	8.0	0.5	0.9956	3.30342849429e-20	0.0	-1.15196480827e-19	1.00194668501	0.0	3.04931861012e-20	2.87991202066e-19	1.00170897052	-304538739.953	-4585067.96046	-8239077.01869	-4614287.30195	-672.677362477	244751.23589	-8289617.89142	244697.763083	3051.95817806	7.05500451363e+11	1.58648083163e+12	1.06969367606e+12	7.75881813809e+11	1.83082025809e+12	1.45783400488e+12	6.38823816254e+11	7.92720786517e+11	1.66686089664e+12	1.13730776614e+12	9.40611574477e+11	8.75753821883e+11	1.59049445113e+12	3.49255658211e+12	3.31779969038e+12	1.87210336762e+12	4.51280856913e+12	3.59580525327e+12	1.02374647935e+12	1.62133209958e+12	4.90824208177e+12	2.94792899537e+12	1.97003060195e+12	1.7586565706e+12	0.0011637155216	0.00024313620935	0.000574111744834	0.00409230962293	0.000162270145884	0.00164717202007	0.000668580865809	0.000964729230952	0.000125377381707	0.000256198291435	0.00079264291555	0.00121541313152	-0.004409708488700073	0.0	0.0	0.0	0.0019447926741922744	0.0	0.0	0.0	0.001707511891479823	-303428500.4232512	-4597474.470365982	-8259410.700041383	-4597465.257683864	-674.4975270706477	245355.27122425588	-8259396.903866864	245359.8787261793	3059.49027721985	0.0041594970951	303871391.542
