3	header
postResults v2.0.1	Myself_tensionX.spectralOut --increments --range 0 400 100 --separation x,y,z --split --cr texture,f,p,orientation,grainrotation
addStrainTensors v2.0.1	Myself_tensionX_inc100.txt --left --logarithmic
inc	elem	node	ip	grain	1_pos	2_pos	3_pos	texture	1_f	2_f	3_f	4_f	5_f	6_f	7_f	8_f	9_f	1_p	2_p	3_p	4_p	5_p	6_p	7_p	8_p	9_p	1_orientation	2_orientation	3_orientation	4_orientation	1_grainrotation	2_grainrotation	3_grainrotation	4_grainrotation	1_ln(V)	2_ln(V)	3_ln(V)	4_ln(V)	5_ln(V)	6_ln(V)	7_ln(V)	8_ln(V)	9_ln(V)
100	11	11	1	1	10.5	0.5	0.5	18.0	1.00838493066	0.000595741032793	0.0	-0.00269355690514	0.996071715111	0.0	-0.00302235502663	0.00947423188824	0.995782937826	180874066.17	19697690.9625	20335937.5698	18973598.5714	717343.796296	-23896333.4914	19738855.9002	-23886776.1671	-105596405.19	0.64532743001	-0.0935318516017	0.447461133476	0.612031726989	0.280936691762	-0.455675676862	-0.844650369308	0.401861053492	0.008346784233007755	-0.0010495211012287698	-0.0015096928070015003	-0.0010495211012287698	-0.003956134810300185	0.004759577849514928	-0.0015096928070015001	0.004759577849514928	-0.004201079345283306
100	12	12	1	1	11.5	0.5	0.5	17.0	1.01027888036	0.00494038317923	0.0	-0.00241384916302	0.994380054	0.0	0.000232719943618	0.00516927620929	0.995782937826	185762765.796	-39485925.7418	42063098.1163	-39032943.5547	-56323921.909	25878766.4179	41174570.4567	25713292.9171	22878359.0039	0.027345989028	0.59249999187	0.804064375839	-0.0409443039358	0.156076809326	-0.502960695696	-0.850100294119	0.451751754024	0.01023685278915878	0.001230922076454938	0.00012636201992962737	0.0012309220764549383	-0.005641123855566762	0.0025951241513506086	0.0001263620199296274	0.002595124151350608	-0.004219222747477958
100	13	13	1	1	12.5	0.5	0.5	17.0	1.00788498843	0.00476579514845	0.0	-0.00491422867268	0.997072414404	0.0	-0.00254917726361	0.0054630473449	0.995782937826	221887189.271	-40013665.9071	25661464.1214	-40617469.5323	-10321268.9246	28251508.6901	24441038.2334	28382727.5858	80237346.6269	0.0270196288928	0.592518765132	0.804056951737	-0.0410349970814	0.0867286138757	-0.545141926032	-0.833845436611	0.460969419019	0.007863642275456264	-9.6602559126208e-05	-0.0012666886888530809	-9.660255912620799e-05	-0.0029272952121076026	0.00274922144048226	-0.0012666886888530809	0.0027492214404822597	-0.004216836178650477
100	14	14	1	1	13.5	0.5	0.5	17.0	1.01027047373	0.00810054836879	0.0	-0.00348343834917	0.99504783529	0.0	3.12196434844e-05	0.0020067983407	0.995782937826	277421165.193	-15227492.4709	-19291194.924	-16031321.3794	9568203.9252	4226865.12654	-19069761.4666	4182022.86477	142211188.459	0.0280668619069	0.593220863709	0.80349046392	-0.0412835622575	0.159767598922	-0.26913295648	-0.949758794093	0.517835422263	0.010245185344530889	0.002258532520137018	2.1490392706585084e-05	0.002258532520137018	-0.004964508400612581	0.001007539380532016	2.14903927065851e-05	0.001007539380532016	-0.004224963028256562
100	15	15	1	1	14.5	0.5	0.5	7.0	1.00860481284	0.00398691446603	0.0	-0.00767192484094	0.996216652403	0.0	0.00611500767252	0.00488070484822	0.995782937826	269916521.278	-11160794.3942	-10422042.5657	-13167274.5702	22881857.6603	-539019.250501	-8704829.0383	-574541.046836	-58620994.5792	0.459295646401	0.700608903081	-0.5414221682	0.0711105470583	-0.374420372776	-0.845254981794	-0.381256521418	0.527421229359	0.008562888937635153	-0.0018814515981057547	0.003084544214026414	-0.0018814515981057552	-0.003770337114677085	0.0024327764685868874	0.003084544214026414	0.0024327764685868874	-0.0042106099256741586
100	16	16	1	1	15.5	0.5	0.5	7.0	1.00836032363	0.00449284770797	0.0	-0.00493105406027	0.996329765193	0.0	0.00389141568949	0.000802676612312	0.995782937826	253321730.188	-18930378.749	-18895049.8445	-19936596.9173	-1506759.41227	4513104.14546	-17716186.3324	4343864.60864	-73217216.574	0.459322873039	0.701101066756	-0.540895698096	0.0700830669881	-0.377446872299	-0.909699041526	-0.173168542484	0.427458775865	0.008331642025114187	-0.0002475665486314057	0.0019557644368995496	-0.0002475665486314057	-0.0036649559964223193	0.0003938482230856921	0.00195576443689955	0.00039384822308569225	-0.004222030554596654
100	17	18	1	1	0.5	1.5	0.5	7.0	1.00955780446	0.00124978610548	0.0	-0.00179598461202	0.995194748884	0.0	0.00497726984118	0.00220731029485	0.995782937826	265983624.352	-8617940.63707	-40839246.8006	-8963212.17373	-4281501.91688	20007141.8439	-39014149.2843	19894235.5397	-72300847.5986	0.459445907549	0.702309230801	-0.539283129522	0.0696053775302	-0.393904061491	-0.864500608732	0.312223550184	0.501594886196	0.009506906881162647	-0.00028609164338929647	0.0025007647179774886	-0.00028609164338929647	-0.004816507106025155	0.0011045268640695414	0.002500764717977488	0.0011045268640695416	-0.004218560591472609
100	18	19	1	1	1.5	1.5	0.5	7.0	1.00618654731	0.0011689910206	0.0	-0.00335284544381	0.998597495583	0.0	0.00227930808264	0.000923103943852	0.995782937826	261528933.949	-34747752.5177	-16682818.4467	-35363835.8215	5758067.2324	-8968260.50902	-15939223.0165	-9071895.70417	-48738887.389	0.459277708759	0.700968144713	-0.541204423599	0.0693211238432	-0.323392473324	-0.924624025895	-0.201239563409	0.33487959628	0.0061656613287563505	-0.0010983860641287958	0.001145502030966345	-0.001098386064128796	-0.0013992761293299416	0.00046092563376067436	0.001145502030966345	0.00046092563376067436	-0.004224463105301754
100	19	20	1	1	2.5	1.5	0.5	15.0	1.00619703702	-0.000975035622888	0.0	0.000469507447157	0.999523109598	0.0	0.00171939532531	0.000534717764467	0.995782937826	296084089.544	-13435032.2725	9426562.37654	-13056962.9426	155619057.136	-3756824.67306	9824235.91539	-3686590.36803	147026998.592	-0.0782011299269	0.596381403815	0.798683245992	-0.0178571283418	0.0498409997408	-0.945117545646	-0.322906671548	0.169845046835	0.006177581919998906	-0.00024987881026541654	0.0008631289315011107	-0.00024987881026541654	-0.000477028707405613	0.0002691125724680863	0.0008631289315011107	0.00026911257246808634	-0.004225166889175275
100	20	21	1	1	3.5	1.5	0.5	15.0	1.00986427364	-0.00229847245185	0.0	0.0076930179572	0.995328004264	0.0	-0.00383867468596	0.0030235734944	0.995782937826	239609222.75	42889375.1775	658780.714666	44273098.0755	77227715.7415	545761.869297	-131399.832266	610878.895926	59401953.34	-0.0754961027132	0.59365910543	0.800947155886	-0.0187845280024	0.229004070638	0.453399860762	0.861385920178	0.388955744138	0.009807452951446546	0.002729308184499541	-0.0019349420728804107	0.0027293081844995404	-0.004662862008499803	0.0015085701490589066	-0.0019349420728804107	0.0015085701490589068	-0.0042199828281098565
100	21	22	1	1	4.5	1.5	0.5	20.0	1.01011369729	-0.00917226200218	0.0	0.00990576730266	0.994450603792	0.0	-0.00169926485742	0.00447910454712	0.995782937826	229176872.812	55071651.1584	-6113515.69205	55370725.1835	-120524422.688	-23316857.4119	-6385334.29128	-23921960.5934	36425303.7181	0.428439598428	0.510225305663	0.212084770525	0.714933352189	0.150860086057	-0.161763539686	0.975230082857	0.451886770883	0.010103171456516777	0.0004422041540689123	-0.000874564502317417	0.00044220415406891217	-0.00552046454568	0.002240806174869012	-0.000874564502317417	0.0022408061748690118	-0.004220194752931061
100	22	23	1	1	5.5	1.5	0.5	20.0	1.00949498562	-0.00868793885281	0.0	0.00192528632011	0.995135267722	0.0	0.00149441117201	0.00457066202656	0.995782937826	207998450.229	33568539.1324	-21603794.7215	32662909.9887	-95839751.1667	-8883871.81315	-20929973.9043	-9240302.6733	34398461.0855	0.42944075539	0.51126504739	0.211928478181	0.713635067148	0.101666121401	0.211525069519	0.97207048431	0.567796732885	0.009475659833745605	-0.0033372636174557714	0.0007381983294506842	-0.0033372636174557714	-0.00489125656151981	0.0022989416910151285	0.0007381983294506842	0.002298941691015129	-0.004220144063446341
100	23	24	1	1	6.5	1.5	0.5	9.0	1.01594306067	-0.00721047029906	0.0	-0.00161271621925	0.988108790797	0.0	0.00426209779779	0.012063084366	0.995782937826	159699457.983	21107531.955	-17486501.084	18837782.2871	-202604506.647	-20371519.3028	-16381777.7629	-22948664.6566	-115871461.353	-0.40411303184	-0.303895185778	0.818672369556	0.272242400966	0.910122540807	0.077224551893	-0.407080026201	1.08040480592	0.01581930832640716	-0.0043770321961035166	0.0021229930773014657	-0.0043770321961035166	-0.012017534052270856	0.006062810260635097	0.0021229930773014657	0.006062810260635096	-0.004184507317721
100	24	25	1	1	7.5	1.5	0.5	18.0	1.01302358752	-0.00834832903359	0.0	0.0102691673684	0.991408302308	0.0	0.00180176044507	0.00991740841449	0.995782937826	178589755.157	64742578.8313	23687523.1389	65327844.2509	18967735.3494	3347474.25182	24264027.3641	3419380.57482	-130262277.86	0.646609363654	-0.0968022216971	0.447066611561	0.610456473089	0.652236222557	-0.752951967029	0.0874724147155	0.443010889285	0.01297163598971625	0.001054153140648833	0.0008583375486760246	0.001054153140648833	-0.00860126044672186	0.004987787665826488	0.0008583375486760246	0.004987787665826489	-0.004200305908707715
100	25	26	1	1	8.5	1.5	0.5	18.0	1.01023141278	-0.00868832045558	0.0	0.00522342514843	0.995197507794	0.0	-0.00801770046265	0.0134245723513	0.995782937826	224032579.395	9495490.98688	-43890478.2062	11137258.0739	72637926.6405	48887762.9554	-44484241.3458	50040115.4914	183707932.579	0.647217059923	-0.0954728350618	0.446922339089	0.61012739484	0.651465878048	-0.744875829678	0.1440568508	0.271669807185	0.010197232965972707	-0.0016485318009606174	-0.004072154082796108	-0.0016485318009606174	-0.0048481676728378284	0.0067123295608936834	-0.004072154082796108	0.0067123295608936834	-0.004164540475212408
100	26	27	1	1	9.5	1.5	0.5	18.0	1.01250646295	-0.000364092493088	0.0	0.00140098671188	0.992208391519	0.0	-0.00184358644562	0.00966308398649	0.995782937826	226232086.997	38640818.0866	4240325.01199	38189499.067	28626005.2371	-42794187.0054	4111767.07697	-42746334.6427	-102112726.535	0.643875106863	-0.0944473509231	0.447682258047	0.61325780916	0.384148132715	-0.511915211327	-0.768357839731	0.63440894534	0.012427837854338585	0.0005306559980819891	-0.0009299159478986195	0.0005306559980819891	-0.007844997058640918	0.004851097508406764	-0.0009299159478986195	0.004851097508406764	-0.0042015306346384436
100	27	28	1	1	10.5	1.5	0.5	18.0	1.0093392912	0.00245212970068	0.0	-0.00403830710744	0.995672680762	0.0	-0.00353574794018	0.00967217860097	0.995782937826	267126041.58	31591189.892	21148326.754	29885464.5088	86118679.4463	-36102141.4988	20317005.5132	-35293287.7599	-52967598.1476	0.644310235223	-0.0931453244791	0.447725896384	0.612968017944	0.22160838283	-0.387752823868	-0.894727621743	0.56179242969	0.009295181732446511	-0.0008046654264581854	-0.001759536346165723	-0.000804665426458185	-0.004352789968474092	0.0048622010698046204	-0.001759536346165723	0.0048622010698046204	-0.004199276923780736
100	28	29	1	1	11.5	1.5	0.5	17.0	1.01077994516	0.00473643168345	0.0	-0.00398675785398	0.994354036167	0.0	-0.00176979347243	0.00845213664578	0.995782937826	242233746.986	-37646680.8561	2651384.34751	-37942586.2239	-10187231.9314	34420059.6819	1711648.46424	34457323.5458	113558455.662	0.0263023085641	0.592666388487	0.804008099131	-0.0403201817117	0.104123857328	-0.671678435382	-0.733489007735	0.545519075554	0.010732370930971749	0.00034192154426269375	-0.0008701327617031651	0.00034192154426269364	-0.005672102163166046	0.004247737023718154	-0.0008701327617031651	0.004247737023718154	-0.004207167069291859
100	29	30	1	1	12.5	1.5	0.5	17.0	1.01082936238	0.00123720340882	0.0	-0.00197842534462	0.994240256573	0.0	-0.00163223240518	0.00743335060496	0.995782937826	242163387.266	-38221879.0041	15817826.5006	-38042429.5027	-21361251.5102	20294289.8974	14885474.5402	20258147.5618	91677140.4839	0.0257985365504	0.591053371125	0.805165177422	-0.0412235983483	-0.127848079788	-0.893494786976	-0.43049023477	0.38921852005	0.010771094214236082	-0.00037992839336195734	-0.0008135438374262248	-0.00037992839336195734	-0.0057885173539019555	0.0037336860631703283	-0.0008135438374262248	0.0037336860631703283	-0.004211370355720347
100	30	31	1	1	13.5	1.5	0.5	17.0	1.00953649988	0.00616650863619	0.0	-0.00583732854222	0.995276805844	0.0	-0.00157461037154	0.00698336713733	0.995782937826	209228328.098	-39047767.7499	35164946.3596	-39505738.3973	-32787951.5174	26737922.7158	33925824.7448	26782940.2877	53138047.2064	0.0265710695759	0.593113604892	0.803648797305	-0.0407288662242	0.0603701360087	-0.559236008974	-0.826807376247	0.56325167851	0.00950936779845447	0.00012429581601124947	-0.0007696006535092369	0.00012429581601124947	-0.004729531886983457	0.003511111412705783	-0.0007696006535092369	0.003511111412705783	-0.004213059671671852
100	31	32	1	1	14.5	1.5	0.5	7.0	1.0077883342	0.00455348506207	0.0	-0.00617326661491	0.996977310466	0.0	0.00392618270116	0.00217590086208	0.995782937826	261989125.488	3172072.17716	-18157937.3362	1428760.92912	23117824.6507	19276374.8996	-17000881.9034	19204093.9363	-70615200.8095	0.459254003015	0.700656805223	-0.541498309667	0.0703234145759	-0.351696895551	-0.858591570546	-0.373006632033	0.437482514286	0.007763794516621989	-0.0008389352810473628	0.0019771701761953178	-0.0008389352810473629	-0.003009973383437175	0.0010819936935770168	0.0019771701761953178	0.001081993693577017	-0.004220928776573652
100	32	33	1	1	15.5	1.5	0.5	7.0	1.00860769792	0.00852357568022	0.0	-0.00811152651759	0.996204085834	0.0	0.00345118527582	-0.000349186027768	0.995782937826	278059919.225	-28162157.9683	-23061518.1885	-30173066.4424	14317916.0893	749649.894915	-21810993.2723	462190.099466	-46583241.3479	0.459214791522	0.700246712612	-0.542003955127	0.0707674314201	-0.326401890125	-0.790281043595	-0.518577737094	0.487695585748	0.00860357427363267	0.00015451207397883368	0.001731335031122248	0.0001545120739788336	-0.0037700483922695925	-0.00018970496957392984	0.001731335031122248	-0.00018970496957392986	-0.0042229709672395414
100	33	35	1	1	0.5	2.5	0.5	7.0	1.00510451847	0.000729407208547	0.0	-0.00329308766391	0.999481912359	0.0	0.00152567919923	0.00112399003301	0.995782937826	229936389.961	-15705957.6205	-13458100.0676	-16368814.8185	-3635159.00034	4221736.3331	-13004822.745	4134189.41682	-85449897.0782	0.459209773552	0.700728664788	-0.541603651034	0.0690739270979	-0.278688775598	-0.897044084784	-0.343006578519	0.296988835733	0.0050895687135631106	-0.0012849650149590972	0.0007671909223362234	-0.0012849650149590974	-0.0005147666704006423	0.000562837011557973	0.0007671909223362234	0.0005628370115579728	-0.004225077375977108
100	34	36	1	1	1.5	2.5	0.5	15.0	1.00797786021	0.00161556090107	0.0	-0.0012331881665	0.997212061886	0.0	0.0014367428984	-0.00197727210899	0.995782937826	252204190.379	-49360940.0433	-30891175.2858	-49172352.7896	18756907.2064	-9673903.89012	-30045413.6302	-9805232.00265	106493228.514	-0.0772994453977	0.597655425547	0.797786968269	-0.019202638255	-0.174990369835	0.0130810714713	-0.984483193445	0.250424867952	0.00794694221439014	0.00018377769950187722	0.000719984383997199	0.0001837776995018772	-0.0027920876457079025	-0.0009938457103066474	0.000719984383997199	-0.0009938457103066478	-0.004224477902067288
100	35	37	1	1	2.5	2.5	0.5	15.0	1.0057509068	0.000651740095187	0.0	-0.000900203350671	0.99923705692	0.0	0.00137807923145	0.000340594809639	0.995782937826	206491574.279	-3976512.32007	-27461254.612	-4171231.94341	55017997.5761	-14045588.0528	-26898421.3593	-14008267.9386	41610347.4275	-0.0780398895762	0.596928480922	0.798285558364	-0.0180646507505	0.0232919560412	-0.712114448653	-0.701676955489	0.191367047985	0.005734151688838775	-0.00012655514156096023	0.000692078182463039	-0.00012655514156096023	-0.0007628735306032525	0.0001704827433925856	0.000692078182463039	0.0001704827433925856	-0.004225474233494571
100	36	38	1	1	3.5	2.5	0.5	15.0	1.00788510175	-0.00031104827151	0.0	0.00352920939049	0.997235888582	0.0	0.00385030808168	0.00133121112819	0.995782937826	229350722.413	58127649.5286	5244484.18761	58338009.6799	69461469.958	2156595.13972	6135204.25289	2449706.6776	52515066.701	-0.0782350506865	0.596023793864	0.798962634476	-0.0171354225025	0.315285864108	-0.948869543199	0.0155374978296	0.220979375934	0.007847932808019016	0.0016138630308953881	0.0019319676054366977	0.001613863030895388	-0.0027647536228407356	0.0006721164103188546	0.0019319676054366977	0.0006721164103188546	-0.004221827893819702
100	37	39	1	1	4.5	2.5	0.5	20.0	1.0077034196	-0.00039754671612	0.0	0.0088402730202	0.997133953787	0.0	0.00101169504038	0.0106314848109	0.995782937826	220611230.947	36911742.0859	-9296476.91669	38416495.6027	-110127565.901	10929350.0099	-8571705.78216	9855328.54173	124000659.423	0.427245354071	0.507952444851	0.20782624041	0.718508159307	0.881575315581	-0.470075445276	-0.0430340524341	0.617720393583	0.007655939062663793	0.004232914801477539	0.0004833151432037714	0.00423291480147754	-0.0028774147578247036	0.005340413831762462	0.00048331514320377144	0.005340413831762462	-0.004197267208608795
100	38	40	1	1	5.5	2.5	0.5	20.0	1.01137711237	0.00140586896193	0.0	0.00140624889306	0.993675978369	0.0	0.00203201699999	0.0113114604993	0.995782937826	258215648.643	53889170.0314	7179826.77939	53453429.2921	-106756563.55	3954475.85416	8186671.96605	2845326.61769	146604570.083	0.427054763801	0.509961548727	0.207348635668	0.717335340564	0.987142502977	-0.0841072969518	-0.135908113532	0.452170601258	0.011310876800414387	0.0013968014469659374	0.0010202282639342434	0.0013968014469659374	-0.006377390246464788	0.005679546479846207	0.0010202282639342436	0.005679546479846207	-0.004192656024890822
100	39	41	1	1	6.5	2.5	0.5	20.0	1.0094091823	-0.00422538942237	0.0	0.000698986406901	0.994992033524	0.0	7.20526577859e-05	0.00252059154231	0.995782937826	204600578.638	72747477.0826	45177060.649	71200862.4034	-155102599.126	-57480503.0457	44520908.355	-57945231.5656	-1415797.67461	0.426860852014	0.511511170167	0.211609381454	0.715099717168	-0.177610377645	0.0314433990524	0.983598416045	0.248235990124	0.009370947228537305	-0.0017417228416803225	3.307304552377656e-05	-0.0017417228416803222	-0.005024967311503961	0.0012657160830667892	3.307304552377658e-05	0.0012657160830667892	-0.004224374985152246
100	40	42	1	1	7.5	2.5	0.5	8.0	1.0150013097	-0.00533452271707	0.0	0.00920181831707	0.990065673074	0.0	0.00010784467695	-0.00578344730912	0.995782937826	232233936.731	-33034030.8902	-7133669.87377	-29882338.5534	44666182.6569	39054064.2302	-6580322.64358	39076574.0433	18022458.1543	0.519367865736	-0.519532246098	0.260897551591	0.626319194085	-0.319610954013	-0.670028091529	0.6700083608	0.448269284857	0.014899698495453391	0.0020191456816981562	7.520996566967823e-05	0.0020191456816981562	-0.009953419967710063	-0.0029034671072629653	7.520996566967829e-05	-0.002903467107262966	-0.004217510475370702
100	41	43	1	1	8.5	2.5	0.5	8.0	1.01724767322	0.00200413589525	0.0	0.00387772510792	0.988009837901	0.0	0.000222962103494	-0.00390323087388	0.995782937826	252957611.133	14259591.3254	8717789.34798	14632237.3985	92262778.476	54426638.3621	8427270.18712	54460569.7756	-18916196.9978	0.515989830065	-0.51837461463	0.262949675503	0.629205628018	-0.189312557349	-0.690710600963	-0.6979109071	0.388036914292	0.017094029412553308	0.0029472835201837673	0.00011378820532614483	0.0029472835201837673	-0.012067639612157198	-0.0019597476928639346	0.00011378820532614487	-0.001959747692863935	-0.004222104643112816
100	42	44	1	1	9.5	2.5	0.5	18.0	1.01173688386	0.00158442608056	0.0	-0.000132852909129	0.99293176404	0.0	-0.00514858240454	0.00340800671727	0.995782937826	255239093.657	5398643.87352	682925.90146	5274248.34776	-6043740.08672	-89912102.2637	-467246.470013	-90218436.6203	-109657744.118	0.644822110532	-0.0909352149716	0.447905098524	0.612630602536	-0.132625963854	-0.0958333022895	-0.986522670383	0.564495754871	0.011662653750843808	0.0007204908846171135	-0.002583603523674228	0.0007204908846171133	-0.007096788155598097	0.0017134242759412107	-0.002583603523674228	0.001713424275941211	-0.004216428521038136
100	43	45	1	1	10.5	2.5	0.5	13.0	1.01501041344	0.000571349685129	0.0	-0.000656419861162	0.990356319351	0.0	-0.000272171057611	0.00475521193717	0.995782937826	265928827.299	21999639.9751	-25886951.253	21224694.8648	121878423.571	-3114599.52907	-25363367.0642	-2569108.76458	10625842.9546	0.987307388112	0.0510614320192	0.150207865735	-0.00737893015257	0.323361822336	0.912268999302	0.251400849713	0.404321455388	0.014899009926305573	-4.96294665690773e-05	-0.00013519094888578108	-4.96294665690773e-05	-0.0096959870745636	0.0023877371123246973	-0.00013519094888578108	0.0023877371123246973	-0.004220238897414659
