5	header
postResults v2.0.1	Myself_tensionX.spectralOut --cr f,p --co edge_density --co dipole_density --co twin_fraction
addStrainTensors v2.0.1	Myself_tensionX.txt --left --logarithmic
addCauchy v2.0.1	Myself_tensionX.txt
addMises v2.0.1	-e ln(V) -s Cauchy Myself_tensionX.txt
inc	elem	node	ip	grain	1_pos	2_pos	3_pos	1_f	2_f	3_f	4_f	5_f	6_f	7_f	8_f	9_f	1_p	2_p	3_p	4_p	5_p	6_p	7_p	8_p	9_p	1_edge_density	2_edge_density	3_edge_density	4_edge_density	5_edge_density	6_edge_density	7_edge_density	8_edge_density	9_edge_density	10_edge_density	11_edge_density	12_edge_density	1_dipole_density	2_dipole_density	3_dipole_density	4_dipole_density	5_dipole_density	6_dipole_density	7_dipole_density	8_dipole_density	9_dipole_density	10_dipole_density	11_dipole_density	12_dipole_density	1_twin_fraction	2_twin_fraction	3_twin_fraction	4_twin_fraction	5_twin_fraction	6_twin_fraction	7_twin_fraction	8_twin_fraction	9_twin_fraction	10_twin_fraction	11_twin_fraction	12_twin_fraction	1_ln(V)	2_ln(V)	3_ln(V)	4_ln(V)	5_ln(V)	6_ln(V)	7_ln(V)	8_ln(V)	9_ln(V)	1_Cauchy	2_Cauchy	3_Cauchy	4_Cauchy	5_Cauchy	6_Cauchy	7_Cauchy	8_Cauchy	9_Cauchy	Mises(ln(V))	Mises(Cauchy)
49	n/a	n/a	1	1	8.0	8.0	0.5	1.0245	-2.43945488809e-19	0.0	1.35525271561e-20	0.987315969034	0.0	3.25260651746e-19	-2.35813972516e-18	0.989233615673	245629671.866	4954945.40381	7807748.7661	4775076.25754	-350.80229	4166775.79207	7538985.18246	4174821.17048	-4070.93810954	3.76008131256e+11	8.29739972782e+11	5.81189740376e+11	3.94779879285e+11	1.01210591493e+12	7.97461319052e+11	3.2611890846e+11	4.23253814585e+11	8.7123033441e+11	6.6617452257e+11	5.16515906491e+11	4.40598498303e+11	4.60382497745e+11	1.15989062436e+12	1.07187158129e+12	5.0406530942e+11	1.45153202256e+12	1.15790320963e+12	3.50920429919e+11	4.86157791638e+11	1.49974656534e+12	9.27905149013e+11	6.64112473703e+11	6.09617725531e+11	0.000582216663712	3.3352845098e-05	0.000324753405336	0.00113971708914	6.39438294307e-05	0.000657667416396	7.37873651294e-05	6.92615285641e-05	3.93191024475e-05	9.61703568343e-05	3.0024364867e-05	0.000424126107087	0.02420468869681736	0.0	0.0	0.0	-0.012765160046029584	0.0	0.0	0.0	-0.010824761226265354	251492941.62447488	4889090.145438023	7718940.729899673	4889059.067526081	-346.1398419682483	4119381.442371215	7718943.505467582	4119334.3982892605	-4024.6338508052704	0.0240258991071	252093557.243
50	n/a	n/a	1	1	8.0	8.0	0.5	1.025	-2.57498015965e-19	0.0	3.93023287526e-19	0.987059219205	0.0	3.1170812459e-19	-5.89534931289e-19	0.989010862595	246596841.056	4976249.166	7872807.82649	4792077.75814	-13176.3299358	4172963.3725	7596392.49803	4181182.92836	-11157.3285268	3.82561618514e+11	8.44074293837e+11	5.9008171231e+11	4.00873225625e+11	1.02711999289e+12	8.0920978804e+11	3.31607156658e+11	4.31535122921e+11	8.8478632109e+11	6.77435168827e+11	5.25025078977e+11	4.48707594504e+11	4.75404332764e+11	1.19555951931e+12	1.10349788414e+12	5.19820683712e+11	1.49461413838e+12	1.19239135074e+12	3.61895666782e+11	5.02776614351e+11	1.54329521288e+12	9.57040143023e+11	6.85013748696e+11	6.30195773303e+11	0.000595331754996	3.46154841791e-05	0.000335975024079	0.0011666735875	6.63611923529e-05	0.000676411296362	7.63224171319e-05	7.11869206001e-05	4.01002692683e-05	9.76296677938e-05	3.12425047207e-05	0.000434345605622	0.024692612590371414	0.0	0.0	0.0	-0.013025242154006323	0.0	0.0	0.0	-0.01104996400720399	252605753.51074758	4908820.942960689	7781486.636223469	4908848.011974951	-12997.79054114488	4124558.7892161175	7781496.4811025085	4124527.8603244415	-11027.90830675681	0.0245133526974	253220686.866
51	n/a	n/a	1	1	8.0	8.0	0.5	1.0255	-3.18484388168e-19	0.0	1.01643953671e-18	0.986802436068	0.0	8.13151629364e-19	1.71439468524e-18	0.988788618536	247571269.267	5000216.62837	7939417.32112	4811483.83117	-416.530293857	4182054.63308	7655228.7651	4190399.18814	-1216.25364896	3.89206481995e+11	8.58354188101e+11	5.98949549018e+11	4.06916422692e+11	1.04201692633e+12	8.2090802183e+11	3.37145901736e+11	4.39840061692e+11	8.98302133027e+11	6.88662494588e+11	5.33456320454e+11	4.56872653272e+11	4.90497073949e+11	1.23147164404e+12	1.13525932406e+12	5.35717998082e+11	1.53789792919e+12	1.22708272651e+12	3.7297408664e+11	5.19557739267e+11	1.58711320754e+12	9.86383968069e+11	7.06038132758e+11	6.51069845866e+11	0.00060847051741	3.58913565774e-05	0.000347277997416	0.00119349579185	6.87881847246e-05	0.000695192683483	7.88716017856e-05	7.31181419715e-05	4.08872609339e-05	9.90823870138e-05	3.2475530658e-05	0.000444578059546	0.025180298530298326	0.0	0.0	0.0	-0.013285425675746402	0.0	0.0	0.0	-0.011274702725214364	253726933.96468353	4931166.838880443	7845538.407310169	4931117.588555095	-410.77827724562184	4132604.310648588	7845570.001389404	4132532.458891392	-1201.8721689516399	0.025000542492	254335619.232
52	n/a	n/a	1	1	8.0	8.0	0.5	1.026	-2.57498015965e-19	0.0	-1.01643953671e-19	0.986545588907	0.0	-4.20128341838e-19	8.87690528723e-19	0.988566628162	248521045.219	5019630.6027	8004496.83511	4826644.57331	-11169.3406095	4184473.88367	7712432.05183	4193014.04805	-10370.8318827	3.9584302229e+11	8.72580733979e+11	6.07787765845e+11	4.12913641821e+11	1.05682976098e+12	8.32547841326e+11	3.42688885209e+11	4.4815221874e+11	9.11730583421e+11	6.99838294295e+11	5.41841454598e+11	4.65045547987e+11	5.05702661807e+11	1.26766801548e+12	1.16720841177e+12	5.51757248847e+11	1.58142290995e+12	1.26201953924e+12	3.84158754211e+11	5.36507261584e+11	1.63119235812e+12	1.01595101434e+12	7.27213330738e+11	6.72195102702e+11	0.000621586489554	3.71761470248e-05	0.000358614315417	0.00122023106661	7.12188280335e-05	0.000714018921999	8.14258247104e-05	7.50517016348e-05	4.16759858404e-05	0.000100526029428	3.3722781371e-05	0.000454803934393	0.025667746748577813	0.0	0.0	0.0	-0.01354574180772155	0.0	0.0	0.0	-0.011499235343016806	254823846.42438483	4949011.375295945	7908052.018187385	4949054.251765258	-11012.203507811411	4134055.871652325	7908028.871366498	4134024.1669204277	-10245.875498449212	0.025487558757	255446610.536
53	n/a	n/a	1	1	8.0	8.0	0.5	1.0265	-3.25260651746e-19	0.0	-1.35525271561e-20	0.986288654782	0.0	-2.71050543121e-20	-2.35813972516e-18	0.988345177188	249475670.49	5045491.24416	8070689.95498	4847804.67873	-5435.40203212	4189006.23285	7770727.74291	4197701.14201	-723.102438443	4.02497518521e+11	8.86781466815e+11	6.16606961304e+11	4.18867128848e+11	1.07154867162e+12	8.44137238389e+11	3.48265508159e+11	4.56479375732e+11	9.25097070062e+11	7.10967336908e+11	5.50152242773e+11	4.73256779941e+11	5.20991105835e+11	1.30413917826e+12	1.19931991098e+12	5.67923275763e+11	1.62515587191e+12	1.29715456009e+12	3.95465159063e+11	5.53598968092e+11	1.67551597485e+12	1.04569453494e+12	7.48501527958e+11	6.93633284974e+11	0.000634723325751	3.84776936843e-05	0.00037000601378	0.00124686705783	7.36696620209e-05	0.000732867562249	8.39908090089e-05	7.69919638257e-05	4.24667678469e-05	0.000101963453358	3.49839546729e-05	0.000465043942939	0.02615495747685118	0.0	0.0	0.0	-0.013806213894795335	0.0	0.0	0.0	-0.011723272626143533	255926650.99946827	4973199.207259599	7971639.90471934	4973159.9626130825	-5357.52333502993	4137595.352216432	7971664.423891507	4137556.28174366	-714.2279390791496	0.0259743214111	256546686.787
54	n/a	n/a	1	1	8.0	8.0	0.5	1.027	-6.97955148538e-19	0.0	4.8111471404e-19	0.986031791195	0.0	3.52365706058e-19	-1.92445885616e-18	0.988123893113	250411309.217	5068703.13056	8140117.42266	4866544.65485	-9591.27872639	4189159.81582	7831959.32949	4198020.2155	-8580.33386422	4.09135699276e+11	9.00950802308e+11	6.25402099014e+11	4.2477466805e+11	1.0862019456e+12	8.55672105619e+11	3.53830717557e+11	4.64802651527e+11	9.38380060737e+11	7.22048371304e+11	5.58422361533e+11	4.81436704339e+11	5.36391700376e+11	1.34088692341e+12	1.23160968401e+12	5.84215256179e+11	1.66914199179e+12	1.33252705065e+12	4.06873856797e+11	5.70857253934e+11	1.72008144353e+12	1.07565153203e+12	7.69933216989e+11	7.15312456861e+11	0.000647838419456	3.97879006001e-05	0.00038143973886	0.00127341995746	7.61307372212e-05	0.000751755509896	8.65607116122e-05	7.89372718183e-05	4.32570919209e-05	0.00010339157322	3.62566647963e-05	0.000475274637959	0.026641930946421092	0.0	0.0	0.0	-0.014066682308004968	0.0	0.0	0.0	-0.011947191208275114	257010946.231065	4994764.442627777	8038394.359043213	4994803.3518520435	-9451.367876147886	4136809.9357974716	8038372.0863466095	4136782.4395538038	-8473.10963117717	0.0264608884721	257641733.831
55	n/a	n/a	1	1	8.0	8.0	0.5	1.0275	-7.65717784318e-19	0.0	0.0	0.985774893898	0.0	1.05709711817e-18	8.47032947254e-19	0.987903044799	251345526.187	5095977.8355	8210305.98421	4888987.43225	-5486.22595692	4191603.5352	7893956.8605	4200582.85479	-3509.5887865	4.15784352752e+11	9.15119729328e+11	6.34184165124e+11	4.3063580152e+11	1.10077646549e+12	8.67159145469e+11	3.59403927519e+11	4.73126522933e+11	9.51593624904e+11	7.33089577176e+11	5.66628774722e+11	4.89611924652e+11	5.51897365813e+11	1.37790162751e+12	1.2640603939e+12	6.00623110715e+11	1.71334262336e+12	1.36810398417e+12	4.18397489988e+11	5.88247926053e+11	1.76488937454e+12	1.10578731248e+12	7.91476888601e+11	7.37266585452e+11	0.000660962832832	4.11166533397e-05	0.000392955862333	0.00129991500783	7.86099626047e-05	0.000770665811757	8.9137014775e-05	8.08887527196e-05	4.40461498813e-05	0.000104808977549	3.75408406527e-05	0.000485516797637	0.027128667388252696	0.0	0.0	0.0	-0.014327252779132677	0.0	0.0	0.0	-0.012170718844141322	258094697.58153465	5020319.717018033	8105872.328678982	5020267.326611166	-5404.773967357574	4138287.071652899	8105926.688015207	4138218.337992639	-3464.9474312216644	0.026947214714	258726234.538
56	n/a	n/a	1	1	8.0	8.0	0.5	1.028	-5.14996031931e-19	0.0	9.48676900925e-20	0.985518000277	0.0	-7.99599102208e-19	1.20617491689e-18	0.987682442249	252262313.291	5122507.16397	8287245.15339	4910822.53807	-14778.3487221	4194384.38493	7962229.69221	4203580.85819	-9789.20678679	4.22455731824e+11	9.29299834948e+11	6.4296733314e+11	4.36452691847e+11	1.115285591e+12	8.78596849344e+11	3.64961602532e+11	4.81451553623e+11	9.64727587397e+11	7.44092966559e+11	5.7479616401e+11	4.97750211161e+11	5.67514654701e+11	1.41516096027e+12	1.29666315057e+12	6.17155883818e+11	1.75778661806e+12	1.40390073955e+12	4.30021419015e+11	6.05781323316e+11	1.80992372556e+12	1.13612397826e+12	8.13156605015e+11	7.59453759705e+11	0.000674082919812	4.24943399309e-05	0.000404566052153	0.00132633832532	8.11020930076e-05	0.000789606124998	9.17171957904e-05	8.28451656165e-05	4.48328858367e-05	0.000106215397378	3.88354167637e-05	0.00049575786425	0.02761516703297339	0.0	0.0	0.0	-0.014587887434909677	0.0	0.0	0.0	-0.012394047626786666	259161496.7470722	5045127.269036411	8179985.064186612	5045129.81991624	-14555.109000845658	4140097.3408093303	8179990.651622806	4140082.1387661514	-9662.507120767454	0.0274333454727	259806611.605
57	n/a	n/a	1	1	8.0	8.0	0.5	1.0285	1.15196480827e-19	0.0	-2.57498015965e-19	0.985261168415	0.0	6.9117888496e-19	1.59919820442e-18	0.987462231912	253181611.047	5148688.43422	8366467.02801	4932172.04384	-2184.74648739	4204153.57115	8032648.86889	4213485.39345	1320.04425566	4.29189726968e+11	9.43531431111e+11	6.51730695505e+11	4.4222181622e+11	1.12970627331e+12	8.90002697896e+11	3.70529834464e+11	4.89830823322e+11	9.77794614952e+11	7.55077644759e+11	5.82891883219e+11	5.05864923988e+11	5.83254355498e+11	1.45263229668e+12	1.32939869281e+12	6.33807482881e+11	1.8024078126e+12	1.43987613382e+12	4.41751903695e+11	6.23433783405e+11	1.85518430276e+12	1.16664765957e+12	8.34931891114e+11	7.81883721704e+11	0.000687275038453	4.39624749553e-05	0.000416395695974	0.00135274136965	8.36105458827e-05	0.000808524405212	9.4292366253e-05	8.48126238593e-05	4.56176638239e-05	0.000107602264803	4.01389166884e-05	0.00050602277382	0.02810143011087478	0.0	0.0	0.0	-0.014848527355945301	0.0	0.0	0.0	-0.012617029103326405	260231759.8208628	5069578.146214503	8256318.559751156	5069514.351377904	-2151.177564732399	4148803.9146418497	8256327.710886792	4148744.625535718	1302.6652529928115	0.0279192142186	260871669.859
58	n/a	n/a	1	1	8.0	8.0	0.5	1.029	4.20128341838e-19	0.0	-5.89534931289e-19	0.98500442344	0.0	-8.13151629364e-20	-5.01443504775e-19	0.987242102143	254076714.84	5171758.44347	8447395.5318	4950668.00906	-15707.3404578	4214432.48287	8104631.91002	4224019.1128	-12908.3601146	4.35938372108e+11	9.57775718962e+11	6.60451472776e+11	4.47951312466e+11	1.14406135217e+12	9.0136889668e+11	3.76097832012e+11	4.98275450259e+11	9.90785969435e+11	7.66032191978e+11	5.90951614315e+11	5.13931004083e+11	5.99111168204e+11	1.49030518501e+12	1.36228830575e+12	6.50585958827e+11	1.84725169698e+12	1.4760610112e+12	4.5358180858e+11	6.41248327825e+11	1.90064510678e+12	1.19736984072e+12	8.56838591256e+11	8.04511504774e+11	0.000700498114502	4.54945303811e-05	0.000428438244247	0.00137908979325	8.61349396803e-05	0.00082744804532	9.68702600576e-05	8.67888378587e-05	4.64018050777e-05	0.000108968823269	4.14509817106e-05	0.000516280042415	0.028587456851912472	0.0	0.0	0.0	-0.015109147018100604	0.0	0.0	0.0	-0.012839978702530008	261278104.38002926	5090954.191814851	8334302.779189646	5090986.608657185	-15461.926851372245	4158010.1491004936	8334344.465534422	4158022.4683090323	-12735.54448503107	0.02840490854	261938197.869
59	n/a	n/a	1	1	8.0	8.0	0.5	1.0295	-2.03287907341e-19	0.0	1.08420217249e-19	0.984747850594	0.0	-3.93023287526e-19	-2.50721752387e-18	0.987022286854	254979406.208	5193189.76825	8523937.31533	4967380.40067	-6988.82935434	4229435.97263	8172300.88153	4239184.96824	-1055.63802936	4.42743762833e+11	9.72039816043e+11	6.69136229849e+11	4.53631955606e+11	1.15833912726e+12	9.12703819726e+11	3.81724658366e+11	5.06823420426e+11	1.00371303115e+12	7.76970696315e+11	5.98957842628e+11	5.21942345049e+11	6.15079690224e+11	1.52814812012e+12	1.39534206257e+12	6.67476886262e+11	1.8922764788e+12	1.5124185282e+12	4.65521175085e+11	6.59219385842e+11	1.94629088795e+12	1.2282733705e+12	8.78834509382e+11	8.27290174241e+11	0.000713830680147	4.71073038304e-05	0.00044074356106	0.00140541479608	8.86816336133e-05	0.000846323756312	9.9452540908e-05	8.8788388996e-05	4.71879227243e-05	0.000110313125037	4.27677166517e-05	0.000526550805949	0.029073247485707165	0.0	0.0	0.0	-0.015369659825557862	0.0	0.0	0.0	-0.013062659404399655	262333108.0964436	5110705.816311201	8407925.497642698	5110641.518013832	-6877.825079453641	4171872.837563951	8407993.109852206	4171853.56985403	-1041.270668118907	0.0288903248344	262989331.929
60	n/a	n/a	1	1	8.0	8.0	0.5	1.03	-4.74338450462e-19	0.0	-2.23616698075e-19	0.984491569482	0.0	-1.49077798717e-19	-3.24583025388e-18	0.986802492062	255873366.743	5214035.84276	8598191.18295	4983727.46435	3757.41366036	4243490.53384	8237598.73498	4253541.60863	1579.53212739	4.49549459874e+11	9.86274788293e+11	6.777829268e+11	4.59270117471e+11	1.17256672767e+12	9.23992538188e+11	3.8735219935e+11	5.15398004876e+11	1.01656676525e+12	7.87875473951e+11	6.0694227777e+11	5.29902354374e+11	6.31164039866e+11	1.56619348681e+12	1.42855366141e+12	6.84474627847e+11	1.93754021116e+12	1.54898003747e+12	4.77555002304e+11	6.77360042074e+11	1.99212985161e+12	1.25938584443e+12	9.0096817291e+11	8.50255448941e+11	0.000727147765728	4.87486950266e-05	0.000453297171227	0.00143165751875	9.12427858629e-05	0.000865202400151	0.000102034613477	9.07909145855e-05	4.79739134216e-05	0.000111632274762	4.40912293587e-05	0.000536799604287	0.02955880224154443	0.0	0.0	0.0	-0.015629944187970826	0.0	0.0	0.0	-0.013285368932880622	263380031.0190522	5129872.250878104	8479258.420100844	5129937.167198019	3696.7624797047843	4184793.298273219	8479268.624001456	4184882.061439027	1557.6835646024983	0.0293755107402	264035673.593
61	n/a	n/a	1	1	8.0	8.0	0.5	1.0305	2.57498015965e-19	0.0	-6.36968776335e-19	0.984235369765	0.0	3.25260651746e-19	-8.53809210832e-19	0.986582806281	256743731.45	5234786.74872	8667284.43266	4999768.14479	-13687.7106304	4257929.67891	8297990.65833	4268080.66207	-9250.77504088	4.56404320815e+11	1.00053044656e+12	6.86411815803e+11	4.64858233754e+11	1.18674081201e+12	9.35240148825e+11	3.93057735582e+11	5.2404070069e+11	1.0293634666e+12	7.98770288317e+11	6.14903312261e+11	5.37805363739e+11	6.47349023043e+11	1.60439848744e+12	1.46195087258e+12	7.01570719024e+11	1.98299431479e+12	1.58569521077e+12	4.89699187571e+11	6.95659617983e+11	2.03814499444e+12	1.29068035782e+12	9.23198354938e+11	8.73329990979e+11	0.000740583863524	5.0446606546e-05	0.000466215597574	0.00145785933684	9.38346370815e-05	0.000884068044507	0.000104627525671	9.28132829704e-05	4.87608517272e-05	0.000112919650699	4.54183892915e-05	0.000547072531342	0.030044121348376644	0.0	0.0	0.0	-0.01589021361725479	0.0	0.0	0.0	-0.013508017578425643	264403584.4246694	5148935.55026605	8545472.578961747	5148934.35297836	-13463.230356777007	4198087.832119972	8545558.09870728	4198083.571925606	-9120.76268641879	0.0298605157052	265078687.842
62	n/a	n/a	1	1	8.0	8.0	0.5	1.031	-3.59141969636e-19	0.0	-5.48877349821e-19	0.983979507454	0.0	6.36968776335e-19	1.17906986258e-18	0.986363333721	257635314.625	5256792.32553	8736461.48922	5017094.10809	3139.19055982	4271462.3303	8358239.63341	4281899.49766	7145.06315273	4.63252717311e+11	1.01475029419e+12	6.95007568629e+11	4.70403597775e+11	1.20086362895e+12	9.46446524845e+11	3.98751605746e+11	5.32701978705e+11	1.04209105501e+12	8.09632233693e+11	6.22851008118e+11	5.45663427932e+11	6.63644772607e+11	1.64282107802e+12	1.49550267071e+12	7.18762664055e+11	2.02866732266e+12	1.62260509075e+12	5.0193507037e+11	7.14121740115e+11	2.08435531089e+12	1.32217925403e+12	9.45559559061e+11	8.96587662349e+11	0.000753991465612	5.2169938429e-05	0.000479295218936	0.00148396529068	9.64398112855e-05	0.00090293325121	0.000107221826614	9.48337147489e-05	4.95469677466e-05	0.000114181486438	4.67515987155e-05	0.000557317368508	0.03052920503482279	0.0	0.0	0.0	-0.01615020790487307	0.0	0.0	0.0	-0.013730499638585181	265449810.01310483	5169222.608178575	8611738.777218303	5169270.679172359	3086.896686862408	4210482.45112289	8611758.547007024	4210569.9290718995	7043.0594233103275	0.0303452139308	266114163.938
63	n/a	n/a	1	1	8.0	8.0	0.5	1.0315	-1.49077798717e-19	0.0	-8.80914265144e-20	0.983723762186	0.0	5.42101086243e-20	3.52365706058e-18	0.986143846869	258492349.746	5278829.03153	8807419.58596	5034326.86779	-8928.18952981	4284176.11597	8420279.63204	4294769.35724	-13663.5582038	4.70132946054e+11	1.0289759859e+12	7.03584601579e+11	4.75902904078e+11	1.21493861502e+12	9.57618884296e+11	4.04466273e+11	5.41389037217e+11	1.05476537305e+12	8.20474186926e+11	6.30789195212e+11	5.53478225175e+11	6.80045716428e+11	1.68145132801e+12	1.52923228283e+12	7.36048851172e+11	2.07452264026e+12	1.65967918685e+12	5.1428014476e+11	7.32736960983e+11	2.13077749863e+12	1.35386671314e+12	9.68041031951e+11	9.19987411313e+11	0.000767444176462	5.39215775487e-05	0.000492620606306	0.00151002861106	9.90689689629e-05	0.000921800285223	0.000109823440566	9.68567070798e-05	5.03308982955e-05	0.000115419825694	4.80901231419e-05	0.00056757312925	0.03101405352916954	0.0	0.0	0.0	-0.016410150827554083	0.0	0.0	0.0	-0.013953045700841075	266461374.06151313	5189530.812953396	8679731.528627284	5189529.423150268	-8777.157659794078	4222065.060605785	8679867.24922512	4222117.780439878	-13465.466902906708	0.0308297566849	267147673.387
64	n/a	n/a	1	1	8.0	8.0	0.5	1.032	-4.33680868994e-19	0.0	-4.06575814682e-19	0.98346825513	0.0	-6.50521303491e-19	2.95445092002e-18	0.985924576013	259355629.115	5301032.02254	8877020.39798	5051786.27186	-6583.42224733	4297578.79365	8480668.40854	4308443.42683	-11577.7697579	4.77057463307e+11	1.04322039684e+12	7.12145973247e+11	4.81352110607e+11	1.22896563615e+12	9.68768609815e+11	4.10217029376e+11	5.50103047207e+11	1.06737337568e+12	8.3129869711e+11	6.38715439605e+11	5.61247398625e+11	6.96534639308e+11	1.72026999977e+12	1.56312561751e+12	7.53434306705e+11	2.12053964794e+12	1.69691894936e+12	5.267360678e+11	7.51505106e+11	2.17737443523e+12	1.3857195935e+12	9.90629874795e+11	9.43516024381e+11	0.00078097342377	5.57009087496e-05	0.000506266670652	0.00153600715142	0.000101719374323	0.000940640945725	0.000112441342357	9.8881883938e-05	5.11135703917e-05	0.000116634497359	4.94319833632e-05	0.000577852578912	0.031498667059371016	0.0	0.0	0.0	-0.01666991912184239	0.0	0.0	0.0	-0.014175422221208885	267480200.45579413	5209991.779839797	8746356.485491218	5210038.468290916	-6470.358157800571	4234321.255170658	8746333.725841636	4234449.960355758	-11407.352587876843	0.0313140282412	268170017.271
65	n/a	n/a	1	1	8.0	8.0	0.5	1.0325	-3.62530101425e-19	0.0	2.10064170919e-19	0.983212865913	0.0	6.77626357803e-20	-8.13151629364e-20	0.985705636453	260226415.782	5325870.51476	8948277.18485	5071702.61965	8337.03688158	4311798.59154	8542734.09003	4322813.05595	11446.588562	4.8399243252e+11	1.05744065927e+12	7.20681943358e+11	4.86760977827e+11	1.24294138175e+12	9.79905791478e+11	4.15955316583e+11	5.58808088087e+11	1.07993057523e+12	8.42097277579e+11	6.46628908373e+11	5.68982532016e+11	7.13133540745e+11	1.75932102568e+12	1.59717274513e+12	7.70908146827e+11	2.16674769463e+12	1.73433817929e+12	5.39295103772e+11	7.70407308534e+11	2.22419436055e+12	1.41776570054e+12	1.01334039931e+12	9.67223028677e+11	0.000794463742263	5.75068230406e-05	0.000520026086198	0.0015619087583	0.000104383895739	0.000959485602049	0.00011506799299	0.000100902124532	5.18937643459e-05	0.000117823434734	5.07790821257e-05	0.000588106158372	0.03198304585305074	0.0	0.0	0.0	-0.016929635062268484	0.0	0.0	0.0	-0.014397512103495276	268507602.7417206	5233030.948290029	8814583.887204621	5233099.445837741	8191.707233105639	4247377.411845024	8814589.573779127	4247458.597193841	11275.568807020283	0.0317980368275	269184830.797
66	n/a	n/a	1	1	8.0	8.0	0.5	1.033	2.03287907341e-19	0.0	-2.50721752387e-19	0.982957559964	0.0	9.48676900925e-20	1.89735380185e-19	0.985486630807	261054167.476	5349125.0162	9020709.71064	5089982.18076	-15832.8935145	4325060.14827	8605908.53399	4336248.52352	-18795.0013095	4.9096733792e+11	1.07168556822e+12	7.29189751152e+11	4.92128170033e+11	1.25687120888e+12	9.91067099955e+11	4.21704537608e+11	5.67518019626e+11	1.09244468629e+12	8.5288974696e+11	6.54512448316e+11	5.76687183173e+11	7.29842222247e+11	1.79861552363e+12	1.63135848602e+12	7.88475233411e+11	2.21310970987e+12	1.77192833493e+12	5.51973850234e+11	7.89446808793e+11	2.27125049783e+12	1.45000429357e+12	1.03613697526e+12	9.91087247215e+11	0.000807952777519	5.93473105428e-05	0.000533996739333	0.00158777369825	0.00010707492801	0.000978333769742	0.000117709998128	0.000102921603501	5.26710676721e-05	0.000118990162984	5.21296145513e-05	0.000598356223837	0.03246719013750141	0.0	0.0	0.0	-0.017189333760890182	0.0	0.0	0.0	-0.014619718379907954	269491534.00704306	5254503.54719583	8883940.037285607	5254492.2734766705	-15552.823103284813	4259484.702136393	8884054.657210119	4259543.977632586	-18510.036348620735	0.0322819187183	270201596.422
67	n/a	n/a	1	1	8.0	8.0	0.5	1.0335	-1.7889335846e-18	0.0	-5.42101086243e-20	0.982702385734	0.0	1.35525271561e-19	-5.08219768353e-18	0.985268037936	261900646.973	5373087.58057	9089689.26878	5109001.95617	-13193.6154525	4337942.0658	8665497.764	4349287.7734	-13569.3496414	4.97960835831e+11	1.08595029673e+12	7.37666620561e+11	4.97450043372e+11	1.27074340577e+12	1.00231254161e+12	4.27462355501e+11	5.76214430357e+11	1.1049091293e+12	8.63678903795e+11	6.62346835181e+11	5.84357803469e+11	7.46648492769e+11	1.83814285613e+12	1.66565271537e+12	8.06142952527e+11	2.25961067403e+12	1.80970645744e+12	5.64766328572e+11	8.08605857067e+11	2.31853469062e+12	1.4824303063e+12	1.05898902917e+12	1.01509701001e+12	0.000821442403661	6.12177724212e-05	0.000548191984543	0.00161355719409	0.000109789385846	0.000997159287942	0.000120378422277	0.000104938158302	5.34453106225e-05	0.000120135186794	5.3482093301e-05	0.000608568953351	0.03295110013968598	0.0	0.0	0.0	-0.017448965882908354	0.0	0.0	0.0	-0.014841555095927552	270495575.8756947	5276659.181561833	8949866.263019567	5276666.71410218	-12956.83553850518	4271213.261270009	8949877.88313624	4271233.051505765	-13360.617835837491	0.0327655074077	271207550.935
68	n/a	n/a	1	1	8.0	8.0	0.5	1.034	-2.20228566286e-19	0.0	1.21972744405e-19	0.982447416998	0.0	3.65918233214e-19	-4.689174396e-18	0.985049689315	262754900.977	5396709.52015	9162309.7474	5127740.35595	9974.07347895	4352163.43242	8728535.29221	4363758.85937	6226.15893754	5.0495264821e+11	1.10019998891e+12	7.46119182364e+11	5.02734846728e+11	1.28456939545e+12	1.01355318618e+12	4.33209681866e+11	5.84898808503e+11	1.11732600782e+12	8.74451403957e+11	6.70154395704e+11	5.92001052116e+11	7.63560986108e+11	1.87791522385e+12	1.7000794075e+12	8.23893905635e+11	2.30629110621e+12	1.8476715436e+12	5.7766411781e+11	8.27896405411e+11	2.36603114907e+12	1.51505527949e+12	1.08194016841e+12	1.03928362465e+12	0.000834871354222	6.31195779537e-05	0.000562472446638	0.0016392651007	0.000112517926236	0.00101598748215	0.000123072168052	0.000106950212907	5.42176792047e-05	0.000121260972882	5.48372048032e-05	0.000618737979221	0.03343477608623742	0.0	0.0	0.0	-0.017708456265856338	0.0	0.0	0.0	-0.01506319307732892	271508463.37782055	5298468.606905323	9019347.416098522	5298568.740174671	9792.50689959586	4284255.290515022	9019322.554651255	4284321.629346149	6129.010268557597	0.0332488283695	272205540.771
