5	header
postResults v2.0.1	Myself_tensionX.spectralOut --cr f,p --co edge_density --co dipole_density --co twin_fraction
addStrainTensors v2.0.1	Myself_tensionX.txt --left --logarithmic
addCauchy v2.0.1	Myself_tensionX.txt
addMises v2.0.1	-e ln(V) -s Cauchy Myself_tensionX.txt
inc	elem	node	ip	grain	1_pos	2_pos	3_pos	1_f	2_f	3_f	4_f	5_f	6_f	7_f	8_f	9_f	1_p	2_p	3_p	4_p	5_p	6_p	7_p	8_p	9_p	1_edge_density	2_edge_density	3_edge_density	4_edge_density	5_edge_density	6_edge_density	7_edge_density	8_edge_density	9_edge_density	10_edge_density	11_edge_density	12_edge_density	1_dipole_density	2_dipole_density	3_dipole_density	4_dipole_density	5_dipole_density	6_dipole_density	7_dipole_density	8_dipole_density	9_dipole_density	10_dipole_density	11_dipole_density	12_dipole_density	1_twin_fraction	2_twin_fraction	3_twin_fraction	4_twin_fraction	5_twin_fraction	6_twin_fraction	7_twin_fraction	8_twin_fraction	9_twin_fraction	10_twin_fraction	11_twin_fraction	12_twin_fraction	1_ln(V)	2_ln(V)	3_ln(V)	4_ln(V)	5_ln(V)	6_ln(V)	7_ln(V)	8_ln(V)	9_ln(V)	1_Cauchy	2_Cauchy	3_Cauchy	4_Cauchy	5_Cauchy	6_Cauchy	7_Cauchy	8_Cauchy	9_Cauchy	Mises(ln(V))	Mises(Cauchy)
196	n/a	n/a	1	1	8.0	8.0	0.5	1.098	-2.52077005103e-18	0.0	-1.05709711817e-18	0.949945027526	0.0	-8.67361737988e-19	7.10152422978e-18	0.959607907772	340642772.039	4574137.54101	23185464.5625	3957381.66809	-8462.83467162	5007358.35822	20263281.4383	5058510.80592	-10419.0988163	1.38752694595e+12	2.97903712827e+12	2.01109718531e+12	1.09912145425e+12	3.04258983099e+12	2.41981507858e+12	1.29869076836e+12	1.69353620728e+12	2.5822313847e+12	2.29006653269e+12	1.70107663943e+12	1.62838333173e+12	3.51162426238e+12	8.2249231318e+12	6.7500957328e+12	3.69569527705e+12	9.17355421129e+12	7.5136408391e+12	2.78055749296e+12	3.87253400277e+12	9.54769930764e+12	6.7263279794e+12	4.53355913779e+12	4.99533325293e+12	0.00250304437711	0.000587941577578	0.00252811190989	0.00460045348578	0.000469273367682	0.00341871712906	0.000462388763906	0.000329349327051	0.000150407315683	0.000193472992842	0.000337809038336	0.00150931741781	0.09349034308733897	0.0	0.0	0.0	-0.05135116182394317	0.0	0.0	0.0	-0.04123050735442828	373686050.6136508	4341232.654660981	22228747.277074542	4341258.490434385	-8031.925996550087	4800736.391137354	22228875.040637285	4800942.712747198	-9989.16859388673	0.0933704649181	375840447.925
200	n/a	n/a	1	1	8.0	8.0	0.5	1.1	-1.08420217249e-19	0.0	7.18283939272e-19	0.948956129453	0.0	7.04731412116e-19	-5.52943107968e-18	0.95886776961	342555186.971	4636794.05246	23421156.4632	4000032.7116	-5319.23182117	5141995.19716	20416635.2464	5195736.34168	3014.37237721	1.4147681914e+12	3.03989555916e+12	2.05701415931e+12	1.11802150857e+12	3.09755885101e+12	2.46313154538e+12	1.33444380928e+12	1.73698596473e+12	2.62907663103e+12	2.33813601118e+12	1.73643794086e+12	1.66708426292e+12	3.6093813142e+12	8.45490176811e+12	6.9210902745e+12	3.79971245833e+12	9.39779694297e+12	7.70019085793e+12	2.86380670068e+12	3.98771534643e+12	9.78699658585e+12	6.91315486023e+12	4.65649661139e+12	5.14507300788e+12	0.00254938279686	0.000607104138479	0.00257914395193	0.00469093899697	0.000479004209204	0.00348443048898	0.000471118645162	0.000335524096346	0.000154554747764	0.000194937917065	0.000348849133506	0.00152837877513	0.09531017980432493	0.0	0.0	0.0	-0.052392709625169495	0.0	0.0	0.0	-0.04200209722387154	376465941.156998	4396088.234494164	22437244.209976368	4396010.151668661	-5043.099210582011	4925982.290690071	22437750.45784318	4926014.643474449	2887.739948859326	0.0951942689621	378640346.908
204	n/a	n/a	1	1	8.0	8.0	0.5	1.102	-8.30092288309e-19	0.0	2.71050543121e-19	0.947967798574	0.0	4.87890977618e-19	-3.76760254939e-18	0.958131650653	344427911.68	4746949.23184	23668420.8054	4083415.36532	-8982.95172802	5310497.1538	20578878.8048	5367081.18187	-19243.7039249	1.44161865303e+12	3.10036229816e+12	2.10315627688e+12	1.1369666349e+12	3.15252445436e+12	2.50668364013e+12	1.37002524827e+12	1.78190653708e+12	2.67618597169e+12	2.38633101443e+12	1.77119890925e+12	1.70575518272e+12	3.70740408375e+12	8.68594088058e+12	7.09252621625e+12	3.90501780629e+12	9.62312824416e+12	7.88757676363e+12	2.94797945471e+12	4.10401535169e+12	1.00272598107e+13	7.10030027618e+12	4.77976073692e+12	5.29733973382e+12	0.00259572968622	0.00062700163409	0.00263163180596	0.00478052533253	0.000488702954961	0.00354794341324	0.000479556131123	0.000342034205164	0.000158679333233	0.000196387511295	0.0003598150291	0.00154709695006	0.09712671073072282	0.0	0.0	0.0	-0.053434745052977635	0.0	0.0	0.0	-0.042770088059340475	379209812.4457476	4495808.51701406	22656566.88231369	4495777.265170454	-8507.702297693271	5083466.908614178	22657027.805464927	5083131.946537391	-18421.012057486583	0.0970150059277	381429471.07
208	n/a	n/a	1	1	8.0	8.0	0.5	1.104	-1.70761842166e-18	0.0	-3.7947076037e-19	0.946978956636	0.0	-5.42101086243e-19	2.38524477947e-18	0.957400859058	346283925.451	4879640.11614	23905045.5731	4185588.62736	-8376.4053732	5516113.14688	20730953.3689	5576615.90401	-11717.4891512	1.46844829133e+12	3.16077345712e+12	2.14921974875e+12	1.15659724813e+12	3.20722607964e+12	2.55036894767e+12	1.40536538449e+12	1.82706288589e+12	2.72386334909e+12	2.43409717879e+12	1.80551051129e+12	1.74398777401e+12	3.80614550519e+12	8.91819486073e+12	7.26374407669e+12	4.01161670599e+12	9.84900488096e+12	8.07617243579e+12	3.03299546758e+12	4.22128465235e+12	1.02691101404e+13	7.28818870685e+12	4.90288102897e+12	5.45130806453e+12	0.00264220573286	0.000647381849055	0.0026851342581	0.0048696274375	0.000498413985635	0.00361006214359	0.000487785862833	0.0003494992032	0.000162752349198	0.000197816826308	0.000370791081682	0.00156648960327	0.09893994785490365	0.0	0.0	0.0	-0.054478407124260136	0.0	0.0	0.0	-0.04353310474190828	381942679.70144653	4616628.271739886	22865472.182239678	4616601.635145756	-7924.918424529063	5276230.548416181	22865733.291462928	5276037.172891421	-11207.923507744821	0.0988327003971	384191980.471
212	n/a	n/a	1	1	8.0	8.0	0.5	1.106	2.04643160057e-18	0.0	-1.49077798717e-18	0.945988930816	0.0	3.25260651746e-19	4.28259858132e-18	0.956675961596	348121667.63	4985903.10459	24161194.8318	4264443.63704	-4314.0600393	5729412.63239	20899509.7883	5793593.40924	-12079.611313	1.49523897295e+12	3.2216453073e+12	2.19489266571e+12	1.17698764629e+12	3.26161349931e+12	2.59406794426e+12	1.44028367291e+12	1.87185025132e+12	2.77203396083e+12	2.48176654487e+12	1.83946053457e+12	1.78173883518e+12	3.9057408873e+12	9.15205295916e+12	7.43414278203e+12	4.11928674473e+12	1.0075056671e+13	8.26610469024e+12	3.11896424878e+12	4.3397808784e+12	1.05130023481e+13	7.47720525966e+12	5.02568792652e+12	5.60636475526e+12	0.00268879612176	0.000667685025557	0.00273829430232	0.00495810356244	0.000508158141753	0.00367119187471	0.000495807458523	0.00035825468438	0.000166717510796	0.000199224498124	0.000381876892991	0.00158594998693	0.10074990310014315	0.0	0.0	0.0	-0.05552441103888632	0.0	0.0	0.0	-0.044290542989772565	384662756.13710463	4712201.418542584	23092833.579494618	4712067.059722953	-4077.239250428443	5476069.099608329	23093256.710542876	5475553.47723202	-11545.47429040813	0.100647450763	386946867.018
216	n/a	n/a	1	1	8.0	8.0	0.5	1.108	2.75455114447e-18	0.0	1.00288700955e-18	0.944998020459	0.0	1.40946282423e-18	1.46096242742e-17	0.955956721968	349940256.057	5091548.23713	24413546.9477	4342818.53101	14615.874105	5899322.70732	21063672.5161	5968050.21386	3897.31366396	1.5221372315e+12	3.28267796003e+12	2.24018685717e+12	1.19791201651e+12	3.31574106354e+12	2.63775505458e+12	1.47460479919e+12	1.91617052748e+12	2.82055074685e+12	2.53000324469e+12	1.87324743867e+12	1.82014509103e+12	4.00601392108e+12	9.38764716748e+12	7.60361932758e+12	4.22792480033e+12	1.03011324646e+13	8.45742419641e+12	3.20551858717e+12	4.45949239206e+12	1.075920071e+13	7.66723741254e+12	5.14847534594e+12	5.7623847289e+12	0.00273511333779	0.000687428385178	0.0027907432886	0.00504629060768	0.00051792137988	0.00373129931298	0.000503695503729	0.000368514462424	0.000170518058475	0.000200619428822	0.000393181862464	0.00160489074283	0.10255658832509215	0.0	0.0	0.0	-0.05657244624296966	0.0	0.0	0.0	-0.045042636863398565	387368922.1074068	4806975.081836291	23316331.526505373	4807314.689143391	13798.974172460039	5634190.079810299	23316586.122792404	5634488.239935392	3722.1571140949895	0.102459224869	389670925.065
220	n/a	n/a	1	1	8.0	8.0	0.5	1.11	-8.40256683676e-19	0.0	1.30104260698e-18	0.944007408191	0.0	0.0	6.50521303491e-19	0.955241633976	351725005.375	5205846.98119	24685864.4793	4427246.15255	-9906.14005301	6067460.31241	21244377.1609	6139746.22068	-14586.8912398	1.54922951819e+12	3.34344470474e+12	2.28547551922e+12	1.21914645576e+12	3.36976725869e+12	2.68142996916e+12	1.50828850835e+12	1.95996900371e+12	2.86915443876e+12	2.57914290839e+12	1.90691272173e+12	1.85914545891e+12	4.10670014042e+12	9.62496561319e+12	7.77285844182e+12	4.33742574785e+12	1.05272170075e+13	8.64946472904e+12	3.29242169086e+12	4.58028651571e+12	1.10073959802e+13	7.85842191316e+12	5.27147541965e+12	5.92025797444e+12	0.00278063133152	0.000706777201686	0.00284248663744	0.00513463817878	0.000527702688482	0.00379048788536	0.000511609270422	0.000379675382704	0.000174177341118	0.000202017906971	0.000404634688905	0.00162315745287	0.10436001532424286	0.0	0.0	0.0	-0.05762126520747141	0.0	0.0	0.0	-0.045790950635378705	390044896.3670731	4909702.496723607	23558626.08275127	4909587.718740079	-9342.610477582497	5790399.963179806	23558918.932339374	5790475.105749509	-13920.805435692513	0.104268035119	392405458.348
224	n/a	n/a	1	1	8.0	8.0	0.5	1.112	1.63985578588e-18	0.0	1.00288700955e-18	0.943017672943	0.0	-3.25260651746e-19	-6.07153216592e-18	0.954530406084	353502029.969	5323454.13315	24974171.6668	4514456.17467	-16868.5026832	6258526.21376	21437628.0888	6334951.62634	-21155.2611727	1.57643395017e+12	3.40390729268e+12	2.33074097806e+12	1.24081154318e+12	3.4237997998e+12	2.72521658746e+12	1.54181678754e+12	2.00317893997e+12	2.91758655885e+12	2.62888170581e+12	1.94116804736e+12	1.89847647563e+12	4.20775174266e+12	9.86396572068e+12	7.94265467788e+12	4.44776047937e+12	1.07531867127e+13	8.84212301268e+12	3.37992436391e+12	4.70202393071e+12	1.12567378288e+13	8.05076862862e+12	5.39451439204e+12	6.08054525979e+12	0.00282518367735	0.000725819587013	0.00289379767138	0.00522296319172	0.000537448807933	0.00384898403488	0.000519452937522	0.000391136681336	0.000177743867795	0.000203418648383	0.000416134059226	0.00164071323856	0.10616019582839072	0.0	0.0	0.0	-0.05867025533341333	0.0	0.0	0.0	-0.046535780814019816	392719361.5180468	5015323.625318163	23815871.233943872	5015287.5972822	-15892.125284591411	5968256.181217675	23815907.411431763	5968273.936837821	-20174.08155639677	0.106073752523	395128550.392
228	n/a	n/a	1	1	8.0	8.0	0.5	1.114	-3.0222135558e-18	0.0	-7.99599102208e-19	0.942030586534	0.0	-7.5894152074e-19	6.2612675461e-18	0.953821220062	355264676.86	5292295.24863	25287043.2563	4475460.52174	-10204.8226403	6420994.66785	21651346.8215	6501417.29662	-9712.6221215	1.60384264994e+12	3.46400003871e+12	2.37600419839e+12	1.26610505812e+12	3.47791155549e+12	2.7692974619e+12	1.57529130028e+12	2.04595877768e+12	2.9655841893e+12	2.68101357196e+12	1.97587348075e+12	1.93791786236e+12	4.30926385755e+12	1.01042849954e+13	8.11255228996e+12	4.5595557427e+12	1.097863899e+13	9.03590594295e+12	3.46712904622e+12	4.82503135443e+12	1.1506627648e+13	8.24429544239e+12	5.51723685998e+12	6.24278499711e+12	0.00286812129735	0.000744762629169	0.00294502656298	0.00531154636428	0.000546991585476	0.00390750745748	0.00052703025801	0.000402654373914	0.000181268190256	0.000204803807788	0.000427704663334	0.00165763116855	0.10795714150509236	0.0	0.0	0.0	-0.05971753515158916	0.0	0.0	0.0	-0.04727902544978847	395384868.39551264	4980717.316607976	24096161.01784493	4980876.187966204	-9604.025181817451	6118600.7333099395	24096442.655845236	6118653.663578654	-9255.21043219785	0.107876247253	397825695.492
232	n/a	n/a	1	1	8.0	8.0	0.5	1.116	-5.55653613399e-19	0.0	5.96311194867e-19	0.94104940815	0.0	9.75781955237e-19	-1.23056946577e-17	0.953110645943	357010948.633	5212897.00026	25629296.8884	4395782.59022	-8218.07396047	6592045.03023	21888860.6762	6676943.78017	-2251.07588955	1.63185345288e+12	3.52343026232e+12	2.42095509716e+12	1.29477159621e+12	3.53208343067e+12	2.81320192902e+12	1.60842155642e+12	2.08839593665e+12	3.01321313343e+12	2.73554140671e+12	2.01141468408e+12	1.97668389361e+12	4.41217704377e+12	1.03451047083e+13	8.2812085014e+12	4.67284206023e+12	1.12042594358e+13	9.22969943048e+12	3.55309824009e+12	4.94996857163e+12	1.17580854262e+13	8.44000684767e+12	5.64056101733e+12	6.40537723913e+12	0.002909600132	0.000763747149996	0.00299587601779	0.00539900039351	0.000556279415736	0.00396632922809	0.000534858857088	0.000414718895827	0.000184762696666	0.000206177533298	0.000439255673432	0.00167413292889	0.10975086395911929	0.0	0.0	0.0	-0.0607596347708988	0.0	0.0	0.0	-0.04802427929399274	398039148.6200504	4900852.466199954	24403946.906061415	4900952.10365287	-7726.139234014063	6276875.93696379	24404359.30936658	6277261.259927542	-2143.4507832697805	0.109675293769	400519714.536
236	n/a	n/a	1	1	8.0	8.0	0.5	1.118	-1.15196480827e-19	0.0	1.51788304148e-18	0.940072869028	0.0	1.30104260698e-18	2.16840434497e-19	0.952400088596	358753266.75	5117479.3786	26024852.9211	4303354.21759	21179.9394229	6749663.81631	22169894.3323	6838344.72284	17471.5181102	1.66041235255e+12	3.58228540191e+12	2.46724337658e+12	1.32413781597e+12	3.58637434816e+12	2.85711774409e+12	1.64127042067e+12	2.12987261013e+12	3.06071374014e+12	2.79068593226e+12	2.04841873266e+12	2.01464756228e+12	4.51635910934e+12	1.05863820037e+13	8.44945611015e+12	4.78617703889e+12	1.14308648759e+13	9.42323532065e+12	3.63819708954e+12	5.07545611058e+12	1.20113026435e+13	8.63837012582e+12	5.76480065347e+12	6.56827438865e+12	0.00295017749814	0.000782681069749	0.00304639836913	0.00548438655504	0.000565443026952	0.00402541939637	0.0005443285633	0.000427247107126	0.000188172771219	0.000207553893412	0.000450863495309	0.00169028462831	0.11154137473290751	0.0	0.0	0.0	-0.06179788648007275	0.0	0.0	0.0	-0.0487700713454939	400695918.1456623	4806122.882622447	24761956.785074472	4806469.0391372815	19891.31445035833	6422125.967049834	24761826.547669377	6422287.735860496	16623.685740934943	0.111470956047	403205998.53
240	n/a	n/a	1	1	8.0	8.0	0.5	1.12	1.00966327313e-18	0.0	-1.02999206386e-18	0.939098696122	0.0	-1.40946282423e-18	-9.92044987824e-18	0.951691352534	360435904.144	5055598.15785	26424725.167	4238976.46197	-7637.00278407	6903340.98758	22453826.9351	6995806.93724	-11839.8035881	1.68942419621e+12	3.64105816999e+12	2.51465094234e+12	1.3531771575e+12	3.64071856948e+12	2.90127421562e+12	1.67408799895e+12	2.1705327383e+12	3.10830823315e+12	2.84647858679e+12	2.08553697653e+12	2.05199104772e+12	4.6214710296e+12	1.08285985654e+13	8.61815427063e+12	4.89939461836e+12	1.16577846639e+13	9.61674721324e+12	3.72303045999e+12	5.20102907955e+12	1.22663662035e+13	8.83836094142e+12	5.88993507724e+12	6.73200291523e+12	0.00299030526069	0.000801475005606	0.0030964840237	0.00556821195113	0.00057463884723	0.00408477036704	0.000555712265136	0.000440195912555	0.000191567807068	0.000208934462357	0.000462577394671	0.00170604036101	0.11332868530700327	0.0	0.0	0.0	-0.0628346976061394	0.0	0.0	0.0	-0.04951450628115042	403293001.12040824	4743057.625387557	25123562.3165297	4743005.675549067	-7164.8780538154415	6563418.026020291	25123665.947765652	6563321.372347064	-11256.807455185177	0.113263576594	405885432.926
244	n/a	n/a	1	1	8.0	8.0	0.5	1.122	2.43945488809e-19	0.0	5.96311194867e-19	0.938125807476	0.0	1.08420217249e-18	-3.19839640883e-18	0.950986169652	362125599.343	5066653.39805	26847955.4347	4236579.37085	14635.9578241	7063448.20925	22755594.0698	7160108.46111	9942.75059478	1.71893645706e+12	3.70012699714e+12	2.56302358859e+12	1.38185546277e+12	3.69532871704e+12	2.94603748364e+12	1.7070129214e+12	2.21262203951e+12	3.15590146606e+12	2.90373794289e+12	2.12253652441e+12	2.08883308304e+12	4.72699387301e+12	1.10713283006e+13	8.78704265594e+12	5.01307538758e+12	1.18845854483e+13	9.81061548696e+12	3.80770729315e+12	5.32725444953e+12	1.25227617197e+13	9.03857697805e+12	6.0158731615e+12	6.89665173679e+12	0.00303016251528	0.000820582037881	0.00314600928926	0.00565104667244	0.000583908931525	0.00414430828516	0.000568118279971	0.000453554505288	0.000194990189784	0.000210312023826	0.000474491145856	0.00172145087246	0.11511280710050467	0.0	0.0	0.0	-0.06387121586087054	0.0	0.0	0.0	-0.050255759495177896	405904571.54409945	4748474.804851465	25506876.414677046	4748758.269112633	13716.840587389572	6710622.750138844	25506618.913138058	6710463.88147846	9446.10144559576	0.115053054376	408538424.368
248	n/a	n/a	1	1	8.0	8.0	0.5	1.124	1.08420217249e-19	0.0	-8.13151629364e-19	0.937152451862	0.0	-1.73472347598e-18	5.3668007538e-18	0.950285803993	363779946.303	5061155.08063	27307511.1306	4219902.54973	4224.05704578	7225202.19241	23087217.9464	7326198.69099	1769.67267811	1.74899697605e+12	3.75964964283e+12	2.6123395452e+12	1.41000718969e+12	3.75038723575e+12	2.99164782735e+12	1.74021599746e+12	2.25608124468e+12	3.20510256866e+12	2.96201777056e+12	2.15936972344e+12	2.12500496953e+12	4.83226377641e+12	1.13147333585e+13	8.95570628118e+12	5.12727851638e+12	1.21110638946e+13	1.00059865331e+13	3.89212599171e+12	5.45400321121e+12	1.27812302874e+13	9.23891730734e+12	6.14262700583e+12	7.0615805927e+12	0.00306964021471	0.000840200461758	0.00319505206039	0.0057331511686	0.00059325118672	0.00420427656114	0.000581150745725	0.000467226762908	0.000198412700443	0.000211679253904	0.000486742195857	0.00173675158075	0.11689375147149943	0.0	0.0	0.0	-0.06490930788434755	0.0	0.0	0.0	-0.050992493324305325	408483263.5307952	4738371.332410037	25924211.88251808	4738467.809492387	3954.660644324127	6859199.713743941	25924304.59247238	6858957.94534828	1680.0274931909848	0.116839701501	411194570.932
252	n/a	n/a	1	1	8.0	8.0	0.5	1.126	-1.89735380185e-19	0.0	-1.87024874754e-18	0.936181272927	0.0	-2.54787510534e-18	9.48676900925e-18	0.94958770982	365408144.929	5042103.32985	27758333.5414	4192070.33285	-9078.12107397	7385700.10676	23410093.991	7491404.28776	-10145.7722184	1.77906821125e+12	3.81928581098e+12	2.66308425372e+12	1.43749962516e+12	3.80611674636e+12	3.03756764425e+12	1.77371014345e+12	2.30006479954e+12	3.25678160769e+12	3.02116563239e+12	2.19579920176e+12	2.16085503383e+12	4.9366787705e+12	1.15584782347e+13	9.12341969505e+12	5.24184143354e+12	1.23386298422e+13	1.0202227671e+13	3.97609884524e+12	5.5803191226e+12	1.30417190448e+13	9.44015407963e+12	6.26985021e+12	7.22726797534e+12	0.00310919699401	0.000860079579569	0.00324389341455	0.00581394434796	0.000602780889312	0.00426724415495	0.000594653832975	0.000481021635437	0.000201755950516	0.000213048739031	0.000499918777247	0.00175231344125	0.11867152971749854	0.0	0.0	0.0	-0.06594615359865318	0.0	0.0	0.0	-0.051727378251477864	411039150.229164	4715614.191505308	26332679.300179604	4715562.724115954	-8490.289422507716	7006374.212938592	26333471.966573633	7006316.622772529	-9624.690390053007	0.118623260228	413829552.641
256	n/a	n/a	1	1	8.0	8.0	0.5	1.128	-2.2226144536e-18	0.0	-2.71050543121e-18	0.935213005958	0.0	2.71050543121e-18	-6.15284732886e-18	0.948891410444	367051682.852	5021184.60759	28185341.9898	4163318.65032	15860.4549401	7557438.11882	23710506.8618	7668503.95706	15517.6880003	1.80934356625e+12	3.87900189511e+12	2.71562577669e+12	1.46438863621e+12	3.86218354165e+12	3.08337625137e+12	1.8077208085e+12	2.34426126821e+12	3.30952713472e+12	3.08142869316e+12	2.2317208747e+12	2.19700281881e+12	5.04039874838e+12	1.18024724716e+13	9.28982662344e+12	5.35726334748e+12	1.2567108212e+13	1.03983832353e+13	4.06023231998e+12	5.70663351851e+12	1.33044271014e+13	9.64254866573e+12	6.39696323735e+12	7.39388041825e+12	0.00314959935736	0.000880657178108	0.00329274239227	0.00589290540493	0.000612484209763	0.00433220003738	0.000608321079974	0.000494672611368	0.000205006380865	0.000214423455645	0.000514451965563	0.00176884651402	0.12044615307586706	0.0	0.0	0.0	-0.0669809617802634	0.0	0.0	0.0	-0.05246091216269062	413618700.9737758	4691163.546184792	26717983.1235458	4691509.485817003	14818.014842241582	7163989.856463235	26718605.32393164	7164485.879040428	14709.820667015687	0.120403588387	416449064.49
260	n/a	n/a	1	1	8.0	8.0	0.5	1.13	0.0	0.0	1.49077798717e-19	0.934246627007	0.0	-1.35525271561e-18	1.07064964533e-17	0.948197391687	368646987.282	4987369.64351	28611517.7205	4123226.1159	-3455.9679233	7734079.25849	24008821.8514	7849918.93806	-3831.78445139	1.83989596176e+12	3.93884459011e+12	2.76908022923e+12	1.49084532005e+12	3.91870945136e+12	3.12917988101e+12	1.84210470866e+12	2.38838871772e+12	3.36267654162e+12	3.14257470353e+12	2.26706485494e+12	2.23386860079e+12	5.14336811784e+12	1.20470136867e+13	9.45517085459e+12	5.47407656274e+12	1.27964102938e+13	1.05945193539e+13	4.14464644074e+12	5.83334768154e+12	1.35695531091e+13	9.84609985399e+12	6.52370135909e+12	7.56133549429e+12	0.00319113571063	0.000902980733372	0.00334120689483	0.00597035532299	0.000622345382217	0.00439791875797	0.000621901804095	0.00050779686407	0.000208154106879	0.000215800082689	0.000530104939594	0.00178640376718	0.12221763272424911	0.0	0.0	0.0	-0.06801482099822867	0.0	0.0	0.0	-0.05319257932258511	416150474.50783694	4654728.533455573	27101973.348728478	4654540.96691779	-3225.4662583963445	7326029.0484473705	27102574.957953766	7326355.228922965	-3629.6194104109086	0.122180947585	419062866.564
264	n/a	n/a	1	1	8.0	8.0	0.5	1.132	-1.19262238973e-18	0.0	2.71050543121e-20	0.933281756273	0.0	3.7947076037e-19	-1.00559751498e-17	0.947506554986	370252675.672	4971038.71735	29047155.0467	4098567.85434	18855.6270522	7918388.10213	24313436.8137	8039305.7783	17282.6403597	1.8706506131e+12	3.99872478887e+12	2.82313307029e+12	1.51693596871e+12	3.97588456035e+12	3.17492493556e+12	1.8770496165e+12	2.43237803069e+12	3.4162165789e+12	3.20431259846e+12	2.30194979149e+12	2.27123901414e+12	5.24526705585e+12	1.22917789649e+13	9.61902094453e+12	5.59235610627e+12	1.30271130911e+13	1.07904363894e+13	4.23018920799e+12	5.96068736364e+12	1.38366961378e+13	1.00506511531e+13	6.65033170388e+12	7.7295883579e+12	0.0032364100564	0.000927195251481	0.00338874585497	0.00604616698542	0.000632338435459	0.00446401399624	0.000635190643743	0.000520228502152	0.000211259067325	0.00021717706794	0.000546223210207	0.00180482250765	0.1239859797809911	0.0	0.0	0.0	-0.06904813414997568	0.0	0.0	0.0	-0.05392142385845742	418700236.4685107	4634666.573736409	27494409.68658168	4634865.437987085	17579.73522126531	7495102.573291425	27494849.90157558	7495315.141418886	16358.779155875543	0.123955216622	421659246.171
268	n/a	n/a	1	1	8.0	8.0	0.5	1.134	-1.68051336735e-18	0.0	-7.04731412116e-19	0.932318539789	0.0	-6.50521303491e-19	-7.5894152074e-18	0.946818217094	371815209.514	4955078.53027	29485983.4612	4073648.96754	-4442.14172363	8093491.63082	24619221.0171	8219322.58973	-2598.7736349	1.90160099283e+12	4.05869461057e+12	2.87772197434e+12	1.54275769664e+12	4.03402739703e+12	3.2204202902e+12	1.91281895509e+12	2.47634140703e+12	3.47075971116e+12	3.26616546843e+12	2.33659884701e+12	2.30887400997e+12	5.34567945244e+12	1.25361423035e+13	9.78155451401e+12	5.71210174114e+12	1.32598902594e+13	1.09859422514e+13	4.31756685089e+12	6.08851719828e+12	1.41053384144e+13	1.0255859544e+13	6.77756763073e+12	7.89834479029e+12	0.0032858411388	0.000952906912784	0.00343527922191	0.00612016151749	0.000642498059346	0.00453055017002	0.000648390767826	0.000532186773741	0.000214364842638	0.000218558093485	0.000562319145403	0.00182401953674	0.12575120530556025	0.0	0.0	0.0	-0.07008074180084395	0.0	0.0	0.0	-0.05464816082821048	421207625.7280801	4614991.249582608	27889340.364115544	4614797.796760278	-4137.259391293886	7655235.346756627	27889670.369972005	7655196.905029415	-2458.052061529186	0.125726552808	424254421.621
272	n/a	n/a	1	1	8.0	8.0	0.5	1.136	3.51010453342e-18	0.0	1.43656787854e-18	0.931357076498	0.0	2.71050543121e-19	-5.63785129692e-18	0.946132786712	373389639.21	4939253.1354	29944128.1928	4049667.30493	19674.9756262	8256746.91558	24939423.6311	8387835.42179	14648.77131	1.93281130403e+12	4.11885779585e+12	2.93306284704e+12	1.56836311804e+12	4.09292304406e+12	3.2658914526e+12	1.94975927681e+12	2.52027233325e+12	3.52592110702e+12	3.32723756926e+12	2.37108002721e+12	2.34665900829e+12	5.44517250246e+12	1.27803758062e+13	9.94411306535e+12	5.83334243295e+12	1.34940230657e+13	1.11819117215e+13	4.40654721353e+12	6.21648018693e+12	1.43753976598e+13	1.04607763662e+13	6.9058236541e+12	8.06753171266e+12	0.003336916139	0.000979751080379	0.00348104951334	0.00619269976032	0.000652843269658	0.00459726898236	0.000661797395131	0.000543805173902	0.000217454176792	0.000219944380789	0.000578322988916	0.00184384409543	0.1275133202989595	0.0	0.0	0.0	-0.07111253442386814	0.0	0.0	0.0	-0.05537235327754317	423734623.4797608	4595479.787962237	28301999.78129304	4595693.266431841	18305.592027837938	7803949.0044370545	28302063.507935137	7804039.819163475	13845.436398830194	0.127494795594	426833091.645
276	n/a	n/a	1	1	8.0	8.0	0.5	1.138	-1.7279472124e-18	0.0	-8.67361737988e-19	0.930396295936	0.0	-1.13841228111e-18	3.74049749507e-18	0.945450791725	374919469.77	4943269.45875	30423023.1688	4041145.45391	-7473.1448757	8425984.87267	25275510.8432	8562298.1982	-9018.84263567	1.96439156887e+12	4.17930294502e+12	2.98898953837e+12	1.59366998093e+12	4.15215878772e+12	3.31154404257e+12	1.988439807e+12	2.56410664542e+12	3.58150750724e+12	3.38735517065e+12	2.40522946871e+12	2.38455951301e+12	5.54468478225e+12	1.30255746053e+13	1.010707996e+13	5.95585812098e+12	1.372846218e+13	1.13792639331e+13	4.49678057319e+12	6.34412478709e+12	1.46473113469e+13	1.06651508345e+13	7.03502788159e+12	8.23742009943e+12	0.00338839773497	0.00100737162934	0.00352604544738	0.00626401638436	0.00066360849457	0.00466385544367	0.000675593592188	0.000555092222684	0.000220523120447	0.000221330077904	0.0005942218131	0.00186408385528	0.1292723357041391	0.0	0.0	0.0	-0.07214465893779927	0.0	0.0	0.0	-0.056093436949790555	426217317.6471378	4594445.377813683	28733738.392436597	4594069.698871818	-6945.798973413465	7958119.207502735	28733798.328368023	7958095.691212842	-8518.057638718115	0.129260217416	429415879.131
