 Lammps data file for nanotube
 
        2745 atoms
           1 atom types
 
  -33.66221       67.32442     xlo xhi
  -29.16934       58.33868     ylo yhi
  -80.00000       80.00000     zlo zhi
 
  Atoms
 
  727    1 -25.362  48.437   0.000
  728    1 -23.966  48.437   0.000
  729    1 -23.268  49.646   0.000
  730    1 -25.362  50.855   0.000
  731    1 -23.966  50.855   0.000
  732    1 -23.268  52.064   0.000
  733    1 -21.872  52.064   0.000
  734    1 -25.362  53.273   0.000
  735    1 -23.966  53.273   0.000
  736    1 -23.268  54.482   0.000
  737    1 -21.872  54.482   0.000
  738    1 -25.362  55.690   0.000
  739    1 -23.966  55.690   0.000
  740    1 -23.268  56.899   0.000
  741    1 -21.872  56.899   0.000
  742    1 -21.174  29.093   0.000
  743    1 -19.778  29.093   0.000
  744    1 -19.080  30.302   0.000
  745    1 -17.684  30.302   0.000
  746    1 -21.174  31.511   0.000
  747    1 -19.778  31.511   0.000
  748    1 -19.080  32.720   0.000
  749    1 -17.684  32.720   0.000
  750    1 -21.174  33.929   0.000
  751    1 -19.778  33.929   0.000
  752    1 -19.080  35.138   0.000
  753    1 -17.684  35.138   0.000
  754    1 -21.174  36.347   0.000
  755    1 -21.174  50.855   0.000
  756    1 -19.080  52.064   0.000
  757    1 -17.684  52.064   0.000
  758    1 -21.174  53.273   0.000
  759    1 -19.778  53.273   0.000
  760    1 -19.080  54.482   0.000
  761    1 -17.684  54.482   0.000
  762    1 -21.174  55.690   0.000
  763    1 -19.778  55.690   0.000
  764    1 -19.080  56.899   0.000
  765    1 -17.684  56.899   0.000
  766    1 -16.986  29.093   0.000
  767    1 -15.590  29.093   0.000
  768    1 -14.892  30.302   0.000
  769    1 -13.496  30.302   0.000
  770    1 -16.986  31.511   0.000
  771    1 -15.590  31.511   0.000
  772    1 -14.892  32.720   0.000
  773    1 -13.496  32.720   0.000
  774    1 -16.986  33.929   0.000
  775    1 -15.590  33.929   0.000
  776    1 -14.892  35.138   0.000
  777    1 -13.496  35.138   0.000
  778    1 -14.892  52.064   0.000
  779    1 -13.496  52.064   0.000
  780    1 -16.986  53.273   0.000
  781    1 -15.590  53.273   0.000
  782    1 -14.892  54.482   0.000
  783    1 -13.496  54.482   0.000
  784    1 -16.986  55.690   0.000
  785    1 -15.590  55.690   0.000
  786    1 -14.892  56.899   0.000
  787    1 -13.496  56.899   0.000
  788    1 -12.798  29.093   0.000
  789    1 -11.402  29.093   0.000
  790    1 -10.704  30.302   0.000
  791    1  -9.308  30.302   0.000
  792    1 -12.798  31.511   0.000
  793    1 -11.402  31.511   0.000
  794    1 -10.704  32.720   0.000
  795    1  -9.308  32.720   0.000
  796    1 -12.798  33.929   0.000
  797    1 -11.402  33.929   0.000
  798    1 -10.704  35.138   0.000
  799    1  -9.308  35.138   0.000
  800    1 -12.798  36.347   0.000
  801    1 -11.402  36.347   0.000
  802    1 -10.704  37.556   0.000
  803    1  -9.308  37.556   0.000
  804    1  -9.308  39.974   0.000
  805    1  -9.308  47.228   0.000
  806    1 -10.704  49.646   0.000
  807    1  -9.308  49.646   0.000
  808    1 -12.798  50.855   0.000
  809    1 -11.402  50.855   0.000
  810    1 -10.704  52.064   0.000
  811    1  -9.308  52.064   0.000
  812    1 -12.798  53.273   0.000
  813    1 -11.402  53.273   0.000
  814    1 -10.704  54.482   0.000
  815    1  -9.308  54.482   0.000
  816    1 -12.798  55.690   0.000
  817    1 -11.402  55.690   0.000
  818    1 -10.704  56.899   0.000
  819    1  -9.308  56.899   0.000
  820    1  -8.610  29.093   0.000
  821    1  -7.214  29.093   0.000
  822    1  -6.516  30.302   0.000
  823    1  -5.120  30.302   0.000
  824    1  -8.610  31.511   0.000
  825    1  -7.214  31.511   0.000
  826    1  -6.516  32.720   0.000
  827    1  -5.120  32.720   0.000
  828    1  -8.610  33.929   0.000
  829    1  -7.214  33.929   0.000
  830    1  -6.516  35.138   0.000
  831    1  -5.120  35.138   0.000
  832    1  -8.610  36.347   0.000
  833    1  -7.214  36.347   0.000
  834    1  -6.516  37.556   0.000
  835    1  -5.120  37.556   0.000
  836    1  -8.610  38.765   0.000
  837    1  -7.214  38.765   0.000
  838    1  -6.516  39.974   0.000
  839    1  -5.120  39.974   0.000
  840    1  -8.610  41.183   0.000
  841    1  -7.214  41.183   0.000
  842    1  -6.516  42.392   0.000
  843    1  -5.120  42.392   0.000
  844    1  -8.610  43.601   0.000
  845    1  -7.214  43.601   0.000
  846    1  -6.516  44.810   0.000
  847    1  -5.120  44.810   0.000
  848    1  -8.610  46.019   0.000
  849    1  -7.214  46.019   0.000
  850    1  -6.516  47.228   0.000
  851    1  -5.120  47.228   0.000
  852    1  -8.610  48.437   0.000
  853    1  -7.214  48.437   0.000
  854    1  -6.516  49.646   0.000
  855    1  -5.120  49.646   0.000
  856    1  -8.610  50.855   0.000
  857    1  -7.214  50.855   0.000
  858    1  -6.516  52.064   0.000
  859    1  -5.120  52.064   0.000
  860    1  -8.610  53.273   0.000
  861    1  -7.214  53.273   0.000
  862    1  -6.516  54.482   0.000
  863    1  -5.120  54.482   0.000
  864    1  -8.610  55.690   0.000
  865    1  -7.214  55.690   0.000
  866    1  -6.516  56.899   0.000
  867    1  -5.120  56.899   0.000
  868    1  -4.422  29.093   0.000
  869    1  -3.026  29.093   0.000
  870    1  -2.328  30.302   0.000
  871    1  -0.932  30.302   0.000
  872    1  -4.422  31.511   0.000
  873    1  -3.026  31.511   0.000
  874    1  -2.328  32.720   0.000
  875    1  -0.932  32.720   0.000
  876    1  -4.422  33.929   0.000
  877    1  -3.026  33.929   0.000
  878    1  -2.328  35.138   0.000
  879    1  -0.932  35.138   0.000
  880    1  -4.422  36.347   0.000
  881    1  -3.026  36.347   0.000
  882    1  -2.328  37.556   0.000
  883    1  -0.932  37.556   0.000
  884    1  -4.422  38.765   0.000
  885    1  -3.026  38.765   0.000
  886    1  -2.328  39.974   0.000
  887    1  -0.932  39.974   0.000
  888    1  -4.422  41.183   0.000
  889    1  -3.026  41.183   0.000
  890    1  -2.328  42.392   0.000
  891    1  -0.932  42.392   0.000
  892    1  -4.422  43.601   0.000
  893    1  -3.026  43.601   0.000
  894    1  -2.328  44.810   0.000
  895    1  -0.932  44.810   0.000
  896    1  -4.422  46.019   0.000
  897    1  -3.026  46.019   0.000
  898    1  -2.328  47.228   0.000
  899    1  -0.932  47.228   0.000
  900    1  -4.422  48.437   0.000
  901    1  -3.026  48.437   0.000
  902    1  -2.328  49.646   0.000
  903    1  -0.932  49.646   0.000
  904    1  -4.422  50.855   0.000
  905    1  -3.026  50.855   0.000
  906    1  -2.328  52.064   0.000
  907    1  -0.932  52.064   0.000
  908    1  -4.422  53.273   0.000
  909    1  -3.026  53.273   0.000
  910    1  -2.328  54.482   0.000
  911    1  -0.932  54.482   0.000
  912    1  -4.422  55.690   0.000
  913    1  -3.026  55.690   0.000
  914    1  -2.328  56.899   0.000
  915    1  -0.932  56.899   0.000
  916    1  -0.076 -29.246   0.000
  917    1   1.320 -29.246   0.000
  918    1   2.018 -28.037   0.000
  919    1   3.414 -28.037   0.000
  920    1  -0.076 -26.828   0.000
  921    1   1.320 -26.828   0.000
  922    1   2.018 -25.619   0.000
  923    1   3.414 -25.619   0.000
  924    1  -0.076 -24.410   0.000
  925    1   1.320 -24.410   0.000
  926    1   2.018 -23.201   0.000
  927    1   3.414 -23.201   0.000
  928    1  -0.076 -21.992   0.000
  929    1   1.320 -21.992   0.000
  930    1   2.018 -20.783   0.000
  931    1   3.414 -20.783   0.000
  932    1  -0.076 -19.574   0.000
  933    1   1.320 -19.574   0.000
  934    1   2.018 -18.365   0.000
  935    1   3.414 -18.365   0.000
  936    1  -0.076 -17.156   0.000
  937    1   1.320 -17.156   0.000
  938    1   2.018 -15.947   0.000
  939    1   3.414 -15.947   0.000
  940    1  -0.076 -14.738   0.000
  941    1   1.320 -14.738   0.000
  942    1   2.018 -13.529   0.000
  943    1   3.414 -13.529   0.000
  944    1  -0.076 -12.320   0.000
  945    1   1.320 -12.320   0.000
  946    1   2.018 -11.111   0.000
  947    1   3.414 -11.111   0.000
  948    1  -0.076  -9.902   0.000
  949    1   1.320  -9.902   0.000
  950    1   2.018  -8.693   0.000
  951    1   3.414  -8.693   0.000
  952    1  -0.076  -7.484   0.000
  953    1   1.320  -7.484   0.000
  954    1   2.018  -6.275   0.000
  955    1   3.414  -6.275   0.000
  956    1  -0.076  -5.066   0.000
  957    1   1.320  -5.066   0.000
  958    1   2.018  -3.857   0.000
  959    1   3.414  -3.857   0.000
  960    1  -0.076  -2.648   0.000
  961    1   1.320  -2.648   0.000
  962    1   2.018  -1.439   0.000
  963    1   3.414  -1.439   0.000
  964    1   4.112 -29.246   0.000
  965    1   5.508 -29.246   0.000
  966    1   6.206 -28.037   0.000
  967    1   7.602 -28.037   0.000
  968    1   4.112 -26.828   0.000
  969    1   5.508 -26.828   0.000
  970    1   6.206 -25.619   0.000
  971    1   7.602 -25.619   0.000
  972    1   4.112 -24.410   0.000
  973    1   5.508 -24.410   0.000
  974    1   6.206 -23.201   0.000
  975    1   7.602 -23.201   0.000
  976    1   4.112 -21.992   0.000
  977    1   5.508 -21.992   0.000
  978    1   6.206 -20.783   0.000
  979    1   7.602 -20.783   0.000
  980    1   4.112 -19.574   0.000
  981    1   5.508 -19.574   0.000
  982    1   6.206 -18.365   0.000
  983    1   7.602 -18.365   0.000
  984    1   4.112 -17.156   0.000
  985    1   5.508 -17.156   0.000
  986    1   6.206 -15.947   0.000
  987    1   7.602 -15.947   0.000
  988    1   4.112 -14.738   0.000
  989    1   5.508 -14.738   0.000
  990    1   6.206 -13.529   0.000
  991    1   7.602 -13.529   0.000
  992    1   4.112 -12.320   0.000
  993    1   5.508 -12.320   0.000
  994    1   6.206 -11.111   0.000
  995    1   7.602 -11.111   0.000
  996    1   4.112  -9.902   0.000
  997    1   5.508  -9.902   0.000
  998    1   6.206  -8.693   0.000
  999    1   7.602  -8.693   0.000
 1000    1   4.112  -7.484   0.000
 1001    1   5.508  -7.484   0.000
 1002    1   6.206  -6.275   0.000
 1003    1   7.602  -6.275   0.000
 1004    1   4.112  -5.066   0.000
 1005    1   5.508  -5.066   0.000
 1006    1   6.206  -3.857   0.000
 1007    1   7.602  -3.857   0.000
 1008    1   4.112  -2.648   0.000
 1009    1   5.508  -2.648   0.000
 1010    1   6.206  -1.439   0.000
 1011    1   7.602  -1.439   0.000
 1012    1   8.300 -29.246   0.000
 1013    1   9.696 -29.246   0.000
 1014    1  10.394 -28.037   0.000
 1015    1  11.790 -28.037   0.000
 1016    1   8.300 -26.828   0.000
 1017    1   9.696 -26.828   0.000
 1018    1  10.394 -25.619   0.000
 1019    1  11.790 -25.619   0.000
 1020    1   8.300 -24.410   0.000
 1021    1   9.696 -24.410   0.000
 1022    1  10.394 -23.201   0.000
 1023    1  11.790 -23.201   0.000
 1024    1   8.300 -21.992   0.000
 1025    1   9.696 -21.992   0.000
 1026    1  10.394 -20.783   0.000
 1027    1   8.300 -19.574   0.000
 1028    1   9.696 -19.574   0.000
 1029    1   8.300 -17.156   0.000
 1030    1   8.300 -14.738   0.000
 1031    1   8.300 -12.320   0.000
 1032    1   8.300  -9.902   0.000
 1033    1   9.696  -9.902   0.000
 1034    1  10.394  -8.693   0.000
 1035    1   8.300  -7.484   0.000
 1036    1   9.696  -7.484   0.000
 1037    1  10.394  -6.275   0.000
 1038    1  11.790  -6.275   0.000
 1039    1   8.300  -5.066   0.000
 1040    1   9.696  -5.066   0.000
 1041    1  10.394  -3.857   0.000
 1042    1  11.790  -3.857   0.000
 1043    1   8.300  -2.648   0.000
 1044    1   9.696  -2.648   0.000
 1045    1  10.394  -1.439   0.000
 1046    1  11.790  -1.439   0.000
 1047    1  12.488 -29.246   0.000
 1048    1  13.884 -29.246   0.000
 1049    1  14.582 -28.037   0.000
 1050    1  15.978 -28.037   0.000
 1051    1  12.488 -26.828   0.000
 1052    1  13.884 -26.828   0.000
 1053    1  14.582 -25.619   0.000
 1054    1  15.978 -25.619   0.000
 1055    1  12.488 -24.410   0.000
 1056    1  13.884 -24.410   0.000
 1057    1  14.582 -23.201   0.000
 1058    1  15.978 -23.201   0.000
 1059    1  12.488 -21.992   0.000
 1060    1  12.488  -7.484   0.000
 1061    1  14.582  -6.275   0.000
 1062    1  15.978  -6.275   0.000
 1063    1  12.488  -5.066   0.000
 1064    1  13.884  -5.066   0.000
 1065    1  14.582  -3.857   0.000
 1066    1  15.978  -3.857   0.000
 1067    1  12.488  -2.648   0.000
 1068    1  13.884  -2.648   0.000
 1069    1  14.582  -1.439   0.000
 1070    1  15.978  -1.439   0.000
 1071    1  16.676 -29.246   0.000
 1072    1  18.072 -29.246   0.000
 1073    1  18.770 -28.037   0.000
 1074    1  20.166 -28.037   0.000
 1075    1  16.676 -26.828   0.000
 1076    1  18.072 -26.828   0.000
 1077    1  18.770 -25.619   0.000
 1078    1  20.166 -25.619   0.000
 1079    1  16.676 -24.410   0.000
 1080    1  18.072 -24.410   0.000
 1081    1  18.770 -23.201   0.000
 1082    1  20.166 -23.201   0.000
 1083    1  18.770  -6.275   0.000
 1084    1  20.166  -6.275   0.000
 1085    1  16.676  -5.066   0.000
 1086    1  18.072  -5.066   0.000
 1087    1  18.770  -3.857   0.000
 1088    1  20.166  -3.857   0.000
 1089    1  16.676  -2.648   0.000
 1090    1  18.072  -2.648   0.000
 1091    1  18.770  -1.439   0.000
 1092    1  20.166  -1.439   0.000
 1093    1  20.864 -29.246   0.000
 1094    1  22.260 -29.246   0.000
 1095    1  22.958 -28.037   0.000
 1096    1  24.354 -28.037   0.000
 1097    1  20.864 -26.828   0.000
 1098    1  22.260 -26.828   0.000
 1099    1  22.958 -25.619   0.000
 1100    1  24.354 -25.619   0.000
 1101    1  20.864 -24.410   0.000
 1102    1  22.260 -24.410   0.000
 1103    1  22.958 -23.201   0.000
 1104    1  24.354 -23.201   0.000
 1105    1  20.864 -21.992   0.000
 1106    1  22.260 -21.992   0.000
 1107    1  22.958 -20.783   0.000
 1108    1  24.354 -20.783   0.000
 1109    1  24.354 -18.365   0.000
 1110    1  24.354 -11.111   0.000
 1111    1  22.958  -8.693   0.000
 1112    1  24.354  -8.693   0.000
 1113    1  20.864  -7.484   0.000
 1114    1  22.260  -7.484   0.000
 1115    1  22.958  -6.275   0.000
 1116    1  24.354  -6.275   0.000
 1117    1  20.864  -5.066   0.000
 1118    1  22.260  -5.066   0.000
 1119    1  22.958  -3.857   0.000
 1120    1  24.354  -3.857   0.000
 1121    1  20.864  -2.648   0.000
 1122    1  22.260  -2.648   0.000
 1123    1  22.958  -1.439   0.000
 1124    1  24.354  -1.439   0.000
 1125    1  25.052 -29.246   0.000
 1126    1  26.448 -29.246   0.000
 1127    1  27.146 -28.037   0.000
 1128    1  28.542 -28.037   0.000
 1129    1  25.052 -26.828   0.000
 1130    1  26.448 -26.828   0.000
 1131    1  27.146 -25.619   0.000
 1132    1  28.542 -25.619   0.000
 1133    1  25.052 -24.410   0.000
 1134    1  26.448 -24.410   0.000
 1135    1  27.146 -23.201   0.000
 1136    1  28.542 -23.201   0.000
 1137    1  25.052 -21.992   0.000
 1138    1  26.448 -21.992   0.000
 1139    1  27.146 -20.783   0.000
 1140    1  28.542 -20.783   0.000
 1141    1  25.052 -19.574   0.000
 1142    1  26.448 -19.574   0.000
 1143    1  27.146 -18.365   0.000
 1144    1  28.542 -18.365   0.000
 1145    1  25.052 -17.156   0.000
 1146    1  26.448 -17.156   0.000
 1147    1  27.146 -15.947   0.000
 1148    1  28.542 -15.947   0.000
 1149    1  25.052 -14.738   0.000
 1150    1  26.448 -14.738   0.000
 1151    1  27.146 -13.529   0.000
 1152    1  28.542 -13.529   0.000
 1153    1  25.052 -12.320   0.000
 1154    1  26.448 -12.320   0.000
 1155    1  27.146 -11.111   0.000
 1156    1  28.542 -11.111   0.000
 1157    1  25.052  -9.902   0.000
 1158    1  26.448  -9.902   0.000
 1159    1  27.146  -8.693   0.000
 1160    1  28.542  -8.693   0.000
 1161    1  25.052  -7.484   0.000
 1162    1  26.448  -7.484   0.000
 1163    1  27.146  -6.275   0.000
 1164    1  28.542  -6.275   0.000
 1165    1  25.052  -5.066   0.000
 1166    1  26.448  -5.066   0.000
 1167    1  27.146  -3.857   0.000
 1168    1  28.542  -3.857   0.000
 1169    1  25.052  -2.648   0.000
 1170    1  26.448  -2.648   0.000
 1171    1  27.146  -1.439   0.000
 1172    1  28.542  -1.439   0.000
 1173    1  29.240 -29.246   0.000
 1174    1  30.636 -29.246   0.000
 1175    1  31.334 -28.037   0.000
 1176    1  32.730 -28.037   0.000
 1177    1  29.240 -26.828   0.000
 1178    1  30.636 -26.828   0.000
 1179    1  31.334 -25.619   0.000
 1180    1  32.730 -25.619   0.000
 1181    1  29.240 -24.410   0.000
 1182    1  30.636 -24.410   0.000
 1183    1  31.334 -23.201   0.000
 1184    1  32.730 -23.201   0.000
 1185    1  29.240 -21.992   0.000
 1186    1  30.636 -21.992   0.000
 1187    1  31.334 -20.783   0.000
 1188    1  32.730 -20.783   0.000
 1189    1  29.240 -19.574   0.000
 1190    1  30.636 -19.574   0.000
 1191    1  31.334 -18.365   0.000
 1192    1  32.730 -18.365   0.000
 1193    1  29.240 -17.156   0.000
 1194    1  30.636 -17.156   0.000
 1195    1  31.334 -15.947   0.000
 1196    1  32.730 -15.947   0.000
 1197    1  29.240 -14.738   0.000
 1198    1  30.636 -14.738   0.000
 1199    1  31.334 -13.529   0.000
 1200    1  32.730 -13.529   0.000
 1201    1  29.240 -12.320   0.000
 1202    1  30.636 -12.320   0.000
 1203    1  31.334 -11.111   0.000
 1204    1  32.730 -11.111   0.000
 1205    1  29.240  -9.902   0.000
 1206    1  30.636  -9.902   0.000
 1207    1  31.334  -8.693   0.000
 1208    1  32.730  -8.693   0.000
 1209    1  29.240  -7.484   0.000
 1210    1  30.636  -7.484   0.000
 1211    1  31.334  -6.275   0.000
 1212    1  32.730  -6.275   0.000
 1213    1  29.240  -5.066   0.000
 1214    1  30.636  -5.066   0.000
 1215    1  31.334  -3.857   0.000
 1216    1  32.730  -3.857   0.000
 1217    1  29.240  -2.648   0.000
 1218    1  30.636  -2.648   0.000
 1219    1  31.334  -1.439   0.000
 1220    1  32.730  -1.439   0.000
 1221    1  -0.076  -0.076   0.000
 1222    1   1.320  -0.076   0.000
 1223    1   2.018   1.133   0.000
 1224    1   3.414   1.133   0.000
 1225    1  -0.076   2.342   0.000
 1226    1   1.320   2.342   0.000
 1227    1   2.018   3.551   0.000
 1228    1   3.414   3.551   0.000
 1229    1  -0.076   4.760   0.000
 1230    1   1.320   4.760   0.000
 1231    1   2.018   5.969   0.000
 1232    1   3.414   5.969   0.000
 1233    1  -0.076   7.178   0.000
 1234    1   1.320   7.178   0.000
 1235    1   2.018   8.387   0.000
 1236    1   3.414   8.387   0.000
 1237    1  -0.076   9.596   0.000
 1238    1   1.320   9.596   0.000
 1239    1   2.018  10.805   0.000
 1240    1   3.414  10.805   0.000
 1241    1  -0.076  12.013   0.000
 1242    1   1.320  12.013   0.000
 1243    1   2.018  13.222   0.000
 1244    1   3.414  13.222   0.000
 1245    1  -0.076  14.431   0.000
 1246    1   1.320  14.431   0.000
 1247    1   2.018  15.640   0.000
 1248    1   3.414  15.640   0.000
 1249    1  -0.076  16.849   0.000
 1250    1   1.320  16.849   0.000
 1251    1   2.018  18.058   0.000
 1252    1   3.414  18.058   0.000
 1253    1  -0.076  19.267   0.000
 1254    1   1.320  19.267   0.000
 1255    1   2.018  20.476   0.000
 1256    1   3.414  20.476   0.000
 1257    1  -0.076  21.685   0.000
 1258    1   1.320  21.685   0.000
 1259    1   2.018  22.894   0.000
 1260    1   3.414  22.894   0.000
 1261    1  -0.076  24.103   0.000
 1262    1   1.320  24.103   0.000
 1263    1   2.018  25.312   0.000
 1264    1   3.414  25.312   0.000
 1265    1  -0.076  26.521   0.000
 1266    1   1.320  26.521   0.000
 1267    1   2.018  27.730   0.000
 1268    1   3.414  27.730   0.000
 1269    1   4.112  -0.076   0.000
 1270    1   5.508  -0.076   0.000
 1271    1   6.206   1.133   0.000
 1272    1   7.602   1.133   0.000
 1273    1   4.112   2.342   0.000
 1274    1   5.508   2.342   0.000
 1275    1   6.206   3.551   0.000
 1276    1   7.602   3.551   0.000
 1277    1   4.112   4.760   0.000
 1278    1   5.508   4.760   0.000
 1279    1   6.206   5.969   0.000
 1280    1   7.602   5.969   0.000
 1281    1   4.112   7.178   0.000
 1282    1   5.508   7.178   0.000
 1283    1   6.206   8.387   0.000
 1284    1   7.602   8.387   0.000
 1285    1   4.112   9.596   0.000
 1286    1   5.508   9.596   0.000
 1287    1   6.206  10.805   0.000
 1288    1   7.602  10.805   0.000
 1289    1   4.112  12.013   0.000
 1290    1   5.508  12.013   0.000
 1291    1   6.206  13.222   0.000
 1292    1   7.602  13.222   0.000
 1293    1   4.112  14.431   0.000
 1294    1   5.508  14.431   0.000
 1295    1   6.206  15.640   0.000
 1296    1   7.602  15.640   0.000
 1297    1   4.112  16.849   0.000
 1298    1   5.508  16.849   0.000
 1299    1   6.206  18.058   0.000
 1300    1   7.602  18.058   0.000
 1301    1   4.112  19.267   0.000
 1302    1   5.508  19.267   0.000
 1303    1   6.206  20.476   0.000
 1304    1   7.602  20.476   0.000
 1305    1   4.112  21.685   0.000
 1306    1   5.508  21.685   0.000
 1307    1   6.206  22.894   0.000
 1308    1   7.602  22.894   0.000
 1309    1   4.112  24.103   0.000
 1310    1   5.508  24.103   0.000
 1311    1   6.206  25.312   0.000
 1312    1   7.602  25.312   0.000
 1313    1   4.112  26.521   0.000
 1314    1   5.508  26.521   0.000
 1315    1   6.206  27.730   0.000
 1316    1   7.602  27.730   0.000
 1317    1   8.300  -0.076   0.000
 1318    1   9.696  -0.076   0.000
 1319    1  10.394   1.133   0.000
 1320    1  11.790   1.133   0.000
 1321    1   8.300   2.342   0.000
 1322    1   9.696   2.342   0.000
 1323    1  10.394   3.551   0.000
 1324    1  11.790   3.551   0.000
 1325    1   8.300   4.760   0.000
 1326    1   9.696   4.760   0.000
 1327    1  10.394   5.969   0.000
 1328    1  11.790   5.969   0.000
 1329    1   8.300   7.178   0.000
 1330    1   9.696   7.178   0.000
 1331    1  10.394   8.387   0.000
 1332    1   8.300   9.596   0.000
 1333    1   9.696   9.596   0.000
 1334    1   8.300  12.013   0.000
 1335    1   8.300  14.431   0.000
 1336    1   8.300  16.849   0.000
 1337    1   8.300  19.267   0.000
 1338    1   9.696  19.267   0.000
 1339    1  10.394  20.476   0.000
 1340    1   8.300  21.685   0.000
 1341    1   9.696  21.685   0.000
 1342    1  10.394  22.894   0.000
 1343    1  11.790  22.894   0.000
 1344    1   8.300  24.103   0.000
 1345    1   9.696  24.103   0.000
 1346    1  10.394  25.312   0.000
 1347    1  11.790  25.312   0.000
 1348    1   8.300  26.521   0.000
 1349    1   9.696  26.521   0.000
 1350    1  10.394  27.730   0.000
 1351    1  11.790  27.730   0.000
 1352    1  12.488  -0.076   0.000
 1353    1  13.884  -0.076   0.000
 1354    1  14.582   1.133   0.000
 1355    1  15.978   1.133   0.000
 1356    1  12.488   2.342   0.000
 1357    1  13.884   2.342   0.000
 1358    1  14.582   3.551   0.000
 1359    1  15.978   3.551   0.000
 1360    1  12.488   4.760   0.000
 1361    1  13.884   4.760   0.000
 1362    1  14.582   5.969   0.000
 1363    1  15.978   5.969   0.000
 1364    1  12.488   7.178   0.000
 1365    1  12.488  21.685   0.000
 1366    1  14.582  22.894   0.000
 1367    1  15.978  22.894   0.000
 1368    1  12.488  24.103   0.000
 1369    1  13.884  24.103   0.000
 1370    1  14.582  25.312   0.000
 1371    1  15.978  25.312   0.000
 1372    1  12.488  26.521   0.000
 1373    1  13.884  26.521   0.000
 1374    1  14.582  27.730   0.000
 1375    1  15.978  27.730   0.000
 1376    1  16.676  -0.076   0.000
 1377    1  18.072  -0.076   0.000
 1378    1  18.770   1.133   0.000
 1379    1  20.166   1.133   0.000
 1380    1  16.676   2.342   0.000
 1381    1  18.072   2.342   0.000
 1382    1  18.770   3.551   0.000
 1383    1  20.166   3.551   0.000
 1384    1  16.676   4.760   0.000
 1385    1  18.072   4.760   0.000
 1386    1  18.770   5.969   0.000
 1387    1  20.166   5.969   0.000
 1388    1  18.770  22.894   0.000
 1389    1  20.166  22.894   0.000
 1390    1  16.676  24.103   0.000
 1391    1  18.072  24.103   0.000
 1392    1  18.770  25.312   0.000
 1393    1  20.166  25.312   0.000
 1394    1  16.676  26.521   0.000
 1395    1  18.072  26.521   0.000
 1396    1  18.770  27.730   0.000
 1397    1  20.166  27.730   0.000
 1398    1  20.864  -0.076   0.000
 1399    1  22.260  -0.076   0.000
 1400    1  22.958   1.133   0.000
 1401    1  24.354   1.133   0.000
 1402    1  20.864   2.342   0.000
 1403    1  22.260   2.342   0.000
 1404    1  22.958   3.551   0.000
 1405    1  24.354   3.551   0.000
 1406    1  20.864   4.760   0.000
 1407    1  22.260   4.760   0.000
 1408    1  22.958   5.969   0.000
 1409    1  24.354   5.969   0.000
 1410    1  20.864   7.178   0.000
 1411    1  22.260   7.178   0.000
 1412    1  22.958   8.387   0.000
 1413    1  24.354   8.387   0.000
 1414    1  24.354  10.805   0.000
 1415    1  24.354  18.058   0.000
 1416    1  22.958  20.476   0.000
 1417    1  24.354  20.476   0.000
 1418    1  20.864  21.685   0.000
 1419    1  22.260  21.685   0.000
 1420    1  22.958  22.894   0.000
 1421    1  24.354  22.894   0.000
 1422    1  20.864  24.103   0.000
 1423    1  22.260  24.103   0.000
 1424    1  22.958  25.312   0.000
 1425    1  24.354  25.312   0.000
 1426    1  20.864  26.521   0.000
 1427    1  22.260  26.521   0.000
 1428    1  22.958  27.730   0.000
 1429    1  24.354  27.730   0.000
 1430    1  25.052  -0.076   0.000
 1431    1  26.448  -0.076   0.000
 1432    1  27.146   1.133   0.000
 1433    1  28.542   1.133   0.000
 1434    1  25.052   2.342   0.000
 1435    1  26.448   2.342   0.000
 1436    1  27.146   3.551   0.000
 1437    1  28.542   3.551   0.000
 1438    1  25.052   4.760   0.000
 1439    1  26.448   4.760   0.000
 1440    1  27.146   5.969   0.000
 1441    1  28.542   5.969   0.000
 1442    1  25.052   7.178   0.000
 1443    1  26.448   7.178   0.000
 1444    1  27.146   8.387   0.000
 1445    1  28.542   8.387   0.000
 1446    1  25.052   9.596   0.000
 1447    1  26.448   9.596   0.000
 1448    1  27.146  10.805   0.000
 1449    1  28.542  10.805   0.000
 1450    1  25.052  12.013   0.000
 1451    1  26.448  12.013   0.000
 1452    1  27.146  13.222   0.000
 1453    1  28.542  13.222   0.000
 1454    1  25.052  14.431   0.000
 1455    1  26.448  14.431   0.000
 1456    1  27.146  15.640   0.000
 1457    1  28.542  15.640   0.000
 1458    1  25.052  16.849   0.000
 1459    1  26.448  16.849   0.000
 1460    1  27.146  18.058   0.000
 1461    1  28.542  18.058   0.000
 1462    1  25.052  19.267   0.000
 1463    1  26.448  19.267   0.000
 1464    1  27.146  20.476   0.000
 1465    1  28.542  20.476   0.000
 1466    1  25.052  21.685   0.000
 1467    1  26.448  21.685   0.000
 1468    1  27.146  22.894   0.000
 1469    1  28.542  22.894   0.000
 1470    1  25.052  24.103   0.000
 1471    1  26.448  24.103   0.000
 1472    1  27.146  25.312   0.000
 1473    1  28.542  25.312   0.000
 1474    1  25.052  26.521   0.000
 1475    1  26.448  26.521   0.000
 1476    1  27.146  27.730   0.000
 1477    1  28.542  27.730   0.000
 1478    1  29.240  -0.076   0.000
 1479    1  30.636  -0.076   0.000
 1480    1  31.334   1.133   0.000
 1481    1  32.730   1.133   0.000
 1482    1  29.240   2.342   0.000
 1483    1  30.636   2.342   0.000
