# batch      l2_tst    l2_trn    l2_e_tst  l2_e_trn    l2_f_tst  l2_f_trn         lr
 157500    1.30e-01  1.21e-01    8.73e-04  7.87e-04    1.22e-01  1.13e-01    1.3e-07
 157600    1.30e-01  1.51e-01    9.01e-04  3.50e-04    1.22e-01  1.42e-01    1.3e-07
 157700    1.30e-01  1.32e-01    8.69e-04  5.09e-04    1.22e-01  1.24e-01    1.3e-07
 157800    1.30e-01  1.04e-01    8.70e-04  6.64e-04    1.22e-01  9.75e-02    1.3e-07
 157900    1.30e-01  1.16e-01    8.64e-04  8.39e-04    1.22e-01  1.09e-01    1.3e-07
 158000    1.30e-01  1.29e-01    8.63e-04  8.78e-04    1.22e-01  1.21e-01    1.3e-07
 158100    1.30e-01  1.50e-01    8.69e-04  2.81e-04    1.22e-01  1.41e-01    1.3e-07
 158200    1.30e-01  9.74e-02    8.66e-04  6.92e-04    1.22e-01  9.15e-02    1.3e-07
 158300    1.30e-01  1.41e-01    8.70e-04  6.65e-04    1.22e-01  1.33e-01    1.3e-07
 158400    1.30e-01  1.25e-01    8.70e-04  6.40e-04    1.22e-01  1.17e-01    1.3e-07
 158500    1.30e-01  1.18e-01    8.78e-04  7.00e-04    1.22e-01  1.11e-01    1.3e-07
 158600    1.30e-01  1.01e-01    8.65e-04  6.56e-04    1.23e-01  9.47e-02    1.3e-07
 158700    1.30e-01  1.01e-01    8.72e-04  7.43e-04    1.22e-01  9.51e-02    1.3e-07
 158800    1.30e-01  1.34e-01    8.64e-04  6.82e-04    1.22e-01  1.26e-01    1.3e-07
 158900    1.30e-01  1.27e-01    8.80e-04  6.84e-04    1.22e-01  1.19e-01    1.3e-07
 159000    1.30e-01  1.38e-01    8.68e-04  6.67e-04    1.22e-01  1.30e-01    1.3e-07
 159100    1.30e-01  9.19e-02    8.64e-04  7.27e-04    1.23e-01  8.64e-02    1.3e-07
 159200    1.30e-01  1.15e-01    8.68e-04  5.92e-04    1.22e-01  1.08e-01    1.3e-07
 159300    1.30e-01  1.32e-01    8.62e-04  5.68e-04    1.22e-01  1.24e-01    1.3e-07
 159400    1.30e-01  1.32e-01    8.70e-04  7.76e-04    1.22e-01  1.24e-01    1.3e-07
 159500    1.30e-01  9.99e-02    8.70e-04  6.02e-04    1.22e-01  9.39e-02    1.3e-07
 159600    1.30e-01  1.25e-01    8.69e-04  9.29e-04    1.23e-01  1.18e-01    1.3e-07
 159700    1.30e-01  1.27e-01    8.71e-04  7.30e-04    1.23e-01  1.19e-01    1.3e-07
 159800    1.30e-01  1.29e-01    8.72e-04  7.54e-04    1.22e-01  1.21e-01    1.3e-07
 159900    1.30e-01  1.17e-01    8.85e-04  2.92e-04    1.22e-01  1.10e-01    1.3e-07
 160000    1.28e-01  9.91e-02    8.63e-04  4.90e-04    1.22e-01  9.45e-02    1.0e-07
 160100    1.28e-01  9.87e-02    8.68e-04  1.01e-03    1.22e-01  9.41e-02    1.0e-07
 160200    1.28e-01  1.18e-01    8.76e-04  5.57e-04    1.22e-01  1.13e-01    1.0e-07
 160300    1.28e-01  1.26e-01    8.65e-04  3.68e-04    1.22e-01  1.21e-01    1.0e-07
 160400    1.28e-01  1.00e-01    8.66e-04  4.91e-04    1.22e-01  9.58e-02    1.0e-07
 160500    1.28e-01  1.23e-01    8.72e-04  7.80e-04    1.22e-01  1.17e-01    1.0e-07
 160600    1.28e-01  1.25e-01    8.65e-04  3.75e-04    1.22e-01  1.19e-01    1.0e-07
 160700    1.28e-01  1.25e-01    8.63e-04  6.48e-04    1.22e-01  1.19e-01    1.0e-07
 160800    1.28e-01  1.27e-01    8.64e-04  4.39e-04    1.22e-01  1.21e-01    1.0e-07
 160900    1.28e-01  1.10e-01    8.64e-04  5.23e-04    1.22e-01  1.05e-01    1.0e-07
 161000    1.28e-01  1.46e-01    8.75e-04  8.40e-04    1.22e-01  1.39e-01    1.0e-07
 161100    1.28e-01  8.72e-02    8.63e-04  6.37e-04    1.22e-01  8.32e-02    1.0e-07
 161200    1.28e-01  1.31e-01    8.65e-04  4.90e-04    1.22e-01  1.25e-01    1.0e-07
 161300    1.28e-01  9.48e-02    8.66e-04  5.45e-04    1.22e-01  9.04e-02    1.0e-07
 161400    1.28e-01  1.30e-01    8.73e-04  8.56e-04    1.22e-01  1.24e-01    1.0e-07
 161500    1.28e-01  1.29e-01    8.65e-04  6.09e-04    1.22e-01  1.23e-01    1.0e-07
 161600    1.28e-01  1.11e-01    8.65e-04  8.58e-04    1.22e-01  1.06e-01    1.0e-07
 161700    1.28e-01  1.20e-01    8.65e-04  4.19e-04    1.22e-01  1.15e-01    1.0e-07
 161800    1.29e-01  8.71e-02    8.72e-04  8.71e-04    1.23e-01  8.31e-02    1.0e-07
 161900    1.28e-01  1.20e-01    8.63e-04  7.80e-04    1.23e-01  1.14e-01    1.0e-07
 162000    1.28e-01  1.15e-01    8.72e-04  6.01e-04    1.22e-01  1.10e-01    1.0e-07
 162100    1.29e-01  1.66e-01    8.76e-04  7.30e-04    1.23e-01  1.58e-01    1.0e-07
 162200    1.29e-01  1.06e-01    8.63e-04  6.05e-04    1.23e-01  1.01e-01    1.0e-07
 162300    1.28e-01  1.39e-01    8.75e-04  6.93e-04    1.23e-01  1.32e-01    1.0e-07
 162400    1.29e-01  1.38e-01    8.74e-04  6.98e-04    1.23e-01  1.31e-01    1.0e-07
 162500    1.29e-01  1.19e-01    8.62e-04  9.48e-04    1.23e-01  1.13e-01    1.0e-07
 162600    1.29e-01  1.38e-01    8.83e-04  4.60e-04    1.23e-01  1.31e-01    1.0e-07
 162700    1.29e-01  1.03e-01    8.63e-04  6.57e-04    1.23e-01  9.84e-02    1.0e-07
 162800    1.29e-01  1.23e-01    8.64e-04  5.70e-04    1.23e-01  1.17e-01    1.0e-07
 162900    1.28e-01  1.26e-01    8.68e-04  6.86e-04    1.22e-01  1.20e-01    1.0e-07
 163000    1.28e-01  1.49e-01    8.81e-04  7.19e-04    1.22e-01  1.42e-01    1.0e-07
 163100    1.28e-01  9.04e-02    8.66e-04  6.89e-04    1.22e-01  8.62e-02    1.0e-07
 163200    1.28e-01  1.22e-01    8.72e-04  6.92e-04    1.22e-01  1.16e-01    1.0e-07
 163300    1.28e-01  1.05e-01    8.66e-04  7.59e-04    1.22e-01  1.00e-01    1.0e-07
 163400    1.29e-01  1.29e-01    8.66e-04  7.50e-04    1.23e-01  1.23e-01    1.0e-07
 163500    1.29e-01  1.49e-01    8.63e-04  2.43e-04    1.23e-01  1.43e-01    1.0e-07
 163600    1.29e-01  8.81e-02    8.68e-04  6.22e-04    1.23e-01  8.40e-02    1.0e-07
 163700    1.28e-01  8.30e-02    8.69e-04  7.31e-04    1.22e-01  7.91e-02    1.0e-07
 163800    1.28e-01  1.36e-01    8.72e-04  4.94e-04    1.22e-01  1.29e-01    1.0e-07
 163900    1.28e-01  1.34e-01    8.68e-04  6.96e-04    1.22e-01  1.28e-01    1.0e-07
 164000    1.28e-01  1.39e-01    8.64e-04  5.02e-04    1.22e-01  1.32e-01    1.0e-07
 164100    1.28e-01  1.51e-01    8.67e-04  6.78e-04    1.22e-01  1.44e-01    1.0e-07
 164200    1.28e-01  1.13e-01    8.64e-04  3.81e-04    1.22e-01  1.07e-01    1.0e-07
 164300    1.28e-01  1.24e-01    8.70e-04  6.34e-04    1.22e-01  1.18e-01    1.0e-07
 164400    1.28e-01  1.53e-01    8.66e-04  3.58e-04    1.22e-01  1.46e-01    1.0e-07
 164500    1.28e-01  8.64e-02    8.67e-04  7.20e-04    1.22e-01  8.24e-02    1.0e-07
 164600    1.28e-01  1.21e-01    8.63e-04  7.98e-04    1.22e-01  1.16e-01    1.0e-07
 164700    1.28e-01  1.34e-01    8.75e-04  5.72e-04    1.22e-01  1.27e-01    1.0e-07
 164800    1.28e-01  1.34e-01    8.77e-04  6.86e-04    1.22e-01  1.28e-01    1.0e-07
 164900    1.28e-01  1.29e-01    8.68e-04  3.57e-04    1.22e-01  1.23e-01    1.0e-07
 165000    1.27e-01  1.21e-01    8.64e-04  7.42e-04    1.23e-01  1.17e-01    7.5e-08
 165100    1.27e-01  1.14e-01    8.63e-04  6.77e-04    1.23e-01  1.10e-01    7.5e-08
 165200    1.27e-01  9.97e-02    8.63e-04  8.26e-04    1.23e-01  9.62e-02    7.5e-08
 165300    1.27e-01  1.01e-01    8.67e-04  5.78e-04    1.23e-01  9.73e-02    7.5e-08
 165400    1.27e-01  9.42e-02    8.73e-04  6.44e-04    1.23e-01  9.08e-02    7.5e-08
 165500    1.27e-01  1.08e-01    8.67e-04  7.85e-04    1.23e-01  1.04e-01    7.5e-08
 165600    1.27e-01  1.25e-01    8.68e-04  5.11e-04    1.23e-01  1.20e-01    7.5e-08
 165700    1.27e-01  1.03e-01    8.66e-04  4.76e-04    1.23e-01  9.96e-02    7.5e-08
 165800    1.27e-01  1.18e-01    8.66e-04  2.96e-04    1.23e-01  1.14e-01    7.5e-08
 165900    1.27e-01  1.34e-01    8.68e-04  5.86e-04    1.23e-01  1.30e-01    7.5e-08
 166000    1.27e-01  1.10e-01    8.70e-04  4.38e-04    1.23e-01  1.06e-01    7.5e-08
 166100    1.27e-01  1.32e-01    8.70e-04  5.78e-04    1.23e-01  1.27e-01    7.5e-08
 166200    1.27e-01  9.68e-02    8.66e-04  2.15e-04    1.23e-01  9.34e-02    7.5e-08
 166300    1.27e-01  1.09e-01    8.80e-04  6.94e-04    1.22e-01  1.05e-01    7.5e-08
 166400    1.27e-01  1.28e-01    8.78e-04  9.65e-04    1.22e-01  1.23e-01    7.5e-08
 166500    1.27e-01  1.11e-01    8.65e-04  6.28e-04    1.22e-01  1.07e-01    7.5e-08
 166600    1.27e-01  1.61e-01    8.67e-04  3.72e-04    1.22e-01  1.56e-01    7.5e-08
 166700    1.27e-01  1.31e-01    8.64e-04  5.31e-04    1.22e-01  1.26e-01    7.5e-08
 166800    1.27e-01  1.29e-01    8.66e-04  5.78e-04    1.22e-01  1.24e-01    7.5e-08
 166900    1.27e-01  1.11e-01    8.69e-04  8.88e-04    1.22e-01  1.07e-01    7.5e-08
 167000    1.27e-01  1.21e-01    8.68e-04  9.56e-04    1.22e-01  1.17e-01    7.5e-08
 167100    1.27e-01  1.60e-01    8.70e-04  3.22e-04    1.22e-01  1.54e-01    7.5e-08
 167200    1.27e-01  1.16e-01    8.66e-04  6.23e-04    1.22e-01  1.12e-01    7.5e-08
 167300    1.27e-01  1.22e-01    8.67e-04  5.53e-04    1.22e-01  1.18e-01    7.5e-08
 167400    1.27e-01  9.64e-02    8.63e-04  6.50e-04    1.22e-01  9.30e-02    7.5e-08
 167500    1.27e-01  1.35e-01    8.78e-04  4.81e-04    1.22e-01  1.30e-01    7.5e-08
 167600    1.27e-01  1.08e-01    8.63e-04  6.76e-04    1.22e-01  1.04e-01    7.5e-08
 167700    1.27e-01  9.36e-02    8.69e-04  5.76e-04    1.22e-01  9.03e-02    7.5e-08
 167800    1.27e-01  1.06e-01    8.65e-04  7.73e-04    1.22e-01  1.02e-01    7.5e-08
 167900    1.27e-01  1.11e-01    8.66e-04  7.85e-04    1.22e-01  1.07e-01    7.5e-08
 168000    1.27e-01  1.44e-01    8.64e-04  2.72e-04    1.23e-01  1.39e-01    7.5e-08
 168100    1.27e-01  1.14e-01    8.63e-04  6.96e-04    1.23e-01  1.10e-01    7.5e-08
 168200    1.27e-01  1.48e-01    8.67e-04  7.30e-04    1.23e-01  1.43e-01    7.5e-08
 168300    1.27e-01  1.32e-01    8.71e-04  4.79e-04    1.23e-01  1.27e-01    7.5e-08
 168400    1.27e-01  1.23e-01    8.64e-04  7.47e-04    1.23e-01  1.18e-01    7.5e-08
 168500    1.27e-01  9.28e-02    8.73e-04  6.41e-04    1.23e-01  8.95e-02    7.5e-08
 168600    1.27e-01  1.08e-01    8.68e-04  5.28e-04    1.23e-01  1.04e-01    7.5e-08
 168700    1.27e-01  1.25e-01    8.69e-04  7.95e-04    1.23e-01  1.21e-01    7.5e-08
 168800    1.27e-01  1.27e-01    8.71e-04  6.90e-04    1.23e-01  1.23e-01    7.5e-08
 168900    1.27e-01  1.10e-01    8.71e-04  4.33e-04    1.23e-01  1.06e-01    7.5e-08
 169000    1.27e-01  1.15e-01    8.70e-04  6.23e-04    1.22e-01  1.11e-01    7.5e-08
 169100    1.27e-01  1.24e-01    8.73e-04  5.13e-04    1.23e-01  1.20e-01    7.5e-08
 169200    1.27e-01  1.16e-01    8.63e-04  5.25e-04    1.23e-01  1.12e-01    7.5e-08
 169300    1.27e-01  1.34e-01    8.67e-04  7.31e-04    1.23e-01  1.30e-01    7.5e-08
 169400    1.27e-01  1.20e-01    8.68e-04  6.49e-04    1.23e-01  1.16e-01    7.5e-08
 169500    1.27e-01  8.50e-02    8.66e-04  8.26e-04    1.23e-01  8.20e-02    7.5e-08
 169600    1.27e-01  1.01e-01    8.73e-04  7.12e-04    1.23e-01  9.72e-02    7.5e-08
 169700    1.27e-01  1.26e-01    8.78e-04  9.47e-04    1.22e-01  1.21e-01    7.5e-08
 169800    1.27e-01  1.33e-01    8.68e-04  4.10e-04    1.22e-01  1.28e-01    7.5e-08
 169900    1.27e-01  1.01e-01    8.68e-04  5.46e-04    1.22e-01  9.72e-02    7.5e-08
 170000    1.26e-01  1.10e-01    8.67e-04  7.28e-04    1.22e-01  1.07e-01    5.6e-08
 170100    1.26e-01  1.00e-01    8.65e-04  4.46e-04    1.22e-01  9.77e-02    5.6e-08
 170200    1.26e-01  1.34e-01    8.76e-04  5.95e-04    1.22e-01  1.31e-01    5.6e-08
 170300    1.26e-01  1.25e-01    8.68e-04  4.75e-04    1.22e-01  1.21e-01    5.6e-08
 170400    1.26e-01  1.30e-01    8.64e-04  7.87e-04    1.22e-01  1.27e-01    5.6e-08
 170500    1.26e-01  1.27e-01    8.66e-04  7.41e-04    1.22e-01  1.23e-01    5.6e-08
 170600    1.26e-01  1.37e-01    8.72e-04  7.57e-04    1.22e-01  1.33e-01    5.6e-08
 170700    1.26e-01  1.29e-01    8.66e-04  2.85e-04    1.22e-01  1.25e-01    5.6e-08
 170800    1.26e-01  1.10e-01    8.64e-04  6.94e-04    1.22e-01  1.07e-01    5.6e-08
 170900    1.26e-01  1.39e-01    8.67e-04  8.51e-04    1.22e-01  1.36e-01    5.6e-08
 171000    1.26e-01  1.24e-01    8.66e-04  5.64e-04    1.22e-01  1.20e-01    5.6e-08
 171100    1.26e-01  1.54e-01    8.65e-04  5.67e-04    1.22e-01  1.50e-01    5.6e-08
 171200    1.26e-01  1.00e-01    8.71e-04  5.56e-04    1.22e-01  9.76e-02    5.6e-08
 171300    1.26e-01  8.77e-02    8.71e-04  6.71e-04    1.22e-01  8.53e-02    5.6e-08
 171400    1.26e-01  9.73e-02    8.64e-04  9.12e-04    1.22e-01  9.47e-02    5.6e-08
 171500    1.26e-01  9.42e-02    8.65e-04  6.44e-04    1.23e-01  9.16e-02    5.6e-08
 171600    1.26e-01  1.08e-01    8.71e-04  7.39e-04    1.22e-01  1.05e-01    5.6e-08
 171700    1.26e-01  1.09e-01    8.64e-04  5.59e-04    1.23e-01  1.06e-01    5.6e-08
 171800    1.26e-01  1.27e-01    8.69e-04  8.50e-04    1.23e-01  1.24e-01    5.6e-08
 171900    1.26e-01  1.11e-01    8.66e-04  6.10e-04    1.22e-01  1.08e-01    5.6e-08
 172000    1.26e-01  1.41e-01    8.66e-04  6.97e-04    1.23e-01  1.38e-01    5.6e-08
 172100    1.26e-01  1.16e-01    8.64e-04  5.36e-04    1.23e-01  1.13e-01    5.6e-08
 172200    1.26e-01  1.11e-01    8.71e-04  8.67e-04    1.23e-01  1.08e-01    5.6e-08
 172300    1.26e-01  1.23e-01    8.70e-04  3.96e-04    1.23e-01  1.20e-01    5.6e-08
 172400    1.26e-01  9.26e-02    8.66e-04  9.60e-04    1.23e-01  9.00e-02    5.6e-08
 172500    1.26e-01  1.12e-01    8.69e-04  4.72e-04    1.22e-01  1.09e-01    5.6e-08
 172600    1.26e-01  8.72e-02    8.63e-04  5.34e-04    1.22e-01  8.48e-02    5.6e-08
 172700    1.26e-01  1.45e-01    8.70e-04  7.02e-04    1.23e-01  1.41e-01    5.6e-08
 172800    1.26e-01  1.09e-01    8.63e-04  4.81e-04    1.23e-01  1.06e-01    5.6e-08
 172900    1.26e-01  1.13e-01    8.68e-04  6.81e-04    1.23e-01  1.10e-01    5.6e-08
 173000    1.26e-01  1.19e-01    8.65e-04  4.19e-04    1.23e-01  1.15e-01    5.6e-08
 173100    1.26e-01  1.19e-01    8.65e-04  8.49e-04    1.23e-01  1.15e-01    5.6e-08
 173200    1.26e-01  1.06e-01    8.66e-04  9.43e-04    1.23e-01  1.03e-01    5.6e-08
 173300    1.26e-01  1.23e-01    8.63e-04  6.71e-04    1.23e-01  1.20e-01    5.6e-08
 173400    1.26e-01  1.46e-01    8.66e-04  5.97e-04    1.23e-01  1.42e-01    5.6e-08
 173500    1.26e-01  1.10e-01    8.66e-04  7.50e-04    1.23e-01  1.07e-01    5.6e-08
 173600    1.26e-01  1.16e-01    8.67e-04  7.54e-04    1.23e-01  1.13e-01    5.6e-08
 173700    1.26e-01  1.36e-01    8.64e-04  4.86e-04    1.23e-01  1.32e-01    5.6e-08
 173800    1.26e-01  1.76e-01    8.67e-04  6.72e-04    1.23e-01  1.71e-01    5.6e-08
 173900    1.26e-01  1.31e-01    8.61e-04  5.60e-04    1.23e-01  1.27e-01    5.6e-08
 174000    1.26e-01  8.97e-02    8.70e-04  6.95e-04    1.23e-01  8.73e-02    5.6e-08
 174100    1.26e-01  1.14e-01    8.81e-04  7.36e-04    1.23e-01  1.11e-01    5.6e-08
 174200    1.26e-01  1.44e-01    8.72e-04  4.22e-04    1.23e-01  1.40e-01    5.6e-08
 174300    1.26e-01  1.38e-01    8.67e-04  6.12e-04    1.23e-01  1.34e-01    5.6e-08
 174400    1.26e-01  9.90e-02    8.70e-04  6.28e-04    1.23e-01  9.63e-02    5.6e-08
 174500    1.26e-01  1.17e-01    8.73e-04  8.37e-04    1.23e-01  1.14e-01    5.6e-08
 174600    1.26e-01  1.03e-01    8.64e-04  6.70e-04    1.23e-01  9.98e-02    5.6e-08
 174700    1.26e-01  1.10e-01    8.69e-04  6.02e-04    1.23e-01  1.07e-01    5.6e-08
 174800    1.26e-01  1.32e-01    8.66e-04  4.51e-04    1.23e-01  1.29e-01    5.6e-08
 174900    1.26e-01  1.39e-01    8.68e-04  7.25e-04    1.23e-01  1.36e-01    5.6e-08
 175000    1.25e-01  1.00e-01    8.64e-04  5.87e-04    1.23e-01  9.81e-02    4.2e-08
 175100    1.25e-01  1.28e-01    8.71e-04  7.17e-04    1.23e-01  1.25e-01    4.2e-08
 175200    1.25e-01  1.23e-01    8.73e-04  5.61e-04    1.23e-01  1.21e-01    4.2e-08
 175300    1.25e-01  1.19e-01    8.69e-04  8.32e-04    1.22e-01  1.16e-01    4.2e-08
 175400    1.25e-01  1.28e-01    8.64e-04  7.70e-04    1.22e-01  1.26e-01    4.2e-08
 175500    1.25e-01  1.34e-01    8.67e-04  4.28e-04    1.22e-01  1.31e-01    4.2e-08
 175600    1.25e-01  1.37e-01    8.65e-04  4.74e-04    1.22e-01  1.35e-01    4.2e-08
 175700    1.25e-01  1.20e-01    8.65e-04  3.30e-04    1.22e-01  1.18e-01    4.2e-08
 175800    1.25e-01  1.04e-01    8.63e-04  6.13e-04    1.23e-01  1.02e-01    4.2e-08
 175900    1.25e-01  1.24e-01    8.65e-04  5.22e-04    1.23e-01  1.21e-01    4.2e-08
 176000    1.25e-01  1.11e-01    8.68e-04  9.84e-04    1.23e-01  1.08e-01    4.2e-08
 176100    1.25e-01  1.55e-01    8.66e-04  2.83e-04    1.23e-01  1.52e-01    4.2e-08
 176200    1.25e-01  8.87e-02    8.71e-04  7.58e-04    1.23e-01  8.69e-02    4.2e-08
 176300    1.25e-01  1.17e-01    8.75e-04  5.30e-04    1.23e-01  1.15e-01    4.2e-08
 176400    1.25e-01  1.40e-01    8.65e-04  3.72e-04    1.23e-01  1.37e-01    4.2e-08
 176500    1.25e-01  1.19e-01    8.67e-04  7.45e-04    1.23e-01  1.17e-01    4.2e-08
 176600    1.25e-01  1.05e-01    8.70e-04  5.82e-04    1.23e-01  1.03e-01    4.2e-08
 176700    1.25e-01  1.22e-01    8.64e-04  7.90e-04    1.23e-01  1.20e-01    4.2e-08
 176800    1.25e-01  1.13e-01    8.70e-04  5.78e-04    1.23e-01  1.10e-01    4.2e-08
 176900    1.25e-01  1.31e-01    8.74e-04  8.67e-04    1.22e-01  1.29e-01    4.2e-08
 177000    1.25e-01  9.93e-02    8.66e-04  3.90e-04    1.22e-01  9.73e-02    4.2e-08
 177100    1.25e-01  9.75e-02    8.66e-04  6.73e-04    1.23e-01  9.55e-02    4.2e-08
 177200    1.25e-01  1.01e-01    8.70e-04  5.90e-04    1.23e-01  9.91e-02    4.2e-08
 177300    1.25e-01  1.16e-01    8.66e-04  5.49e-04    1.23e-01  1.13e-01    4.2e-08
 177400    1.25e-01  1.62e-01    8.66e-04  7.00e-04    1.23e-01  1.58e-01    4.2e-08
 177500    1.25e-01  1.15e-01    8.63e-04  4.52e-04    1.23e-01  1.12e-01    4.2e-08
 177600    1.25e-01  9.39e-02    8.67e-04  5.50e-04    1.23e-01  9.20e-02    4.2e-08
 177700    1.25e-01  1.18e-01    8.68e-04  6.67e-04    1.23e-01  1.16e-01    4.2e-08
 177800    1.25e-01  1.34e-01    8.65e-04  6.67e-04    1.23e-01  1.31e-01    4.2e-08
 177900    1.25e-01  1.02e-01    8.71e-04  7.57e-04    1.23e-01  9.99e-02    4.2e-08
 178000    1.25e-01  9.38e-02    8.69e-04  7.02e-04    1.23e-01  9.18e-02    4.2e-08
 178100    1.25e-01  1.35e-01    8.70e-04  7.73e-04    1.23e-01  1.32e-01    4.2e-08
 178200    1.25e-01  1.21e-01    8.67e-04  3.43e-04    1.23e-01  1.18e-01    4.2e-08
 178300    1.25e-01  1.43e-01    8.73e-04  4.09e-04    1.23e-01  1.40e-01    4.2e-08
 178400    1.25e-01  1.27e-01    8.68e-04  4.95e-04    1.23e-01  1.25e-01    4.2e-08
 178500    1.25e-01  1.33e-01    8.67e-04  8.38e-04    1.23e-01  1.31e-01    4.2e-08
 178600    1.25e-01  1.13e-01    8.68e-04  3.60e-04    1.23e-01  1.11e-01    4.2e-08
 178700    1.25e-01  1.30e-01    8.72e-04  6.73e-04    1.23e-01  1.28e-01    4.2e-08
 178800    1.25e-01  1.51e-01    8.63e-04  4.57e-04    1.23e-01  1.48e-01    4.2e-08
 178900    1.25e-01  1.05e-01    8.67e-04  8.27e-04    1.23e-01  1.03e-01    4.2e-08
 179000    1.25e-01  1.28e-01    8.67e-04  5.95e-04    1.23e-01  1.25e-01    4.2e-08
 179100    1.25e-01  1.07e-01    8.64e-04  5.00e-04    1.23e-01  1.04e-01    4.2e-08
 179200    1.25e-01  1.68e-01    8.65e-04  6.57e-04    1.23e-01  1.64e-01    4.2e-08
 179300    1.25e-01  9.62e-02    8.66e-04  4.01e-04    1.23e-01  9.42e-02    4.2e-08
 179400    1.25e-01  1.34e-01    8.71e-04  9.61e-04    1.23e-01  1.31e-01    4.2e-08
 179500    1.25e-01  9.84e-02    8.68e-04  8.44e-04    1.23e-01  9.64e-02    4.2e-08
 179600    1.25e-01  9.76e-02    8.69e-04  9.80e-04    1.23e-01  9.56e-02    4.2e-08
 179700    1.25e-01  1.40e-01    8.71e-04  4.27e-04    1.23e-01  1.37e-01    4.2e-08
 179800    1.25e-01  1.02e-01    8.65e-04  4.66e-04    1.23e-01  9.97e-02    4.2e-08
 179900    1.25e-01  1.04e-01    8.72e-04  9.66e-04    1.23e-01  1.02e-01    4.2e-08
 180000    1.25e-01  1.13e-01    8.65e-04  4.74e-04    1.23e-01  1.11e-01    3.2e-08
 180100    1.25e-01  1.39e-01    8.67e-04  5.41e-04    1.23e-01  1.36e-01    3.2e-08
 180200    1.24e-01  1.16e-01    8.69e-04  3.77e-04    1.23e-01  1.14e-01    3.2e-08
 180300    1.24e-01  1.23e-01    8.63e-04  6.39e-04    1.23e-01  1.21e-01    3.2e-08
 180400    1.24e-01  1.07e-01    8.64e-04  7.84e-04    1.23e-01  1.05e-01    3.2e-08
 180500    1.24e-01  1.34e-01    8.68e-04  9.62e-04    1.23e-01  1.32e-01    3.2e-08
 180600    1.24e-01  1.24e-01    8.73e-04  4.11e-04    1.23e-01  1.22e-01    3.2e-08
 180700    1.24e-01  8.55e-02    8.63e-04  6.52e-04    1.23e-01  8.42e-02    3.2e-08
 180800    1.24e-01  1.02e-01    8.66e-04  5.37e-04    1.23e-01  1.00e-01    3.2e-08
 180900    1.24e-01  1.09e-01    8.67e-04  5.22e-04    1.23e-01  1.07e-01    3.2e-08
 181000    1.24e-01  9.85e-02    8.69e-04  6.23e-04    1.23e-01  9.70e-02    3.2e-08
 181100    1.24e-01  1.32e-01    8.66e-04  4.22e-04    1.23e-01  1.30e-01    3.2e-08
 181200    1.24e-01  1.04e-01    8.67e-04  9.39e-04    1.23e-01  1.02e-01    3.2e-08
 181300    1.24e-01  1.29e-01    8.67e-04  5.69e-04    1.23e-01  1.27e-01    3.2e-08
 181400    1.24e-01  1.25e-01    8.71e-04  8.55e-04    1.23e-01  1.23e-01    3.2e-08
 181500    1.24e-01  1.10e-01    8.64e-04  3.84e-04    1.23e-01  1.08e-01    3.2e-08
 181600    1.24e-01  1.11e-01    8.65e-04  6.79e-04    1.23e-01  1.10e-01    3.2e-08
 181700    1.24e-01  1.01e-01    8.72e-04  7.70e-04    1.23e-01  9.90e-02    3.2e-08
 181800    1.24e-01  1.24e-01    8.67e-04  4.79e-04    1.23e-01  1.22e-01    3.2e-08
 181900    1.24e-01  1.67e-01    8.65e-04  5.81e-04    1.23e-01  1.65e-01    3.2e-08
 182000    1.24e-01  1.22e-01    8.63e-04  6.56e-04    1.23e-01  1.21e-01    3.2e-08
 182100    1.25e-01  1.29e-01    8.63e-04  5.39e-04    1.23e-01  1.27e-01    3.2e-08
 182200    1.24e-01  1.15e-01    8.67e-04  5.11e-04    1.23e-01  1.14e-01    3.2e-08
 182300    1.24e-01  1.14e-01    8.67e-04  8.79e-04    1.23e-01  1.12e-01    3.2e-08
 182400    1.25e-01  1.01e-01    8.64e-04  4.14e-04    1.23e-01  9.96e-02    3.2e-08
 182500    1.24e-01  9.51e-02    8.68e-04  6.18e-04    1.23e-01  9.36e-02    3.2e-08
 182600    1.24e-01  9.80e-02    8.69e-04  8.63e-04    1.23e-01  9.64e-02    3.2e-08
 182700    1.24e-01  1.35e-01    8.72e-04  6.14e-04    1.23e-01  1.32e-01    3.2e-08
 182800    1.24e-01  1.31e-01    8.73e-04  8.09e-04    1.23e-01  1.29e-01    3.2e-08
 182900    1.24e-01  1.42e-01    8.69e-04  5.45e-04    1.22e-01  1.40e-01    3.2e-08
 183000    1.24e-01  1.13e-01    8.67e-04  6.89e-04    1.22e-01  1.11e-01    3.2e-08
 183100    1.24e-01  8.50e-02    8.65e-04  7.90e-04    1.22e-01  8.36e-02    3.2e-08
 183200    1.24e-01  9.91e-02    8.66e-04  9.67e-04    1.22e-01  9.75e-02    3.2e-08
 183300    1.24e-01  1.53e-01    8.66e-04  6.13e-04    1.23e-01  1.51e-01    3.2e-08
 183400    1.24e-01  9.75e-02    8.67e-04  8.20e-04    1.23e-01  9.60e-02    3.2e-08
 183500    1.24e-01  1.01e-01    8.65e-04  7.51e-04    1.23e-01  9.94e-02    3.2e-08
 183600    1.24e-01  1.33e-01    8.71e-04  4.12e-04    1.22e-01  1.31e-01    3.2e-08
 183700    1.24e-01  1.09e-01    8.70e-04  7.18e-04    1.22e-01  1.08e-01    3.2e-08
